20069  0.2  0.1  0.2  0.2  0.4  0.5  0.4  0.3  0.4  0.4  0.2  0.2  0.3
20087  0.1  0.1  0.1  0.2  0.4  0.5  0.4  0.3  0.4  0.3  0.2  0.1  0.3
20292  0.1  0.1  0.1  0.2  0.4  0.6  0.5  0.4  0.5  0.4  0.2  0.1  0.3
20476  0.1  0.1  0.1  0.2  0.4  0.6  0.9  0.7  0.6  0.4  0.2  0.1  0.4
20667  0.2  0.1  0.2  0.3  0.4  0.6  1.4  1.0  0.6  0.5  0.2  0.2  0.5
20674  0.1  0.1  0.2  0.3  0.4  0.6  1.1  1.0  0.8  0.5  0.2  0.2  0.4
20744  0.4  0.4  0.5  0.7  1.0  1.8  2.7  2.0  1.4  0.9  0.7  0.5  1.1
20891  0.1  0.1  0.2  0.5  1.0  3.3  5.4  3.2  1.4  0.4  0.2  0.1  1.3
20982  0.2  0.2  0.3  0.6  1.2  3.2  5.0  3.0  1.5  0.5  0.2  0.2  1.4
21432  0.1  0.1  0.1  0.2  0.4  0.6  0.9  0.7  0.6  0.3  0.2  0.1  0.4
21802  0.1  0.1  0.2  0.4  0.8  3.2  4.9  2.9  1.2  0.4  0.2  0.1  1.2
21908  0.1  0.1  0.3  1.0  2.2  5.6  6.8  3.8  1.7  0.5  0.2  0.1  2.0
21921  0.1  0.1  0.2  0.7  1.7  4.5  5.4  3.5  1.7  0.5  0.2  0.1  1.5
21931  0.1  0.1  0.2  0.6  1.3  3.8  4.7  3.0  1.5  0.5  0.2  0.1  1.3
21946  0.1  0.1  0.2  0.4  1.0  3.1  4.0  2.5  1.1  0.3  0.1  0.1  1.0
21982  0.2  0.2  0.2  0.3  0.6  0.9  1.0  0.8  0.9  0.7  0.5  0.3  0.5
22113  0.5  0.6  0.9  1.7  2.7  4.4  4.8  3.4  2.1  1.2  0.7  0.6  1.9
22165  0.4  0.4  0.4  0.6  0.9  1.9  2.2  1.5  1.1  1.0  0.7  0.6  1.0
22217  0.4  0.4  0.8  1.6  2.9  4.8  5.0  3.4  1.8  0.9  0.5  0.4  1.9
22235  0.3  0.3  0.6  1.3  2.5  4.6  4.9  3.0  1.5  0.7  0.4  0.3  1.7
22471  0.4  0.4  0.8  1.5  3.9  5.9  6.1  3.7  1.9  0.8  0.5  0.4  2.2
22520  0.4  0.5  0.9  1.5  3.4  4.8  4.7  3.8  2.4  1.2  0.6  0.5  2.1
22550  0.4  0.4  0.9  2.1  5.1  7.0  6.8  4.2  2.1  0.9  0.5  0.4  2.6
22619  0.4  0.5  1.0  2.1  4.8  6.1  6.3  4.7  2.5  1.2  0.6  0.5  2.6
22641  0.4  0.5  1.0  2.1  5.1  7.2  7.3  4.8  2.5  1.1  0.6  0.5  2.8
22676  0.3  0.4  1.0  2.3  5.6  7.8  7.9  4.7  2.2  0.9  0.5  0.4  2.9
22768  0.4  0.5  1.1  2.7  5.4  7.3  7.5  4.8  2.4  1.2  0.6  0.5  2.9
22802  0.4  0.5  1.0  2.1  4.4  5.6  5.8  4.2  2.1  1.2  0.6  0.5  2.4
22820  0.4  0.5  1.1  2.3  4.6  5.6  5.6  3.9  2.2  1.2  0.6  0.4  2.4
22837  0.5  0.6  1.1  2.5  4.8  5.9  6.1  4.3  2.4  1.3  0.7  0.6  2.6
23022  0.3  0.2  0.3  0.4  0.6  1.1  1.7  1.3  1.0  0.6  0.4  0.3  0.7
23032  0.2  0.2  0.3  0.4  0.6  1.0  1.8  1.2  0.8  0.5  0.3  0.2  0.6
23058  0.2  0.2  0.2  0.3  0.6  1.9  3.9  2.3  1.1  0.4  0.2  0.2  1.0
23074  0.2  0.2  0.3  0.6  1.0  3.3  5.6  3.3  1.7  0.5  0.3  0.2  1.4
23205  0.3  0.3  0.6  1.0  1.8  3.9  4.9  2.7  1.5  0.7  0.4  0.4  1.5
23242  0.2  0.2  0.3  0.4  0.7  1.6  3.1  2.3  1.2  0.5  0.3  0.2  0.9
23256  0.2  0.2  0.3  0.4  0.8  2.9  5.1  3.0  1.4  0.4  0.2  0.2  1.3
23274  0.2  0.2  0.4  1.0  1.9  5.0  6.3  3.5  1.9  0.6  0.3  0.2  1.8
23324  0.3  0.3  0.7  1.1  2.1  4.7  5.8  3.1  1.7  0.7  0.4  0.4  1.8
23330  0.2  0.2  0.4  0.8  1.6  4.2  5.3  3.2  1.7  0.8  0.3  0.2  1.6
23383  0.1  0.2  0.4  1.1  2.2  4.7  6.0  3.6  2.1  0.9  0.3  0.2  1.8
23405  0.3  0.4  0.9  1.8  3.4  5.5  6.0  3.3  1.7  0.8  0.4  0.4  2.1
23445  0.2  0.3  0.6  1.1  2.1  5.0  6.6  3.8  1.9  0.7  0.3  0.3  1.9
23463  0.2  0.2  0.6  1.3  2.4  5.5  5.9  3.2  1.9  0.6  0.3  0.2  1.9
23472  0.2  0.3  0.6  1.5  2.8  5.9  6.9  3.9  2.2  0.7  0.3  0.2  2.1
23552  0.2  0.2  0.5  1.0  2.0  5.4  6.9  3.8  1.9  0.7  0.3  0.2  2.0
23631  0.2  0.3  0.9  1.7  3.2  5.4  5.9  3.5  2.0  1.0  0.4  0.3  2.1
23662  0.2  0.3  0.7  1.5  2.9  6.3  7.2  3.9  2.1  0.8  0.3  0.2  2.2
23678  0.2  0.3  0.8  1.9  3.5  6.9  7.3  4.3  2.3  0.8  0.3  0.2  2.4
23711  0.3  0.4  1.1  2.4  4.4  6.2  6.4  3.7  1.9  0.9  0.4  0.3  2.4
23724  0.3  0.5  1.3  2.5  4.5  6.7  7.2  4.2  2.4  1.3  0.6  0.4  2.7
23734  0.2  0.3  0.9  2.0  3.9  6.2  6.8  3.7  2.0  0.8  0.3  0.2  2.3
23867  0.3  0.3  1.0  2.0  4.0  7.0  7.8  4.4  2.6  1.2  0.4  0.3  2.6
23884  0.2  0.3  0.9  2.2  4.0  7.0  7.7  4.4  2.3  1.0  0.4  0.2  2.6
23891  0.1  0.2  0.8  2.1  3.9  7.0  7.7  4.3  2.3  0.9  0.3  0.2  2.5
23914  0.2  0.4  1.1  2.6  5.3  7.1  7.1  4.3  2.2  1.0  0.4  0.3  2.7
23921  0.4  0.6  1.6  3.0  5.4  7.0  6.8  4.3  2.6  1.7  0.8  0.5  2.9
23933  0.2  0.3  0.9  2.1  4.4  6.5  6.8  4.1  2.5  1.1  0.4  0.3  2.5
23955  0.2  0.3  0.9  2.0  4.1  6.4  6.7  4.0  2.4  1.2  0.5  0.3  2.4
23966  0.2  0.3  1.0  2.2  3.9  6.4  6.6  3.9  2.1  1.0  0.4  0.2  2.4
23986  0.3  0.4  1.0  2.1  4.0  7.0  7.5  4.5  2.4  1.0  0.4  0.3  2.6
24125  0.1  0.1  0.4  1.2  2.5  6.1  7.9  4.5  1.9  0.5  0.1  0.1  2.1
24136  0.1  0.1  0.4  1.3  3.2  7.1  8.1  4.8  2.1  0.6  0.1  0.1  2.4
24143  0.1  0.1  0.3  1.1  2.7  5.7  6.1  3.6  1.7  0.5  0.2  0.1  1.8
24266  0.0  0.1  0.3  1.3  4.1  8.1  9.0  5.5  2.4  0.6  0.1  0.0  2.6
24329  0.1  0.1  0.4  1.4  3.3  6.6  7.7  4.6  2.1  0.6  0.1  0.1  2.3
24343  0.1  0.1  0.4  1.3  3.3  6.7  7.4  4.3  2.1  0.5  0.1  0.1  2.2
24382  0.0  0.1  0.4  1.4  4.6  8.3  8.6  5.1  2.7  0.7  0.1  0.1  2.6
24507  0.1  0.2  0.7  1.8  4.0  7.6  8.5  5.0  2.6  1.0  0.3  0.1  2.7
24606  0.1  0.2  0.7  2.0  4.1  7.6  8.7  5.1  2.8  1.0  0.3  0.1  2.8
24641  0.1  0.1  0.6  2.0  5.1  9.3 10.5  6.7  3.1  0.9  0.2  0.1  3.3
24661  0.1  0.1  0.6  1.9  4.9  8.2  8.8  5.8  3.0  0.7  0.1  0.1  2.9
24671  0.0  0.1  0.3  1.3  4.2  7.7  8.0  4.9  2.3  0.6  0.1  0.0  2.5
24688  0.0  0.0  0.2  1.0  3.8  7.4  7.8  5.0  2.5  0.6  0.1  0.0  2.4
24713  0.1  0.2  0.7  2.0  4.4  7.4  8.2  4.9  2.6  0.9  0.2  0.1  2.8
24738  0.1  0.2  0.7  2.3  5.4  8.5  8.9  5.8  3.0  1.1  0.3  0.1  3.1
24790  0.1  0.1  0.3  1.0  3.6  6.9  6.9  4.6  2.4  0.6  0.2  0.1  2.3
24817  0.1  0.2  0.9  2.2  4.7  7.9  8.4  5.3  2.8  1.1  0.3  0.2  2.8
24908  0.2  0.3  1.0  2.5  5.0  8.2  8.8  5.3  2.8  1.2  0.3  0.2  3.0
24959  0.1  0.1  0.5  2.2  5.8  9.6 10.5  7.0  3.3  1.0  0.2  0.1  3.4
24966  0.1  0.1  0.6  2.3  5.5  8.4  8.4  5.6  3.0  0.9  0.2  0.1  2.9
24967  0.1  0.1  0.6  2.2  5.6  8.3  8.3  5.8  2.9  0.9  0.2  0.1  2.9
25062  0.1  0.1  0.2  0.2  0.6  1.0  1.1  1.0  0.7  0.5  0.3  0.2  0.5
25138  0.1  0.2  0.4  1.0  3.3  6.9  6.7  4.1  2.0  0.6  0.2  0.1  2.0
25173  0.1  0.1  0.2  0.3  0.6  1.1  1.4  1.1  0.8  0.5  0.3  0.2  0.5
25206  0.1  0.1  0.3  0.9  3.2  6.6  7.0  4.1  2.0  0.5  0.1  0.1  2.1
25248  0.1  0.2  0.3  0.6  2.1  5.8  6.4  3.8  1.8  0.5  0.2  0.1  1.7
25282  0.1  0.2  0.2  0.3  0.6  1.2  1.7  1.1  0.8  0.5  0.3  0.2  0.6
25325  0.1  0.1  0.4  1.1  3.8  7.2  6.8  4.0  2.2  0.7  0.2  0.1  2.1
25356  0.3  0.3  0.4  0.7  2.2  5.7  5.8  3.7  2.2  0.8  0.4  0.3  1.8
25378  0.6  0.5  0.6  0.8  1.6  2.5  2.8  2.6  2.3  1.5  0.9  0.6  1.4
25399  0.3  0.3  0.3  0.4  0.6  0.9  1.3  1.0  0.9  0.8  0.6  0.3  0.6
