20069     .      .      .      .      .      .      .     0.0    0.0    0.1    0.5    2.5    7.1   12.1   21.1   19.8   20.9   10.5    7.1    7.8    3.7    0.9     .      . 
20087     .      .      .      .      .      .      .      .     0.0    0.2    1.5    5.4   10.5   18.5   28.0   27.4   26.3   17.8    6.5    6.3    1.9     .      .      . 
20292     .      .      .      .      .      .      .      .     0.1    0.4    2.3    8.7   19.4   34.8   54.7   53.9   58.8   60.9   32.2   20.7    4.1    1.9     .      . 
20476     .      .      .      .      .      .      .      .     0.8    3.1    9.0   27.0   53.2   87.6  126.7  148.9  179.9  195.0  151.8  133.1   53.6   37.2     .      . 
20667     .      .      .      .      .      .      .     0.0    0.2    1.1    4.6   20.8   52.4   97.1  158.4  216.4  269.5  317.7  336.0  288.2  171.9   60.4   24.8     . 
20674     .      .      .      .     0.0    0.0    0.0    0.0    0.9    4.3   13.4   36.7   73.8  121.2  187.4  242.1  290.3  328.7  323.0  260.6  173.0   56.5   16.5     . 
20744     .      .      .      .     0.3    0.4    0.4    1.1    3.0   12.6   38.0   84.9  148.4  221.5  303.6  375.7  441.7  505.5  552.6  553.4  482.4  190.8  137.3   61.3
20891     .      .      .     0.0    0.3    0.2    0.3    1.7    9.4   36.4   93.5  186.6  304.9  437.0  579.2  692.0  785.7  864.8  777.5  562.7  223.6   58.2   23.2     . 
20982     .      .     0.0    0.2    0.6    0.2    0.6    3.6   14.5   48.4  114.2  212.4  333.8  467.9  615.4  731.2  829.8  916.2  946.4  666.9  315.3  108.8   55.2     . 
21432     .      .      .      .      .      .      .     0.0    0.1    1.5    6.7   21.6   46.9   74.5  101.3  125.6  131.8  132.5  102.3   68.8   16.5     .      .      . 
21802     .      .      .     0.0    0.0    0.1    0.2    1.3    8.3   32.7   94.6  187.7  298.8  420.4  549.1  654.7  736.9  800.3  741.8  517.5  192.6   25.7   11.6     . 
21908     .      .      .      .     0.4    0.6    2.5   11.1   39.2  102.6  200.1  320.4  457.5  602.9  751.7  870.9  965.0 1037.1  938.9  735.8  276.6   67.0   17.4     . 
21921     .      .      .     0.0    0.0    0.0    0.9    5.3   26.8   76.7  166.5  275.1  402.2  532.2  666.1  780.3  879.1  964.4  903.7  689.8  248.1   46.3     .      . 
21931     .      .      .      .      .      .     0.1    4.2   19.2   60.6  136.8  233.1  346.2  459.2  576.9  681.1  767.9  843.9  827.6  595.3  223.4   11.7     .      . 
21946     .      .      .      .      .      .     0.0    1.5   15.1   51.8  116.8  206.7  312.9  412.7  518.6  599.9  677.8  722.9  630.3  419.0   60.0     .      .      . 
21982     .      .      .      .      .      .     0.0    0.1    1.3    4.4   17.7   35.9   60.7   89.1  120.4  145.2  147.6  153.6  126.6   70.7   52.9   39.4    6.9     . 
22113    1.4    1.7    1.6    6.2   13.2   28.8   59.7  100.4  165.1  238.9  333.5  446.4  565.4  696.5  840.6  965.5 1079.3 1189.2 1275.4 1331.2 1362.9 1039.0  749.3  551.9
22165    0.0    0.0    0.0    0.2    0.5    1.7    2.8   10.2   22.7   52.0  100.3  168.4  246.9  335.4  437.7  530.0  616.2  704.0  769.1  829.9  862.4  771.0  652.9  475.3
22217    0.7    0.8    1.9    5.9   10.7   27.3   60.0  106.8  180.5  266.8  378.4  510.3  651.6  801.5  966.0 1105.5 1231.2 1353.8 1444.4 1516.9 1465.9 1196.0  828.2  626.5
22235    0.2    0.3    0.4    2.2    5.2   13.0   31.9   66.5  124.1  200.7  301.7  421.3  545.7  684.0  835.8  960.8 1071.4 1175.8 1254.4 1285.3 1265.3  854.9  542.6  368.3
22471    0.3    0.8    2.7    5.6   12.3   25.3   55.3  105.6  178.8  261.4  372.4  506.3  645.5  795.6  958.4 1098.0 1215.0 1330.5 1423.0 1432.4 1479.6 1106.0  699.8  522.0
22520    0.9    1.7    4.0    9.1   17.9   37.4   72.7  128.1  202.3  294.1  403.1  529.1  664.1  809.4  970.9 1113.3 1246.4 1379.4 1483.2 1568.9 1620.9 1537.7 1176.2  908.4
22550    0.3    0.8    3.6    9.9   21.2   47.3   94.5  163.9  256.0  363.6  494.7  644.8  799.9  964.3 1143.9 1296.0 1433.3 1566.8 1667.7 1739.1 1773.1 1472.5  967.7  828.7
22619    1.5    3.0    7.7   16.3   28.5   53.7  105.9  179.0  282.6  396.5  524.4  667.9  823.5  987.8 1170.5 1329.3 1469.0 1606.5 1716.6 1806.0 1875.9 1655.3 1348.7 1111.5
22641    0.7    1.9    5.7   14.3   29.6   64.3  121.4  198.0  296.3  409.1  545.1  698.3  856.7 1026.3 1210.6 1367.9 1509.5 1649.6 1757.7 1844.4 1911.8 1738.7 1202.6 1008.6
22676    0.4    1.5    5.6   13.6   29.9   56.8  116.8  184.6  293.1  403.2  535.6  692.9  858.2 1029.7 1208.7 1360.7 1489.4 1616.1 1712.6 1751.2 1713.8 1414.7  915.2  722.4
22768    0.3    1.4    5.8   19.0   47.3   95.7  165.6  252.0  374.0  498.3  648.6  816.0  988.9 1167.2 1361.0 1525.0 1672.8 1815.6 1921.1 1990.5 1991.1 1669.6 1372.3  885.2
22802    2.7    5.9   12.4   22.6   45.8   92.6  161.5  248.2  362.2  489.1  628.0  781.8  945.3 1115.1 1304.8 1469.8 1620.2 1769.1 1887.5 1985.3 2061.9 1976.3 1762.7 1375.5
22820    1.5    3.8    9.4   19.4   40.2   88.5  149.3  233.0  346.6  468.9  606.8  758.2  918.0 1085.6 1270.3 1430.7 1576.9 1721.6 1835.0 1927.9 2000.4 1818.7 1507.4 1137.0
22837    2.1    3.4   10.7   23.8   50.9  103.1  174.2  269.8  391.0  516.6  661.8  820.9  987.8 1163.1 1355.4 1519.8 1670.7 1818.9 1933.1 2027.0 2057.2 1915.8 1611.3 1457.8
23022     .      .     0.0    0.1    0.4    0.3    0.2    1.5    5.4   17.0   39.4   81.3  138.3  211.9  296.9  369.1  440.2  507.7  547.5  526.7  433.2  202.5  140.6   64.9
23032     .      .     0.0    0.1    0.2    0.2    0.2    0.7    2.9   12.3   32.0   77.5  138.7  210.5  304.7  377.2  448.8  516.0  547.8  569.0  432.1  207.6   95.6   49.6
23058     .      .      .     0.0    0.1    0.1    0.2    0.3    3.5   17.7   57.0  134.3  246.9  371.0  513.8  619.9  722.7  812.9  873.4  783.8  418.0  239.4   74.4     . 
23074     .      .      .     0.1    0.3    0.5    0.7    3.2   12.5   39.0   97.1  194.9  320.3  459.7  614.0  741.5  852.0  949.4  988.6  910.4  474.4  173.5   76.1     . 
23205    0.0    0.1    0.4    1.6    3.6    6.4   12.5   28.5   57.3  124.6  208.2  317.7  443.6  577.0  722.8  847.4  958.0 1059.1 1136.2 1166.3 1048.7  643.0  359.0  259.7
23242     .      .      .     0.0    0.4    0.3    0.3    1.6    9.0   28.7   68.7  141.0  244.0  365.7  507.9  620.0  727.0  823.4  872.0  876.0  565.1  278.0  131.5   27.0
