20069 1   0.1   0.1   0.1   0.2   0.3   0.5   0.4   0.3   0.4   0.5   0.2   0.2
20069 2   0.1   0.1   0.2   0.2   0.4   0.5   0.3   0.3   0.4   0.4   0.2   0.2
20069 3   0.2   0.1   0.2   0.3   0.5   0.4   0.4   0.3   0.4   0.3   0.2   0.2
20087 1   0.1   0.1   0.1   0.2   0.3   0.6   0.4   0.3   0.4   0.4   0.2   0.2
20087 2   0.1   0.1   0.1   0.2   0.4   0.5   0.4   0.3   0.4   0.4   0.2   0.2
20087 3   0.1   0.1   0.1   0.3   0.5   0.4   0.3   0.3   0.4   0.3   0.2   0.1
20292 1   0.1   0.1   0.1   0.2   0.3   0.6   0.5   0.4   0.5   0.4   0.2   0.2
20292 2   0.1   0.1   0.1   0.2   0.4   0.6   0.5   0.4   0.4   0.4   0.2   0.1
20292 3   0.1   0.1   0.1   0.3   0.5   0.5   0.4   0.4   0.5   0.3   0.2   0.1
20476 1   0.1   0.1   0.1   0.2   0.3   0.6   0.5   0.5   0.6   0.5   0.2   0.2
20476 2   0.1   0.1   0.1   0.2   0.4   0.6   0.6   0.6   0.6   0.4   0.2   0.1
20476 3   0.1   0.1   0.2   0.3   0.5   0.5   0.7   0.5   0.5   0.3   0.2   0.1
20667 1   0.2   0.1   0.2   0.2   0.4   0.6   0.6   0.7   0.6   0.6   0.3   0.2
20667 2   0.2   0.1   0.2   0.3   0.4   0.5   0.6   0.7   0.6   0.5   0.3   0.2
20667 3   0.2   0.2   0.2   0.3   0.5   0.5   0.9   0.6   0.7   0.4   0.2   0.2
20674 1   0.1   0.1   0.1   0.2   0.4   0.6   0.6   0.6   0.8   0.6   0.2   0.2
20674 2   0.1   0.1   0.2   0.2   0.4   0.5   0.6   0.7   0.7   0.5   0.2   0.2
20674 3   0.1   0.1   0.2   0.3   0.5   0.5   0.9   0.7   0.7   0.3   0.2   0.1
20744 1   0.4   0.4   0.5   0.6   0.8   1.0   1.3   1.0   1.1   0.9   0.7   0.6
20744 2   0.4   0.4   0.5   0.7   1.0   1.0   1.1   1.1   1.1   0.9   0.6   0.5
20744 3   0.4   0.4   0.5   0.8   1.0   1.4   1.1   1.2   1.1   0.8   0.6   0.5
20891 1   0.1   0.1   0.2   0.3   0.7   1.5   2.0   1.6   1.3   0.6   0.2   0.2
20891 2   0.1   0.1   0.2   0.5   0.9   1.7   2.0   1.4   0.9   0.4   0.2   0.2
20891 3   0.1   0.1   0.3   0.6   1.1   1.9   2.0   1.2   0.9   0.3   0.2   0.1
20982 1   0.2   0.2   0.2   0.5   0.9   1.6   2.4   1.9   1.3   0.7   0.3   0.2
20982 2   0.2   0.1   0.3   0.6   1.0   1.8   2.5   1.7   1.0   0.5   0.2   0.2
20982 3   0.2   0.2   0.4   0.8   1.3   2.1   2.7   1.4   0.9   0.4   0.2   0.2
21432 1   0.1   0.1   0.1   0.2   0.3   0.6   0.6   0.6   0.6   0.4   0.2   0.2
21432 2   0.1   0.1   0.1   0.2   0.4   0.6   0.6   0.5   0.5   0.3   0.2   0.1
21432 3   0.1   0.1   0.1   0.3   0.5   0.6   0.5   0.5   0.5   0.3   0.2   0.1
21802 1   0.1   0.1   0.2   0.3   0.7   1.4   1.7   1.5   1.3   0.6   0.2   0.1
21802 2   0.1   0.1   0.2   0.4   0.7   1.6   2.0   1.2   1.0   0.4   0.2   0.1
21802 3   0.1   0.1   0.3   0.5   1.0   1.7   1.7   1.1   0.8   0.4   0.1   0.1
21908 1   0.1   0.1   0.2   0.7   1.5   2.3   2.2   1.7   1.5   0.8   0.2   0.1
21908 2   0.1   0.1   0.3   0.9   1.6   2.2   2.3   1.4   1.2   0.5   0.2   0.1
21908 3   0.1   0.1   0.5   1.2   1.9   2.1   2.0   1.3   1.0   0.4   0.1   0.1
21921 1   0.1   0.1   0.1   0.5   1.2   1.9   1.9   1.7   1.5   0.8   0.2   0.1
21921 2   0.1   0.1   0.2   0.7   1.4   2.0   2.0   1.5   1.4   0.5   0.2   0.1
21921 3   0.1   0.1   0.3   0.9   1.7   1.9   1.7   1.4   1.2   0.3   0.1   0.1
21931 1   0.1   0.1   0.1   0.4   0.9   1.4   1.6   1.4   1.3   0.7   0.2   0.1
21931 2   0.1   0.1   0.2   0.6   1.1   1.6   1.7   1.2   1.2   0.4   0.2   0.1
21931 3   0.1   0.1   0.3   0.7   1.3   1.6   1.4   1.2   1.0   0.4   0.1   0.1
21946 1   0.1   0.1   0.1   0.3   0.6   1.2   1.4   1.1   1.1   0.4   0.2   0.1
21946 2   0.1   0.1   0.1   0.4   0.8   1.3   1.4   1.0   0.8   0.3   0.1   0.1
21946 3   0.1   0.1   0.2   0.4   1.2   1.5   1.2   1.0   0.6   0.2   0.1   0.1
21982 1   0.3   0.2   0.2   0.3   0.5   0.8   0.9   0.7   0.8   0.8   0.6   0.3
21982 2   0.2   0.2   0.2   0.3   0.6   0.8   0.8   0.7   0.8   0.7   0.5   0.3
21982 3   0.2   0.2   0.3   0.4   0.7   0.9   0.8   0.7   0.8   0.6   0.4   0.3
22113 1   0.5   0.5   0.8   1.3   1.9   2.3   2.6   2.0   1.3   1.1   0.7   0.6
