20069  1 0-2     77    79    76    76    77    77    76    76
20069  1 3-7      7     8     9     8     8     7     8     9
20069  1 8-10    16    13    15    16    16    15    16    15
20069  2 0-2     75    77    76    77    76    75    76    77
20069  2 3-7      8     8     9     8     6     8     8     9
20069  2 8-10    16    15    16    15    18    17    16    14
20069  3 0-2     79    77    74    74    73    74    78    78
20069  3 3-7      7     7     8     7     8    12     9    10
20069  3 8-10    14    16    18    19    19    15    13    12
20069  4 0-2     74    74    74    74    75    74    75    74
20069  4 3-7     10    10     8     8     8    10    10    10
20069  4 8-10    16    16    18    18    17    16    15    16
20069  5 0-2     30    32    31    34    33    34    31    34
20069  5 3-7     16    13    13    11    12    16    17    16
20069  5 8-10    54    56    56    55    55    50    52    50
20069  6 0-2     17    21    21    26    24    22    20    21
20069  6 3-7     18    14    13    12    12    16    19    17
20069  6 8-10    65    65    66    62    64    62    61    62
20069  7 0-2     18    21    20    25    21    21    17    21
20069  7 3-7     14    10    12    11    14    14    16    13
20069  7 8-10    68    69    68    64    65    66    66    66
20069  8 0-2     19    22    21    24    21    21    18    20
20069  8 3-7     13    12    11    10    13    13    14    14
20069  8 8-10    68    66    68    66    66    65    68    66
20069  9 0-2     16    19    17    17    16    17    16    15
20069  9 3-7     13    12     9    10    14    14    18    17
20069  9 8-10    71    69    74    73    70    69    67    68
20069 10 0-2     40    42    43    46    42    39    37    41
20069 10 3-7     15    13    12    12    16    15    18    16
20069 10 8-10    45    45    45    42    42    46    45    43
20069 11 0-2     64    67    68    69    69    66    65    64
20069 11 3-7     12     9     9     9     9    11    13    12
20069 11 8-10    24    24    23    22    22    23    22    24
20069 12 0-2     73    73    77    76    75    73    72    70
20069 12 3-7      8     7     6     7     9     7     7     9
20069 12 8-10    19    20    17    17    16    19    21    20
20087  1 0-2     80    81    81    81    81    81    80    80
20087  1 3-7      6     6     7     6     6     5     6     6
20087  1 8-10    13    13    12    13    13    14    14    14
20087  2 0-2     79    80    77    79    75    76    79    79
20087  2 3-7      7     6     7     6     9    11     8     9
20087  2 8-10    14    14    16    14    16    12    14    12
20087  3 0-2     82    80    79    77    77    81    83    82
20087  3 3-7      7     7     9     9    11     9     9     8
20087  3 8-10    11    12    12    14    12    10     8    10
20087  4 0-2     77    77    74    75    78    78    78    80
