20667     .      .      .      .      .      .      .      .      .      .      .      .     0.9    0.5    1.3     .      .      .      .      .      .      .      .      . 
20674     .      .      .      .      .      .      .      .      .      .     0.2    0.2    0.6    1.3    0.9    0.9    1.5     .      .      .      .      .      .      . 
20744     .      .      .      .      .      .      .      .      .      .      .     0.2    3.5    1.3    0.7     .      .      .      .      .      .      .      .      . 
20891     .      .      .      .      .      .      .      .      .     0.2    2.6   12.5   32.8   68.2   62.9   36.5   23.5    9.7     .      .      .      .      .      . 
20982     .      .      .      .      .      .      .      .     0.7    0.7    5.1   22.6   41.6   84.4   79.9   46.2   28.2   15.7     .      .      .      .      .      . 
21802     .      .      .      .      .      .      .      .      .      .     1.7   17.6   27.1   37.4   36.9   43.2   18.0     .      .      .      .      .      .      . 
21908     .      .      .      .      .      .      .      .     2.0    3.0   11.9   56.3   85.2  128.6   88.7   80.4   46.0    6.2     .      .      .      .      .      . 
21921     .      .      .      .      .      .      .      .     0.5    1.4   10.0   33.9   34.3   68.7   66.4   38.8   38.3    4.4     .      .      .      .      .      . 
21946     .      .      .      .      .      .      .      .      .     0.5    4.0   19.7   21.4   31.7   19.0   22.0    6.9     .      .      .      .      .      .      . 
22113     .      .      .      .      .      .      .      .     1.4    4.0   14.7   28.6   41.5   89.8   81.9   69.4   46.3    4.4     .      .      .      .      .      . 
22165     .      .      .      .      .      .      .      .      .     0.6    1.1    1.3    6.6   10.6   10.3    6.2     .      .      .      .      .      .      .      . 
22217     .      .      .      .      .      .      .     0.2    1.0    6.5   15.6   43.4   88.6  148.5  176.0  138.9   69.2   28.3    5.1     .      .      .      .      . 
22235     .      .      .      .      .      .      .      .     2.5    7.9   15.8   35.9   60.4  130.2  127.3   68.4   45.6    2.3     .      .      .      .      .      . 
22471     .      .      .      .      .      .     0.4    1.1    3.7   13.8   33.0   88.9   96.4  181.3  230.2  142.1   71.5   45.8   47.5     .      .      .      .      . 
22520     .      .      .      .      .      .     0.7    1.2    1.3    8.3   19.0   49.9   82.0  116.3  180.3  141.5  122.1   29.6   13.0     .      .      .      .      . 
22550     .      .      .      .      .     0.5    0.9    5.4    9.1   25.6   65.7  128.7  200.9  301.8  375.9  309.0  248.7  124.6   40.2     .      .      .      .      . 
22619     .      .      .      .      .      .      .     1.3    7.2   28.7   48.2  110.2  216.8  280.0  401.8  323.6  235.8   98.2   36.6     .      .      .      .      . 
22641     .      .      .      .      .      .     0.6    6.7   12.0   44.2   83.2  154.3  250.4  349.5  448.8  339.2  322.6  151.1   86.0     .      .      .      .      . 
22676     .      .      .      .      .     0.6    0.8    8.6   12.1   43.9   80.2  188.3  258.3  375.4  417.6  326.6  152.7  102.5   36.9     .      .      .      .      . 
22768     .      .      .      .     0.7    1.1    6.1   17.3   33.1   68.7  132.5  233.2  389.8  510.4  631.3  496.4  390.1  208.2   86.5    9.3   16.1     .      .      . 
22802     .      .      .      .      .      .     0.2    6.2   15.9   32.8   79.2  154.4  296.4  370.6  554.2  477.4  349.3  213.9   30.2     .      .      .      .      . 
22837     .      .      .      .      .     0.8    5.5   11.6   27.5   70.2  128.4  199.7  334.5  499.7  595.5  541.1  444.9  252.5   75.0   24.9     .      .      .      . 
23022     .      .      .      .      .      .      .      .      .      .     0.3    2.2    6.5    7.4    4.3    3.8    3.4    1.3     .      .      .      .      .      . 
23032     .      .      .      .      .      .      .      .      .      .      .     0.8    5.3    9.7    8.8    4.5    1.4     .      .      .      .      .      .      . 
23058     .      .      .      .      .      .      .      .      .      .      .     9.0   15.2   51.6   45.1   27.1   25.4    3.1     .      .      .      .      .      . 
23205     .      .      .      .      .      .      .     0.4    0.2    3.6   15.1   29.5   53.6   85.4  112.2  102.1   40.0   11.1    9.7     .      .      .      .      . 
23242     .      .      .      .      .      .      .      .      .      .     0.9    3.1   11.7   44.7   47.5   31.5   41.8    8.0     .      .      .      .      .      . 
23256     .      .      .      .      .      .      .      .     0.8     .    10.9   31.2   58.9  129.0  121.9   74.2   75.2   18.3     .      .      .      .      .      . 
23274     .      .      .      .      .      .      .      .     1.8    2.4   16.6   56.4  105.6  184.1  208.4  144.3  118.0   49.0   10.6     .      .      .      .      . 
23324     .      .      .      .      .      .      .      .     1.4    6.7   17.0   43.9   78.6  118.8  141.8  105.1   58.9   23.6     .      .      .      .      .      . 
23330     .      .      .      .      .      .      .      .     0.4    1.2   10.7   29.5   64.4  117.5  142.1  103.5   57.2   16.5    4.7     .      .      .      .      . 
23383     .      .      .      .      .      .      .      .     0.4    0.8    3.5   30.1   47.1   84.1  113.5   53.9   30.8    4.7     .      .      .      .      .      . 
23405     .      .      .      .      .      .     0.7    1.6    4.1   14.3   36.7   95.9  118.6  195.2  227.3  195.2  124.9   71.1   23.4     .      .      .      .      . 
23445     .      .      .      .      .      .      .     1.3    1.3    9.5   32.3   80.2  153.3  217.1  251.3  141.9  142.6   13.2    5.8     .      .      .      .      . 
