23472  0:30 B  -0.01 -0.02 -0.02 -0.03 -0.03 -0.03 -0.03 -0.03 -0.02 -0.01 -0.02 -0.01
23472  6:30 B  -0.01 -0.02 -0.02  0.00  0.07  0.13  0.11  0.05  0.01 -0.01 -0.01 -0.01
23472  6:30 D   0.00  0.00  0.01  0.09  0.13  0.12  0.11  0.08  0.03  0.00  0.00  0.00
23472  6:30 Q   0.00  0.00  0.01  0.13  0.22  0.23  0.23  0.13  0.04  0.00  0.00  0.00
23472  6:30 S   0.00  0.00  0.02  0.21  0.26  0.26  0.31  0.17  0.06  0.00  0.00  0.00
23472  6:30 S'  0.00  0.00  0.00  0.05  0.09  0.11  0.12  0.05  0.01  0.00  0.00  0.00
23472  9:30 B  -0.01 -0.02  0.00  0.04  0.19  0.26  0.26  0.19  0.09  0.01 -0.01 -0.01
23472  9:30 D   0.00  0.05  0.14  0.21  0.24  0.21  0.18  0.16  0.11  0.07  0.02  0.00
23472  9:30 Q   0.00  0.06  0.22  0.40  0.45  0.41  0.44  0.32  0.17  0.09  0.02  0.00
23472  9:30 S   0.00  0.09  0.27  0.40  0.35  0.31  0.40  0.29  0.15  0.10  0.04  0.00
23472  9:30 S'  0.00  0.01  0.08  0.19  0.21  0.21  0.25  0.16  0.06  0.02  0.00  0.00
23472 12:30 B  -0.01 -0.01  0.01  0.07  0.24  0.32  0.32  0.23  0.13  0.02 -0.01 -0.01
23472 12:30 D   0.03  0.10  0.18  0.25  0.26  0.23  0.21  0.19  0.14  0.09  0.04  0.01
23472 12:30 Q   0.03  0.14  0.31  0.48  0.52  0.49  0.51  0.38  0.22  0.12  0.05  0.01
23472 12:30 S   0.05  0.21  0.34  0.42  0.38  0.36  0.41  0.30  0.18  0.14  0.10  0.01
23472 12:30 S'  0.00  0.04  0.13  0.23  0.26  0.26  0.29  0.19  0.08  0.03  0.01  0.00
23472 15:30 B  -0.02 -0.02 -0.01  0.04  0.16  0.23  0.23  0.15  0.06 -0.01 -0.02 -0.02
23472 15:30 D   0.00  0.03  0.10  0.17  0.20  0.18  0.17  0.14  0.08  0.03  0.00  0.00
23472 15:30 Q   0.00  0.04  0.16  0.31  0.37  0.37  0.39  0.28  0.12  0.03  0.00  0.00
23472 15:30 S   0.00  0.06  0.23  0.35  0.34  0.34  0.39  0.29  0.14  0.04  0.00  0.00
23472 15:30 S'  0.00  0.01  0.05  0.14  0.17  0.19  0.22  0.14  0.04  0.00  0.00  0.00
23472 18:30 B  -0.02 -0.02 -0.03 -0.02  0.03  0.07  0.06  0.01 -0.02 -0.02 -0.02 -0.01
23472 18:30 D   0.00  0.00  0.00  0.04  0.08  0.09  0.08  0.05  0.01  0.00  0.00  0.00
23472 18:30 Q   0.00  0.00  0.00  0.05  0.13  0.16  0.16  0.08  0.01  0.00  0.00  0.00
23472 18:30 S   0.00  0.00  0.00  0.11  0.21  0.24  0.27  0.15  0.01  0.00  0.00  0.00
23472 18:30 S'  0.00  0.00  0.00  0.01  0.05  0.07  0.07  0.03  0.00  0.00  0.00  0.00
23552  0:30 B  -0.01 -0.02 -0.02 -0.03 -0.03 -0.03 -0.03 -0.03 -0.02 -0.02 -0.02 -0.02
23552  6:30 B  -0.01 -0.02 -0.02  0.00  0.06  0.11  0.09  0.05  0.01 -0.01 -0.02 -0.01
23552  6:30 D   0.00  0.00  0.01  0.09  0.14  0.12  0.11  0.08  0.03  0.00  0.00  0.00
23552  6:30 Q   0.00  0.00  0.01  0.13  0.20  0.20  0.21  0.12  0.04  0.00  0.00  0.00
23552  6:30 S   0.00  0.00  0.02  0.17  0.19  0.20  0.26  0.14  0.06  0.00  0.00  0.00
23552  6:30 S'  0.00  0.00  0.00  0.04  0.07  0.09  0.10  0.04  0.01  0.00  0.00  0.00
23552  9:30 B  -0.01 -0.01  0.01  0.05  0.17  0.23  0.22  0.15  0.09  0.02 -0.01 -0.02
23552  9:30 D   0.01  0.05  0.15  0.22  0.26  0.21  0.19  0.17  0.12  0.08  0.03  0.00
23552  9:30 Q   0.00  0.06  0.24  0.40  0.45  0.40  0.42  0.30  0.19  0.10  0.03  0.00
23552  9:30 S   0.01  0.08  0.29  0.37  0.31  0.29  0.37  0.24  0.16  0.09  0.04  0.00
23552  9:30 S'  0.00  0.01  0.09  0.18  0.19  0.19  0.23  0.13  0.07  0.02  0.00  0.00
23552 12:30 B  -0.01  0.00  0.02  0.07  0.21  0.26  0.26  0.19  0.12  0.03 -0.01 -0.02
23552 12:30 D   0.04  0.10  0.19  0.26  0.29  0.23  0.22  0.20  0.15  0.10  0.05  0.02
23552 12:30 Q   0.04  0.15  0.33  0.48  0.53  0.47  0.49  0.35  0.23  0.14  0.05  0.02
23552 12:30 S   0.04  0.20  0.37  0.39  0.35  0.31  0.37  0.24  0.18  0.13  0.08  0.02
23552 12:30 S'  0.00  0.04  0.14  0.23  0.24  0.23  0.27  0.15  0.08  0.04  0.01  0.00
23552 15:30 B  -0.02 -0.01  0.01  0.04  0.14  0.20  0.18  0.12  0.05  0.00 -0.02 -0.02
23552 15:30 D   0.00  0.03  0.11  0.17  0.21  0.18  0.17  0.14  0.08  0.03  0.00  0.00
23552 15:30 Q   0.00  0.04  0.17  0.31  0.37  0.36  0.36  0.25  0.12  0.04  0.00  0.00
23552 15:30 S   0.07  0.14  0.28  0.31  0.29  0.33  0.29  0.19  0.10  0.04  0.00  0.00
23552 15:30 S'  0.00  0.01  0.06  0.13  0.16  0.18  0.19  0.11  0.04  0.01  0.00  0.00
23552 18:30 B  -0.02 -0.02 -0.03 -0.02  0.03  0.06  0.05  0.02 -0.02 -0.02 -0.01 -0.01
23552 18:30 D   0.00  0.00  0.00  0.04  0.09  0.09  0.09  0.05  0.01  0.00  0.00  0.00
23552 18:30 Q   0.00  0.00  0.00  0.05  0.12  0.15  0.15  0.07  0.00  0.00  0.00  0.00
23552 18:30 S   0.00  0.00  0.00  0.08  0.15  0.20  0.22  0.11  0.01  0.00  0.00  0.00
23552 18:30 S'  0.00  0.00  0.00  0.01  0.03  0.06  0.06  0.02  0.00  0.00  0.00  0.00
23955  0:30 B  -0.02 -0.02 -0.03 -0.03 -0.03 -0.03 -0.03 -0.03 -0.03 -0.02 -0.02 -0.02
23955  6:30 B  -0.01 -0.02 -0.02  0.02  0.10  0.13  0.12  0.06  0.01 -0.02 -0.01 -0.01
23955  6:30 D   0.00  0.00  0.02  0.08  0.11  0.12  0.11  0.08  0.04  0.00  0.00  0.00
23955  6:30 Q   0.00  0.00  0.02  0.13  0.21  0.25  0.23  0.14  0.05  0.00  0.00  0.00
23955  6:30 S   0.00  0.00  0.03  0.21  0.27  0.32  0.33  0.20  0.09  0.00  0.00  0.00
23955  6:30 S'  0.00  0.00  0.00  0.05  0.10  0.13  0.12  0.06  0.01  0.00  0.00  0.00
23955  9:30 B  -0.01 -0.01  0.02  0.13  0.28  0.31  0.30  0.23  0.14  0.05 -0.01 -0.01
23955  9:30 D   0.02  0.08  0.17  0.23  0.22  0.21  0.19  0.18  0.14  0.09  0.04  0.01
23955  9:30 Q   0.03  0.12  0.29  0.44  0.47  0.49  0.49  0.38  0.24  0.13  0.06  0.01
23955  9:30 S   0.04  0.19  0.34  0.39  0.39  0.40  0.44  0.33  0.22  0.15  0.10  0.02
23955  9:30 S'  0.00  0.03  0.12  0.21  0.26  0.28  0.30  0.20  0.10  0.04  0.01  0.00
23955 12:30 B  -0.01  0.01  0.05  0.18  0.33  0.36  0.36  0.28  0.18  0.07  0.00 -0.01
23955 12:30 D   0.07  0.13  0.22  0.26  0.24  0.23  0.22  0.22  0.17  0.12  0.07  0.04
23955 12:30 Q   0.09  0.23  0.41  0.53  0.54  0.56  0.57  0.44  0.29  0.17  0.10  0.05
23955 12:30 S   0.15  0.32  0.41  0.43  0.40  0.42  0.45  0.32  0.24  0.16  0.17  0.11
23955 12:30 S'  0.02  0.09  0.19  0.27  0.30  0.33  0.35  0.22  0.13  0.06  0.03  0.01
23955 15:30 B  -0.02 -0.02  0.00  0.10  0.21  0.24  0.25  0.17  0.08  0.00 -0.02 -0.02
23955 15:30 D   0.01  0.05  0.12  0.17  0.18  0.17  0.17  0.16  0.10  0.04  0.01  0.00
23955 15:30 Q   0.01  0.07  0.20  0.32  0.37  0.40  0.41  0.30  0.16  0.05  0.01  0.00
23955 15:30 S   0.01  0.14  0.29  0.34  0.34  0.37  0.40  0.29  0.19  0.08  0.00  0.00
23955 15:30 S'  0.00  0.02  0.08  0.15  0.19  0.23  0.24  0.14  0.06  0.01  0.00  0.00
23955 18:30 B  -0.02 -0.02 -0.03 -0.02  0.03  0.06  0.06  0.01 -0.03 -0.02 -0.02 -0.02
23955 18:30 D   0.00  0.00  0.00  0.03  0.06  0.08  0.07  0.04  0.00  0.00  0.00  0.00
23955 18:30 Q   0.00  0.00  0.00  0.04  0.10  0.15  0.14  0.06  0.00  0.00  0.00  0.00
23955 18:30 S   0.00  0.00  0.00  0.08  0.18  0.25  0.26  0.13  0.01  0.00  0.00  0.00
23955 18:30 S'  0.00  0.00  0.00  0.01  0.04  0.07  0.07  0.02  0.00  0.00  0.00  0.00
24382  0:30 B  -0.01 -0.01 -0.02 -0.03 -0.04 -0.04 -0.04 -0.03 -0.03 -0.02 -0.01 -0.01
