20069 1 -26.1 -27.3 -26.0 -22.7 -13.1  -3.0   0.4   0.0  -1.8  -9.1 -18.8 -23.7
20069 2 -26.7 -27.0 -25.3 -20.3  -9.3  -1.3   0.5  -0.3  -3.4 -12.6 -20.9 -24.7
20069 3 -27.2 -26.5 -24.3 -17.0  -5.7  -0.2   0.3  -0.8  -6.0 -16.0 -22.5 -25.6
20674 1 -25.0 -26.1 -23.7 -19.8 -11.1  -1.8   3.7   5.0   2.8  -5.6 -16.5 -22.7
20674 2 -25.6 -25.6 -22.5 -17.6  -7.6   0.4   4.8   4.6   0.8  -9.5 -19.1 -23.8
20674 3 -26.0 -24.8 -21.3 -14.6  -4.4   2.2   5.2   3.9  -2.1 -13.2 -21.1 -24.6
20744 1 -14.3 -16.2 -12.8 -11.6  -6.3   0.5   6.2   7.4   4.6  -0.9  -7.6 -11.2
20744 2 -15.4 -15.2 -12.0 -10.7  -3.8   2.5   7.6   6.5   3.3  -3.3  -9.0 -12.2
20744 3 -16.2 -14.0 -11.8  -8.8  -1.5   4.4   7.9   5.5   1.5  -5.7 -10.1 -13.4
20891 1 -32.1 -32.4 -28.9 -21.1 -10.2   1.7  11.6  11.1   3.9  -8.2 -24.5 -29.5
20891 2 -32.9 -31.4 -27.1 -17.5  -6.6   5.7  12.8   9.0   0.8 -13.9 -27.3 -30.3
20891 3 -33.0 -30.3 -24.5 -13.8  -2.6   9.2  12.5   6.5  -3.1 -19.7 -28.8 -31.4
20982 1 -32.3 -30.4 -26.1 -19.4  -9.2   2.3  11.2  11.8   5.7  -6.6 -22.3 -27.5
20982 2 -30.8 -30.9 -25.5 -16.1  -6.7   4.8  13.2  10.4   2.3 -11.6 -24.5 -27.0
20982 3 -30.9 -27.3 -21.6 -12.6  -2.4   8.5  13.0   8.2  -1.6 -17.7 -26.0 -30.6
21432 1 -29.5 -30.1 -29.8 -24.8 -12.5  -2.6   2.9   2.6   0.1  -7.3 -21.0 -27.2
21432 2 -29.9 -30.4 -28.2 -20.9  -8.9  -0.3   3.2   1.4  -1.6 -11.8 -22.8 -27.7
21432 3 -30.2 -30.1 -26.2 -17.4  -5.7   1.3   2.6   1.1  -3.6 -16.8 -26.0 -28.4
21802 1 -36.2 -34.8 -30.4 -23.4 -11.3   0.8   9.8  10.2   4.0  -8.2 -26.2 -31.5
21802 2 -35.4 -34.4 -29.2 -18.4  -7.8   5.4  12.5   7.9   0.8 -13.9 -29.2 -33.1
21802 3 -36.0 -31.2 -26.3 -14.6  -3.7   8.1  11.6   6.6  -2.6 -19.0 -32.3 -34.9
21908 1 -39.7 -36.5 -29.8 -18.7  -6.3   5.5  12.6  11.7   4.3  -7.9 -27.4 -34.4
21908 2 -38.4 -36.3 -27.0 -14.1  -3.4   8.9  14.9   9.2   1.4 -13.5 -31.3 -35.6
21908 3 -39.3 -31.8 -23.2 -10.1   1.0  11.1  13.4   8.0  -1.9 -19.1 -34.8 -38.1
21921 1 -37.6 -34.8 -29.9 -19.5  -6.4   4.2  12.6  11.7   5.1  -6.3 -27.0 -33.6
21921 2 -37.3 -35.1 -26.4 -14.8  -3.3   8.6  13.3   9.0   1.9 -12.0 -29.5 -35.3
21921 3 -39.3 -31.0 -23.9 -11.2   0.2  10.5  11.9   7.5  -1.5 -17.6 -33.5 -35.6
