20069   5   4   4   3   3   3   5   7   6   6   5   6  57
20087   4   3   3   2   2   4   6   7   6   5   3   4  49
20292   4   5   4   4   4   5   6   7   8   7   3   5  62
20476   6   6   6   4   3   4   7   8   8   7   5   6  70
20667   4   4   4   4   5   5   5   9   9   8   6   5  68
20674   8   8   8   5   5   6   7   9  12   9   7   9  93
20744  10  10   9   6   6   7   7   9  10  10   8   9 101
21432   2   2   2   2   4   5   7   6   6   5   2   2  45
21802   3   3   3   3   4   6   7   7   7   7   4   3  57
21908   2   2   3   4   5   7   7   7   8   8   5   4  62
21921   5   6   6   5   5   7   8   8  10  12   9   7  88
21931   3   3   3   3   4   6   7   8   8   6   4   4  59
21946   5   4   3   3   3   6   7   8   7   8   6   4  64
21982   5   3   2   2   3   3   6   6   5   4   5   3  47
22165  11   9   9   7   7   7   6  10  11  16  14  14 121
22217  10   8   8   8   8   9  10  10  11  11  11  10 114
22235   9   7   8   7   8  10   9  11  11  11  10  10 111
22471   9   8   8   7   8   9   8  11  12  14  11  11 116
22550  10   9   8   7   8  10   9  11  12  13  13  13 123
22619   7   7   8   8   7  10   9  11  10  11  11  10 109
22641  10   8   8   7   8   9   9  11  12  14  13  12 121
22676  11   8   8   8   9  10   9  11  12  13  12  12 123
22768  11   8   8   8   9  10  10  11  11  12  11  12 121
22802   9   8   9   7   7   9   9  10  12  11  13  12 116
22820   9   7   9   9   7  10  10  12  12  12  12  11 120
22837  11   9   9   9   9   9  10  12  12  14  14  14 132
23022   9   7   7   6   6   7   8  10  12  13  11  11 107
23032   7   5   6   5   6   7   7   8  11   9   8   7  86
23058   7   5   5   5   5   7   8   9  11   8   7   6  83
23205   9   8   7   7   7   8   8  11  11  12  12  10 110
23242   8   7   7   7   7   8   7  10  11  10   9   8  99
23256   6   5   5   5   6   8   8   9  11  10   8   7  88
23274  12   8  10   8   8   9   8  10  13  15  14  13 128
23324  10  10   9   8  10   9  10  11  12  13  12  12 126
23330   7   6   6   7   7   8   8  10   9  10   9   8  95
23383  10   7   7   7   6   9   8  11  12  13  11  12 113
23405  11   9   9   8   8   9   9  12  12  14  12  13 126
23445   9   7   7   7   9   9   9  11  11  12  11   9 111
23463  10   7   9   7   7   9   9  11  12  15  13  13 122
23472  12   8  10   8   8   9   8  11  14  15  14  14 131
23552  10   7   8   7   8   8   8  10  11  13  12  11 113
23631   9   6   7   8   8   9   9  11  10  10  11  10 108
23662  11   8   8   8   8   9   8  11  12  13  15  12 123
23678  13  10   9   8   9   9   9  11  13  15  16  15 137
23711  14   9   9  10   9  10  10  12  12  14  15  14 138
23724   9   6   6   8   8   9  10  11  10  11  10   9 107
23734  11   7   7   8   9  10   9  11  11  13  12  11 119
