20891  1.16  0.53   .     .     .     .     .     .     .     .    0.05  0.33
20982  1.10  0.91  0.11   .     .     .     .     .     .     .    0.05  0.44
21802  1.86  1.22  0.19   .     .     .     .     .     .     .    0.04  0.86
21908  6.82  3.84  0.63   .     .     .     .     .     .     .    0.78  4.03
21921  3.78  2.06  0.10   .     .     .     .     .     .     .    0.10  1.83
21931  0.42  0.32   .     .     .     .     .     .     .     .     .    0.10
21946  0.34  0.04   .     .     .     .     .     .     .     .     .     .  
21982   .     .     .     .     .     .     .     .     .     .     .    0.03
22676  0.02  0.04   .     .     .     .     .     .     .     .     .    0.04
22768  0.01   .     .     .     .     .     .     .     .     .     .     .  
23032   .    0.01   .     .     .     .     .     .     .     .     .     .  
23058  0.07  0.05  0.04   .     .     .     .     .     .     .     .    0.07
23074  0.40  0.23  0.03   .     .     .     .     .     .     .     .    0.14
23242  0.01   .     .     .     .     .     .     .     .     .     .     .  
23256  0.19  0.04   .     .     .     .     .     .     .     .     .    0.04
23274  0.86  0.42  0.01   .     .     .     .     .     .     .     .    0.38
23324  0.12  0.03   .     .     .     .     .     .     .     .     .    0.01
23330  0.03  0.02   .     .     .     .     .     .     .     .     .    0.02
23383  4.22  2.51  0.17   .     .     .     .     .     .     .    0.17  2.23
23405  0.02   .     .     .     .     .     .     .     .     .     .    0.02
23445  0.14  0.04   .     .     .     .     .     .     .     .     .    0.05
23463  1.88  0.95  0.04   .     .     .     .     .     .     .    0.13  0.84
23472  0.87  0.29  0.02   .     .     .     .     .     .     .    0.04  0.44
23552  0.25  0.09  0.01   .     .     .     .     .     .     .     .    0.11
23631  0.05  0.01   .     .     .     .     .     .     .     .     .     .  
23662  0.59  0.35   .     .     .     .     .     .     .     .    0.10  0.28
23678  0.64  0.12  0.02   .     .     .     .     .     .     .    0.10  0.41
23711  0.02  0.01   .     .     .     .     .     .     .     .     .    0.04
23724  0.04   .     .     .     .     .     .     .     .     .     .    0.11
23867  0.22  0.05   .     .     .     .     .     .     .     .     .    0.05
23884  0.46  0.05   .     .     .     .     .     .     .     .    0.01  0.13
23891  1.41  0.24   .     .     .     .     .     .     .     .    0.08  1.06
23914  0.01   .     .     .     .     .     .     .     .     .     .    0.01
23955  0.09  0.01   .     .     .     .     .     .     .     .     .    0.01
23966  0.25  0.08   .     .     .     .     .     .     .     .    0.02  0.16
23986  0.01   .     .     .     .     .     .     .     .     .     .    0.01
24125  6.65  2.95  0.41   .     .     .     .     .     .     .    0.72  4.15
24136 10.81  5.49  0.73   .     .     .     .     .     .     .    1.04  6.71
24143  3.51  1.37  0.03   .     .     .     .     .     .     .    0.25  1.92
24266 15.28 10.00  1.87  0.02   .     .     .     .     .     .    1.50 10.29
24329  9.59  5.63  1.08   .     .     .     .     .     .     .    1.05  6.77
24343  3.59  1.34  0.05   .     .     .     .     .     .     .    0.29  2.83
24382 12.37  6.97  1.14   .     .     .     .     .     .     .    1.27  8.81
24507  4.07  1.84   .     .     .     .     .     .     .     .    0.22  2.37
24606  5.28  2.91  0.13   .     .     .     .     .     .     .    0.31  3.42
24641  3.60  0.94  0.01   .     .     .     .     .     .     .    0.09  2.12
24661  8.12  3.70  0.12   .     .     .     .     .     .     .    0.56  5.97
24671  9.55  3.29  0.10   .     .     .     .     .     .     .    0.57  6.44
24688 19.07 13.25  3.89   .     .     .     .     .     .     .    3.22 15.41
24713  3.31  1.69  0.04   .     .     .     .     .     .     .    0.22  2.35
24738  3.25  1.48  0.09   .     .     .     .     .     .     .    0.15  2.40
24790  7.03  2.74  0.35   .     .     .     .     .     .     .    0.35  4.41
24817  2.35  1.46  0.04   .     .     .     .     .     .     .    0.06  1.79
24908  2.29  0.94  0.01   .     .     .     .     .     .     .    0.05  1.51
24959  7.43  2.43  0.03   .     .     .     .     .     .     .    0.20  4.49
24966  7.01  2.44  0.04   .     .     .     .     .     .     .    0.27  3.96
24967  5.85  2.88  0.18   .     .     .     .     .     .     .    0.16  3.92
25062   .    0.04   .     .     .     .     .     .     .     .     .     .  
25138  1.63  0.84   .     .     .     .     .     .     .     .     .    0.47
25206  2.14  0.72  0.04   .     .     .     .     .     .     .    0.01  0.47
25248  3.18  2.70  0.49   .     .     .     .     .     .     .    0.22  2.32
25325  1.99  1.01  0.06   .     .     .     .     .     .     .    0.01  0.70
25356  0.55  0.39  0.06   .     .     .     .     .     .     .     .    0.12
25400  2.22  0.58  0.05   .     .     .     .     .     .     .    0.01  0.81
25428  4.69  4.00  0.85   .     .     .     .     .     .     .    0.25  2.83
25503  3.81  1.38  0.11   .     .     .     .     .     .     .    0.01  1.97
25538  1.49  0.91  0.13   .     .     .     .     .     .     .    0.02  0.74
