20069  -8.2  -8.9  -8.6  -6.0  -0.4   5.6  11.2   9.1   2.0  -1.2  -3.9  -6.2  11.8
20087 -11.7 -12.0 -10.8  -6.8  -0.9   2.6   9.7   8.2   1.7  -2.0  -6.5  -9.6  10.1
20292 -14.3 -14.0 -11.7  -6.9  -0.5   7.5  15.2  12.7   5.0  -1.7  -8.2 -11.5  16.0
20476 -10.7 -12.1  -8.7  -5.5   0.6  11.5  19.7  16.0   7.9  -0.6  -5.2  -9.1  19.9
20667  -6.6  -7.1  -5.1  -2.1   0.3   9.6  19.9  16.4   9.7   1.5  -2.3  -3.5  19.9
20674  -9.0  -9.5  -6.4  -3.3   0.9  13.1  20.3  17.0   9.6   0.6  -3.8  -6.1  21.3
20891 -13.5 -14.5  -5.8   0.2   8.6  25.4  30.3  27.0  15.0   0.8  -7.3 -11.0  31.3
20982 -10.7 -11.7  -6.1  -0.5   2.1  22.1  31.4  27.4  15.4   0.8  -6.7  -8.7  30.2
21432 -17.0 -19.2 -15.4  -7.5   0.5  13.4  18.0  14.8   6.4  -1.4 -10.2 -13.8  18.7
21802 -17.5 -16.1  -9.4  -2.0   2.5  24.2  31.2  26.5  14.6   0.0  -9.5 -13.1  31.7
21908 -17.8 -16.8  -6.1   1.7  12.3  27.4  32.0  27.4  15.8   0.7  -9.9 -13.8  31.2
21921 -20.3 -18.6  -9.6  -0.9   9.0  29.1  33.7  29.6  15.3  -0.0 -11.2 -16.7  34.5
21931 -19.7 -19.6 -10.8  -1.2  15.2  27.1  30.5  25.3  14.9  -0.1 -11.6 -16.4  30.9
21946 -20.2 -21.2 -13.1  -2.4   4.9  26.1  29.8  26.1  15.6  -0.3 -11.7 -17.1  30.8
21982  -8.4 -10.8  -9.0  -2.7   0.2   1.0    .     .    4.1  -2.0  -2.8  -7.7   1.1
22113  -0.3  -0.7   0.5   9.2  25.9  36.9  39.7  35.7  22.8   9.0   1.4   0.0  41.0
22165  -0.8  -1.3  -0.3   0.3   6.6  21.7  25.2  21.7  15.3   7.1   2.0   0.6  24.3
22217  -0.6  -1.4   0.4   7.7  31.7  40.9  42.5  37.7  23.7  10.2   1.5  -0.5  43.7
22235  -1.0  -1.4   0.2   1.6  26.2  39.7  40.6  35.3  22.8   8.5   0.9  -0.5  41.8
