20476   .     .     .     .     .     .    0.06   .     .     .     .     .  
20667   .     .     .     .     .     .    0.06   .     .     .     .     .  
20674   .     .     .     .     .     .    0.01  0.01   .     .     .     .  
20744   .     .     .     .     .     .    0.10   .     .     .     .     .  
20891   .     .     .     .     .    0.69  3.79  0.77   .     .     .     .  
20982   .     .     .     .     .    0.78  3.95  0.97   .     .     .     .  
21432   .     .     .     .     .     .    0.01   .     .     .     .     .  
21802   .     .     .     .     .    0.84  3.59  0.77   .     .     .     .  
21908   .     .     .     .    0.01  1.89  6.37  1.64  0.03   .     .     .  
21921   .     .     .     .    0.01  1.22  3.41  0.69   .     .     .     .  
21931   .     .     .     .    0.03  1.34  3.99  1.09   .     .     .     .  
21946   .     .     .     .     .    0.76  2.37  0.56   .     .     .     .  
22113   .     .     .     .    0.06  1.39  3.32  1.11   .     .     .     .  
22165   .     .     .     .     .    0.08  0.43  0.06   .     .     .     .  
22217   .     .     .     .    0.04  1.05  2.39  0.68   .     .     .     .  
22235   .     .     .     .    0.07  1.84  4.04  1.20   .     .     .     .  
22471   .     .     .     .    0.45  3.45  7.00  2.14  0.02   .     .     .  
22520   .     .     .     .    0.15  1.41  2.46  0.96  0.02   .     .     .  
22550   .     .     .    0.01  0.51  3.26  6.52  2.34  0.06   .     .     .  
22619   .     .     .     .    0.43  2.18  4.69  1.45   .     .     .     .  
22641   .     .     .    0.03  0.73  4.48  8.10  3.05  0.20   .     .     .  
22676   .     .     .    0.02  1.20  6.09 11.91  4.11  0.14   .     .     .  
22768   .     .     .    0.04  1.13  5.09  8.44  4.12  0.21   .     .     .  
22802   .     .     .     .    0.33  2.76  5.86  2.76  0.03   .     .     .  
22820   .     .     .     .    0.46  2.91  5.46  2.15  0.09   .     .     .  
22837   .     .     .    0.04  0.93  3.63  6.40  2.98  0.24   .     .     .  
23022   .     .     .     .     .    0.15  1.09  0.22   .     .     .     .  
23032   .     .     .     .     .     .    0.45  0.03   .     .     .     .  
23058   .     .     .     .     .    0.22  1.96  0.14   .     .     .     .  
23074   .     .     .     .    0.01  0.82  3.36  0.81   .     .     .     .  
23205   .     .     .     .    0.08  1.75  4.60  1.49   .     .     .     .  
23242   .     .     .     .     .    0.15  0.85  0.08   .     .     .     .  
23256   .     .     .     .     .    0.91  3.71  0.84  0.01   .     .     .  
23274   .     .     .     .    0.04  2.43  6.62  1.43   .     .     .     .  
23324   .     .     .     .    0.08  1.72  4.96  1.44  0.02   .     .     .  
23330   .     .     .     .     .    0.77  2.64  0.73   .     .     .     .  
23383   .     .     .     .    0.01  1.76  6.60  1.38   .     .     .     .  
23405   .     .     .     .    0.30  2.56  5.15  1.89  0.02   .     .     .  
23445   .     .     .     .    0.18  3.36  7.98  1.68  0.05   .     .     .  
23463   .     .     .     .    0.16  4.25  8.25  1.98  0.11   .     .     .  
23472   .     .     .     .    0.09  4.05  9.91  1.87   .     .     .     .  
23552   .     .     .     .    0.09  3.34  8.44  2.13  0.03   .     .     .  
23631   .     .     .     .    0.54  3.27  6.73  1.89  0.05   .     .     .  
23662   .     .     .     .    0.32  4.72 10.13  2.71  0.06   .     .     .  
23678   .     .     .     .    0.31  4.42  9.01  2.32  0.02   .     .     .  
23711   .     .     .     .    0.85  4.48  7.59  2.92  0.17   .     .     .  
23724   .     .     .    0.03  1.29  6.29 10.58  4.06  0.30   .     .     .  
23734   .     .     .     .    0.65  4.70  9.05  2.44  0.04   .     .     .  
23867   .     .     .     .    1.03  5.59 11.09  3.28  0.22   .     .     .  
23884   .     .     .     .    0.85  8.06 14.04  4.41  0.20   .     .     .  
23891   .     .     .     .    0.59  7.47 14.08  4.32  0.06   .     .     .  
23914   .     .     .     .    1.13  5.20  7.28  3.56  0.21   .     .     .  
23921   .     .     .    0.05  2.20  7.90 11.48  4.64  0.58   .     .     .  
23933   .     .     .    0.01  0.98  4.09  6.72  2.28  0.11   .     .     .  
23955   .     .     .     .    1.86  6.97 11.86  3.91  0.37   .     .     .  
23966   .     .     .     .    1.47  8.88 14.70  4.08  0.28   .     .     .  
23986   .     .     .     .    0.32  3.49  6.55  1.42  0.03   .     .     .  
24125   .     .     .     .    0.03  2.59  7.90  1.92  0.01   .     .     .  
24136   .     .     .     .    0.03  3.44  8.53  2.56  0.03   .     .     .  
24143   .     .     .     .    0.03  2.31  6.95  1.63   .     .     .     .  
24266   .     .     .     .    0.12  4.08  8.02  3.11  0.01   .     .     .  
24329   .     .     .     .    0.13  3.95  9.40  2.79  0.03   .     .     .  
24343   .     .     .     .    0.03  2.82  7.99  1.68   .     .     .     .  
24382   .     .     .     .    0.24  6.90 11.51  4.63  0.04   .     .     .  
24507   .     .     .     .    0.36  5.74 12.39  3.95  0.05   .     .     .  
24606   .     .     .     .    0.55  6.66 14.14  4.38  0.11   .     .     .  
24641   .     .     .     .    0.36  5.99 10.91  4.57  0.16   .     .     .  
24661   .     .     .     .    0.16  6.14 13.01  4.69  0.01   .     .     .  
24671   .     .     .     .    0.29  8.27 13.84  4.31   .     .     .     .  
24688   .     .     .     .    0.06  3.71  8.54  2.35   .     .     .     .  
24713   .     .     .     .    0.41  4.72  8.82  3.06  0.11   .     .     .  
24738   .     .     .     .    0.82  9.01 15.90  7.06  0.24   .     .     .  
24790   .     .     .     .    0.05  3.88  7.95  2.47   .     .     .     .  
24817   .     .     .     .    0.73  7.71 13.90  5.47  0.27   .     .     .  
24908   .     .     .     .    1.06  8.95 15.06  5.76  0.23   .     .     .  
24959   .     .     .     .    0.31  6.72 12.49  5.72  0.13   .     .     .  
24966   .     .     .     .    0.52  6.69 11.99  5.27  0.07   .     .     .  
24967   .     .     .     .    0.99  9.66 16.44  8.29  0.25   .     .     .  
25062   .     .     .     .     .     .    0.16  0.04   .     .     .     .  
25138   .     .     .     .    0.01  3.04  5.99  1.70   .     .     .     .  
25173   .     .     .     .     .    0.04  0.26  0.06   .     .     .     .  
25206   .     .     .     .    0.05  3.38  6.14  2.18   .     .     .     .  
25248   .     .     .     .     .    1.37  3.32  0.77   .     .     .     .  
25282   .     .     .     .     .     .    0.13  0.06   .     .     .     .  
25325   .     .     .     .    0.03  3.38  5.99  1.74   .     .     .     .  
25356   .     .     .     .     .    1.80  3.94  0.65   .     .     .     .  
25378   .     .     .     .     .    0.08  0.15  0.05   .     .     .     .  
25400   .     .     .     .    0.15  5.10  9.18  2.76  0.04   .     .     .  
25428   .     .     .     .    0.01  2.38  5.70  1.30  0.01   .     .     .  
25503   .     .     .     .    0.27  6.10 10.40  3.38  0.04   .     .     .  
25538   .     .     .     .     .    1.77  4.13  1.09   .     .     .     .  
25551   .     .     .     .     .    1.48  3.47  0.74   .     .     .     .  
25563   .     .     .     .     .    0.06  0.32  0.05   .     .     .     .  
25594   .     .     .     .     .     .    0.03  0.01   .     .     .     .  
25677   .     .     .     .     .     .    0.20  0.06   .     .     .     .  
25705   .     .     .     .    0.28  7.63 13.08  4.65  0.10   .     .     .  
25927   .     .     .     .     .    0.10  0.41  0.17   .     .     .     .  
25932   .     .     .     .     .     .    0.06  0.02   .     .     .     .  
25954   .     .     .     .     .    0.07  0.25  0.07   .     .     .     .  
25956   .     .     .     .     .     .    0.03   .     .     .     .     .  
26063   .     .     .    0.03  1.33  4.28  7.61  4.10  0.34   .     .     .  
26157   .     .     .    0.02  1.33  3.37  6.27  3.81  0.18   .     .     .  
26275   .     .     .    0.13  2.44  6.22  9.76  6.11  0.75   .     .     .  
26359   .     .     .    0.14  2.65  5.73  9.29  6.16  0.69   .     .     .  
26781   .     .     .    0.10  2.35  5.27  8.58  5.92  0.80   .     .     .  
26997   .     .     .    0.13  5.05  9.43 13.32 10.86  1.75  0.05   .     .  
27037   .     .     .    0.10  1.81  6.08  9.91  4.84  0.35   .     .     .  
27051   .     .     .    0.03  1.23  4.30  7.38  3.42  0.21   .     .     .  
