23472 D    10   40  106  154  179   72  151  121   77   39   18    3   971
23472 Q    20   96  324  581  850  434  888  656  382  137   38    3  4408
23472 S   124  345  714 1024 1343  721 1411 1181  856  462  202    0  8380
23472 S'   10   55  218  426  671  362  737  536  305   98   20    0  3438
23552 D    11   48  114  165  208  153  152  124   80   43   23    2  1123
23552 Q    22  108  324  572  824  908  869  658  379  117   42    8  4831
23552 S    93  350  687  949 1233 1433 1349 1124  855  389  190    0  8652
23552 S'   11   60  210  407  616  755  717  534  299   74   19    6  3708
23955 D    25   53  113  153  168  144  142  131   86   59   24   16  1114
23955 Q    60  156  393  629  832  911  867  688  428  211   71   32  5277
23955 S   259  433  780 1032 1224 1318 1273 1115  829  594  297  168  9322
23955 S'   36  103  280  475  664  767  725  557  341  151   47   16  4163
24382 D     7   40   92  149  167  151  136  102   72   37   16    0   967
24382 Q     9   99  314  554  832  972  909  649  377  118   35    0  4866
24382 S    50  329  742 1011 1349 1586 1489 1244  933  449  187    0  9370
24382 S'    2   59  222  405  665  821  773  547  304   81   19    0  3884
24507 D    12   51  115  153  176  159  155  136   85   45   24    5  1116
24507 Q    15  125  340  582  840  947  888  644  405  143   54    5  4986
24507 S    83  364  706 1008 1309 1441 1378 1102  900  454  212    0  8958
24507 S'    3   74  225  429  664  788  733  508  320   97   30    0  3871
24817 D    22   52   95  138  153  131  130  121   73   50   26    4   994
24817 Q    52  149  373  604  829  904  878  677  433  220   80    7  5206
24817 S   204  428  773  995 1253 1356 1332 1129  894  638  336   45  9381
24817 S'   30   97  278  466  676  773  749  556  360  169   54    4  4212
24908 D    30   53  102  137  152  136  135  118   77   53   24   16  1032
24908 Q    59  153  380  621  831  913  870  665  433  213   71   33  5240
24908 S   233  428  774 1038 1253 1343 1295 1122  867  615  290  147  9405
24908 S'   29  100  278  484  679  777  735  547  356  160   47   17  4208
25138 D     0   17  100  168  189  151  152  113   77   30    0    0   997
25138 Q     0   45  298  551  840  969  948  651  365   97    0    0  4763
25138 S     0  179  717  999 1382 1573 1607 1265  920  347    0    0  8988
25138 S'    0   27  198  383  652  818  795  538  288   67    0    0  3766
25551 D    11   41  105  169  208  149  145  114   75   53   20    2  1093
25551 Q    26  114  352  586  857  939  884  655  403  181   50    4  5050
25551 S   117  402  774 1005 1285 1439 1405 1197  938  630  234   58  9484
25551 S'   14   73  247  417  649  790  739  541  328  129   29    2  3957
27823 D    45   70  115  139  147  156  173  149  107   77   45   22  1245
27823 Q   131  244  499  675  819  905  882  725  524  348  166   62  5979
27823 S   417  561  858  988 1100 1212 1185 1059  870  703  495  224  9673
27823 S'   86  174  384  536  671  749  709  577  417  271  121   40  4734
29263 D    38   64  122  155  170  163  167  149   95   69   33   22  1246
29263 Q    81  173  423  650  852  918  885  701  473  273   94   48  5571
29263 S   289  437  772 1025 1227 1272 1226 1073  930  621  323  207  9403
29263 S'   44  109  301  495  682  755  718  552  378  203   62   26  4324
30252 D    34   69  105  139  173  147  139  123   84   62   27    9  1077
30252 Q    86  205  404  630  845  903  846  691  459  286   83   21  5371
30252 S   344  496  713 1001 1173 1263 1230 1091  849  664  258   77  8813
30252 S'   52  135  299  492  673  756  707  567  375  223   56   12  4295
30554 D    41   65  102  136  151  134  149  110   83   66   45   20  1102
30554 Q   134  239  471  691  894  935  909  722  519  331  160   87  6094
30554 S   462  574  883 1077 1259 1304 1247 1146  937  792  503  233 10417
30554 S'   93  174  369  555  743  801  760  613  436  265  116   68  4992
30758 D    48   68  112  133  157  142  145  120   91   70   49   38  1172
30758 Q   146  251  478  676  881  906  871  731  533  351  169  107  6100
30758 S   429  539  829 1018 1190 1208 1175 1073  899  760  480  360  9957
30758 S'   98  183  366  544  725  764  726  612  442  281  120   70  4929
30965 D    54   74  112  154  152  141  138  113   85   67   54   46  1190
30965 Q   182  289  522  710  883  909  895  761  549  380  213  143  6435
30965 S   516  613  880 1037 1203 1214 1213 1127  939  811  566  449 10567
30965 S'  128  215  410  556  731  768  757  648  463  313  159   97  5245
31416 D    51   71  125  155  166  148  149  120   91   67   43   38  1224
31416 Q   147  260  503  684  877  907  872  733  535  342  173  114  6148
31416 S   436  577  855  986 1175 1210 1185 1101  932  738  503  370 10066
31416 S'   96  189  378  529  712  759  724  613  444  275  129   77  4924
31707 D    63   77  119  146  161  152  150  115   85   76   60   54  1259
31707 Q   213  311  542  707  872  889  879  755  566  403  239  172  6548
31707 S   532  614  855  960 1103 1135 1125 1066  884  787  576  479 10115
31707 S'  149  234  424  561  711  737  730  640  481  326  179  118  5290
31770 D    57   78  125  146  156  143  137  110   85   70   46   43  1197
31770 Q   195  300  531  697  874  908  894  741  553  383  219  156  6449
31770 S   500  604  830  949 1124 1183 1182 1076  905  749  561  451 10113
31770 S'  138  222  406  552  718  764  757  631  468  312  172  112  5252
32165 D    62   84  127  149  151  135  139  123   91   85   50   61  1258
32165 Q   267  373  591  737  878  902  892  776  587  447  251  221  6921
32165 S   628  672  873  942 1080 1135 1143 1054  900  801  539  558 10325
32165 S'  205  289  464  588  727  767  753  652  495  362  201  160  5663
32389 D    19   56  115  155  169  145  141  117   79   59   38   25  1119
32389 Q    60  216  471  663  871  916  888  717  489  302  141   74  5808
32389 S   230  551  849 1011 1217 1266 1249 1137  916  702  471  304  9902
32389 S'   41  159  356  508  702  771  747  601  410  243  103   48  4689
34186 D    54   83  142  152  166  170  177  158  109   73   52   39  1374
34186 Q   156  272  506  670  846  886  855  714  521  352  180  113  6070
34186 S   437  541  801  938 1081 1108 1065  957  818  717  490  345  9298
34186 S'  102  189  364  518  680  717  678  556  411  278  129   74  4697
34740 D    67   89  129  157  180  180  188  169  122   94   61   55  1491
34740 Q   224  327  548  689  867  887  867  745  568  410  252  188  6571
34740 S   534  601  844  911 1049 1055 1022  927  812  732  565  481  9534
34740 S'  158  238  419  533  686  707  680  576  446  316  191  132  5080
34927 D    71   95  145  177  206  211  217  196  141  111   61   61  1690
34927 Q   225  328  530  682  843  863  834  730  565  415  219  193  6426
34927 S   493  543  734  805  931  933  901  818  730  660  441  437  8424
34927 S'  155  232  385  505  637  652  617  535  424  304  159  132  4736
36096 D    63   88  142  133  153  135  139  113   98   76   55   51  1246
36096 Q   141  250  498  684  888  925  894  743  545  357  180  111  6215
36096 S   329  466  783 1010 1182 1237 1216 1112  913  741  459  290  9739
36096 S'   78  162  356  551  735  789  756  630  447  281  125   59  4969
36259 D    51   69  101  120  134  115  112  105   83   63   46   40  1039
36259 Q   197  322  559  747  935  969  950  803  606  414  224  158  6881
36259 S   592  695  972 1144 1315 1344 1343 1233 1069  897  633  534 11771
36259 S'  146  254  458  626  801  853  838  697  523  350  178  118  5843
37126 D    47   59   98  111  138  125  125  109   82   62   43   44  1042
37126 Q   291  402  622  779  944  990  982  835  650  497  280  256  7527
37126 S   769  809 1069 1136 1279 1275 1306 1202 1046  975  668  720 12254
37126 S'  244  343  524  668  807  865  857  726  569  435  237  212  6485
