20891   .     .     .     .     .     .    0.01   .     .     .     .     .  
20982   .     .     .     .     .     .    0.01   .     .     .     .     .  
21802   .     .     .     .     .     .    0.01   .     .     .     .     .  
21931   .     .     .     .     .     .    0.05   .     .     .     .     .  
22471   .     .     .     .     .     .    0.04   .     .     .     .     .  
22641   .     .     .     .     .     .    0.05   .     .     .     .     .  
22676   .     .     .     .     .     .    0.07   .     .     .     .     .  
22768   .     .     .     .     .    0.01  0.01  0.01   .     .     .     .  
22802   .     .     .     .     .     .    0.01   .     .     .     .     .  
22837   .     .     .     .     .     .    0.01  0.01   .     .     .     .  
23324   .     .     .     .     .     .    0.02   .     .     .     .     .  
23463   .     .     .     .     .    0.04  0.05   .     .     .     .     .  
23472   .     .     .     .     .     .    0.02   .     .     .     .     .  
23552   .     .     .     .     .     .    0.01   .     .     .     .     .  
23662   .     .     .     .     .    0.01  0.03   .     .     .     .     .  
23678   .     .     .     .     .     .    0.02   .     .     .     .     .  
23711   .     .     .     .    0.01   .     .     .     .     .     .     .  
23724   .     .     .     .     .    0.01  0.01   .     .     .     .     .  
23884   .     .     .     .     .    0.01  0.09   .     .     .     .     .  
23891   .     .     .     .     .    0.05  0.04   .     .     .     .     .  
23914   .     .     .     .     .    0.02   .     .     .     .     .     .  
23921   .     .     .     .     .    0.01  0.01   .     .     .     .     .  
23966   .     .     .     .     .    0.02  0.03   .     .     .     .     .  
24125   .     .     .     .     .     .    0.04   .     .     .     .     .  
24136   .     .     .     .     .     .    0.03   .     .     .     .     .  
24143   .     .     .     .     .     .    0.04   .     .     .     .     .  
24266   .     .     .     .     .     .    0.07   .     .     .     .     .  
24329   .     .     .     .     .     .    0.01   .     .     .     .     .  
24382   .     .     .     .     .     .    0.23   .     .     .     .     .  
24507   .     .     .     .     .    0.01  0.06   .     .     .     .     .  
24606   .     .     .     .     .    0.02  0.06   .     .     .     .     .  
24641   .     .     .     .     .    0.04  0.24  0.02   .     .     .     .  
24661   .     .     .     .     .     .    0.03  0.04   .     .     .     .  
24671   .     .     .     .     .     .    0.10  0.02   .     .     .     .  
24713   .     .     .     .     .     .    0.01   .     .     .     .     .  
24738   .     .     .     .     .    0.03  0.23   .     .     .     .     .  
24790   .     .     .     .     .     .    0.01   .     .     .     .     .  
24817   .     .     .     .     .     .    0.03   .     .     .     .     .  
24908   .     .     .     .     .    0.01  0.06   .     .     .     .     .  
24959   .     .     .     .     .    0.03  0.27  0.01   .     .     .     .  
24966   .     .     .     .     .    0.01  0.05   .     .     .     .     .  
24967   .     .     .     .     .    0.05  0.52  0.07   .     .     .     .  
25138   .     .     .     .     .     .    0.01   .     .     .     .     .  
25206   .     .     .     .     .     .    0.03   .     .     .     .     .  
25400   .     .     .     .     .     .    0.09   .     .     .     .     .  
25503   .     .     .     .     .     .    0.12   .     .     .     .     .  
25705   .     .     .     .     .     .    0.25  0.02   .     .     .     .  
26063   .     .     .     .     .     .    0.01  0.01   .     .     .     .  
26275   .     .     .     .     .     .    0.01  0.01   .     .     .     .  
26359   .     .     .     .     .     .     .    0.04   .     .     .     .  
26781   .     .     .     .     .     .     .    0.08   .     .     .     .  
26997   .     .     .     .     .     .    0.07  0.23   .     .     .     .  
27037   .     .     .     .     .     .     .    0.03   .     .     .     .  
27051   .     .     .     .     .     .    0.01  0.02   .     .     .     .  
27333   .     .     .     .     .     .    0.09  0.10   .     .     .     .  
27459   .     .     .     .     .    0.04  0.11  0.10   .     .     .     .  
27595   .     .     .     .     .    0.11  0.22  0.20   .     .     .     .  
27612   .     .     .     .     .     .    0.16  0.10   .     .     .     .  
27648   .     .     .     .     .    0.04  0.17  0.19   .     .     .     .  
27675   .     .     .     .     .    0.13  0.29  0.24   .     .     .     .  
27707   .     .     .     .     .     .    0.05  0.14   .     .     .     .  
27823   .     .     .     .     .    0.06  0.23  0.28   .     .     .     .  
27857   .     .     .     .    0.01  0.25  0.43  0.44   .     .     .     .  
27995   .     .     .     .    0.02  0.87  1.44  1.33  0.03   .     .     .  
28009   .     .     .     .     .     .    0.02  0.04   .     .     .     .  
28064   .     .     .     .     .    0.04  0.01   .     .     .     .     .  
28224   .     .     .     .     .    0.01  0.05  0.03   .     .     .     .  
28255   .     .     .     .    0.05  0.14  0.11  0.03   .     .     .     .  
28275   .     .     .     .    0.01  0.04  0.05   .     .     .     .     .  
28418   .     .     .     .    0.01  0.10  0.18  0.15   .     .     .     .  
28434   .     .     .     .    0.01  0.06  0.15  0.10   .     .     .     .  
28493   .     .     .     .    0.03  0.03  0.08   .     .     .     .     .  
28552   .     .     .     .    0.06  0.27  0.39  0.11   .     .     .     .  
28573   .     .     .     .    0.05  0.23  0.11  0.03   .     .     .     .  
28666   .     .     .     .    0.04  0.32  0.27  0.09   .     .     .     .  
28698   .     .     .     .    0.03  0.34  0.33  0.10   .     .     .     .  
28704   .     .     .     .     .    0.30  0.61  0.43   .     .     .     .  
28722   .     .     .     .    0.03  0.23  0.23  0.14   .     .     .     .  
28748   .     .     .     .    0.01  0.56  0.71  0.25  0.05   .     .     .  
