20069 1   0.7   0.8   0.8   0.9   2.1   4.3   5.9   6.0   5.1   3.3   1.6   1.4
20069 2   0.9   0.8   0.8   1.2   2.6   5.1   6.0   5.9   4.8   2.7   1.5   1.1
20069 3   1.0   0.8   0.9   1.8   3.4   5.6   6.1   5.5   4.1   2.0   1.3   0.9
20087 1   0.6   0.6   0.6   0.8   2.0   4.2   5.9   6.1   5.0   3.2   1.3   1.0
20087 2   0.7   0.6   0.7   1.2   2.5   5.2   6.0   5.9   4.6   2.4   1.2   0.9
20087 3   0.7   0.6   0.8   1.6   3.3   5.7   6.1   5.5   3.9   1.7   1.0   0.7
20292 1   0.5   0.6   0.6   0.8   2.0   4.3   6.0   6.1   5.3   3.3   1.2   0.9
20292 2   0.6   0.6   0.7   1.1   2.6   5.2   6.0   6.0   4.8   2.5   1.2   0.8
20292 3   0.7   0.6   0.8   1.7   3.4   5.7   6.2   5.7   4.1   1.8   0.9   0.6
20476 1   0.6   0.6   0.7   0.9   2.0   4.5   5.9   6.2   6.0   3.6   1.4   1.1
20476 2   0.7   0.6   0.8   1.2   2.5   5.4   6.1   6.2   5.4   2.7   1.2   0.9
20476 3   0.7   0.7   0.9   1.7   3.6   5.9   6.4   6.2   4.7   1.8   1.1   0.7
20667 1   1.0   0.9   1.1   1.3   2.5   4.8   6.3   6.6   6.8   4.7   2.3   1.7
20667 2   1.1   1.0   1.2   1.7   3.2   5.6   6.4   6.6   6.4   3.9   2.1   1.5
20667 3   1.1   1.1   1.4   2.2   4.0   6.0   6.5   6.7   5.8   2.9   1.6   1.2
20674 1   0.8   0.8   1.0   1.3   2.4   4.9   6.2   6.4   6.5   4.3   1.8   1.3
20674 2   0.9   0.8   1.1   1.5   2.9   5.6   6.2   6.3   6.0   3.3   1.6   1.2
20674 3   0.9   0.9   1.2   2.0   3.8   6.1   6.5   6.4   5.3   2.3   1.4   0.9
20744 1   1.8   1.8   2.3   2.2   3.3   4.9   5.8   5.7   6.4   5.4   3.3   3.0
20744 2   2.0   2.0   2.3   2.4   3.6   5.3   5.6   5.8   6.1   4.6   3.2   2.5
20744 3   2.0   2.0   2.0   2.8   4.3   5.5   5.7   6.1   6.0   3.7   3.0   2.1
20891 1   0.4   0.5   0.6   1.1   2.5   4.6   3.8   4.2   5.4   3.6   1.1   0.7
20891 2   0.5   0.5   0.8   1.5   3.1   4.8   4.0   4.4   5.2   2.5   1.0   0.6
20891 3   0.5   0.5   1.0   2.0   3.9   4.3   3.7   4.9   4.8   1.6   0.7   0.5
20982 1   0.5   0.6   0.8   1.3   2.5   4.7   5.2   5.6   6.0   3.7   1.2   0.9
20982 2   0.6   0.5   0.9   1.6   3.0   5.1   5.7   5.6   5.4   2.6   1.1   0.8
20982 3   0.6   0.7   1.1   2.0   3.9   5.1   5.8   5.7   4.8   1.7   0.9   0.7
21432 1   0.5   0.5   0.5   0.8   2.2   4.6   5.8   6.1   5.6   3.5   1.2   0.7
21432 2   0.5   0.5   0.6   1.2   2.9   5.5   6.0   6.0   5.2   2.6   1.1   0.6
21432 3   0.5   0.4   0.7   1.5   3.8   5.8   6.0   5.7   4.5   1.8   0.8   0.6
21802 1   0.3   0.4   0.5   0.9   2.4   4.6   4.1   4.7   5.5   3.3   0.8   0.5
21802 2   0.4   0.4   0.6   1.2   3.0   4.5   4.2   5.0   5.3   2.2   0.7   0.5
21802 3   0.4   0.4   0.8   1.8   4.0   4.2   4.3   5.2   4.6   1.4   0.5   0.4
21908 1   0.3   0.3   0.5   1.1   2.6   3.8   3.5   4.2   5.1   3.4   0.8   0.4
21908 2   0.3   0.3   0.7   1.5   3.3   3.8   3.9   4.5   4.9   2.2   0.6   0.4
21908 3   0.3   0.4   1.0   2.1   3.8   3.4   3.9   4.7   4.3   1.5   0.4   0.3
21921 1   0.3   0.4   0.5   1.1   2.9   4.3   3.6   3.9   5.0   3.4   0.8   0.4
21921 2   0.3   0.3   0.7   1.6   3.6   4.0   3.9   4.3   5.2   2.3   0.6   0.3
21921 3   0.3   0.4   1.0   2.1   4.2   3.6   4.0   4.7   4.5   1.5   0.4   0.3
21931 1   0.3   0.3   0.4   1.0   2.8   4.5   4.2   4.2   5.6   3.4   0.9   0.5
21931 2   0.3   0.3   0.6   1.3   3.4   4.5   4.5   5.0   5.3   2.2   0.6   0.4
21931 3   0.3   0.4   0.8   1.8   4.3   4.3   4.5   5.2   4.7   1.3   0.5   0.4
21946 1   0.3   0.4   0.4   0.9   2.7   4.4   4.3   4.6   5.8   3.6   1.0   0.5
21946 2   0.4   0.4   0.6   1.3   3.4   4.7   4.5   5.1   5.5   2.5   0.8   0.4
21946 3   0.3   0.4   0.8   1.7   4.3   4.6   4.5   5.7   4.9   1.5   0.6   0.4
21982 1   1.1   0.9   0.9   1.1   2.7   5.3   6.2   6.4   5.7   4.0   2.4   1.3
21982 2   0.9   1.0   0.9   1.5   3.6   5.8   6.3   6.1   5.3   3.5   2.1   1.1
21982 3   0.8   0.8   1.0   2.0   4.5   6.0   6.4   6.1   4.7   2.7   1.6   1.0
22113 1   2.6   2.3   3.1   4.0   4.7   5.0   5.4   5.6   5.4   5.5   4.3   3.6
22113 2   2.8   2.7   3.4   4.0   5.0   5.1   5.1   5.4   5.6   5.2   3.9   3.1
22113 3   2.5   2.8   3.5   4.3   5.0   5.3   5.4   5.3   5.7   4.8   3.5   2.9
22165 1   3.1   2.8   3.3   3.6   4.8   5.6   6.4   5.1   5.6   6.2   5.1   4.2
22165 2   3.3   2.9   3.5   3.8   5.0   6.1   5.1   4.9   6.1   5.9   4.8   4.0
22165 3   2.9   3.1   3.4   4.4   5.4   5.7   5.3   5.4   6.2   5.5   4.3   3.5
22217 1   2.4   2.1   3.0   3.9   4.8   4.8   5.5   6.2   5.5   5.7   4.5   3.6
22217 2   2.6   2.4   3.3   4.1   5.0   4.7   5.6   5.7   5.6   5.4   4.0   3.0
22217 3   2.2   2.6   3.5   4.4   4.9   5.1   5.9   5.5   5.6   5.0   3.5   2.7
22235 1   2.3   1.9   2.8   3.6   4.5   4.6   5.0   5.2   5.4   5.8   4.3   3.4
22235 2   2.5   2.3   3.0   3.7   4.6   4.5   4.6   5.0   5.6   5.3   3.8   2.9
22235 3   2.1   2.4   3.1   4.1   4.7   4.7   4.8   5.4   5.6   4.8   3.4   2.5
22471 1   2.2   2.0   2.9   3.8   4.6   4.5   5.1   4.7   4.9   5.6   4.3   3.2
22471 2   2.5   2.3   3.2   3.9   4.5   4.7   4.5   4.4   5.2   5.3   3.9   3.0
