20069  1  11.9  10.2  21.8  18.8  17.4   6.3   6.3   7.2   3.2
20069  2  12.5  10.5  19.5  17.6  19.0   6.1   6.1   8.7   3.3
20069  3  15.8  12.9  19.5  18.2  13.7   4.6   6.0   9.3   3.2
20069  4  21.3  15.6  16.8  12.4  11.1   5.6   6.4  10.7   2.0
20069  5  20.7  16.2  14.7  11.8  10.0   5.4   8.5  12.7   2.4
20069  6  18.1  13.6  12.4   8.7  10.6   9.6  13.0  14.0   1.9
20069  7  16.7   9.4  10.5   9.5  11.0  12.2  17.7  13.0   1.4
20069  8  17.4  11.3  13.3   9.0  12.0  10.2  15.2  11.5   2.1
20069  9  13.9   9.9  13.5  13.7  16.2   8.7  11.7  12.3   2.1
20069 10  19.3  15.2  16.4  13.4  12.3   6.0   6.5  10.8   2.3
20069 11  15.4  14.4  20.7  16.6  13.1   6.4   6.3   7.1   3.2
20069 12  14.5  10.8  20.2  17.5  16.0   6.6   6.3   8.1   2.9
20069 13  16.5  12.5  16.6  13.9  13.5   7.3   9.2  10.5   2.5
20087  1   6.9   8.9  16.4  32.2  20.4   5.6   4.5   5.2   4.9
20087  2   8.0  10.3  16.5  29.8  19.6   4.6   4.0   7.1   4.5
20087  3   8.9  11.5  18.0  30.4  14.1   4.0   5.0   8.2   5.5
20087  4  12.5  17.3  20.4  19.7  12.1   5.1   5.4   7.5   3.5
20087  5  17.1  18.0  16.3  15.9  11.3   6.2   6.6   8.5   3.8
20087  6  20.9  12.0  10.9  11.5  13.2   8.3  10.4  12.8   3.5
20087  7  21.4   7.5   7.9  11.4  14.9   9.4  12.5  15.0   3.4
20087  8  18.9  10.0  10.3  12.9  14.2   9.2  12.0  12.4   4.5
20087  9  16.0   8.7  11.6  16.7  17.5   9.7   9.5  10.1   3.6
20087 10  12.4  14.6  21.6  18.2  13.3   6.3   6.2   7.3   3.3
20087 11   9.3  13.0  21.2  26.1  14.8   4.9   4.6   6.0   4.1
20087 12   8.1  10.1  18.4  30.5  17.4   4.5   4.9   6.1   4.9
20087 13  13.4  11.8  15.8  21.3  15.2   6.5   7.1   8.9   4.1
20292  1   1.0   9.9  19.5   8.2  12.1  30.5  17.6   1.2   7.8
20292  2   1.5  13.4  20.7   5.9   8.9  29.4  19.1   1.1   8.1
20292  3   1.7  14.2  22.4   7.0   9.5  25.3  18.6   1.3  10.2
20292  4   1.6  21.3  27.4   6.3   6.6  19.0  16.2   1.5   5.2
20292  5   3.5  22.8  26.9   4.7   6.7  14.1  18.3   3.1   4.5
20292  6   3.4  18.8  22.5   4.5   4.7  13.7  27.8   4.6   3.3
20292  7   3.7  15.6  27.9   3.6   2.9   9.6  32.3   4.5   2.8
20292  8   2.7  16.7  28.3   4.3   3.6  10.4  31.1   2.9   3.4
20292  9   4.2  14.0  17.3   9.0   9.2  17.0  23.3   6.0   3.2
20292 10   3.2  17.2  18.1  12.1  13.0  20.2  12.8   3.4   3.0
20292 11   2.5  15.5  20.3  10.5  12.3  24.1  13.2   1.7   4.9
20292 12   1.5  12.8  20.9   8.1  12.5  27.9  15.0   1.3   5.8
20292 13   2.5  16.0  22.7   7.0   8.5  20.1  20.4   2.7   5.2
20476  1   4.1   6.3   8.2  21.9  36.0  16.7   4.4   2.4   3.9
20476  2   4.1   8.4   9.2  19.7  35.0  16.0   4.6   3.0   4.8
20476  3   4.9   9.3   9.0  20.9  31.8  15.8   5.0   3.4   6.0
20476  4   8.0  19.0  13.6  15.5  20.8  11.8   6.7   4.6   4.8
20476  5  12.0  21.6  13.1  10.5  16.0  12.3   8.9   5.7   4.6
20476  6  15.4  17.8  11.2   9.3  11.7  12.3  12.7   9.7   2.9
20476  7  19.2  21.5   7.9   5.7   7.1  11.2  15.8  11.6   3.9
20476  8  14.2  24.3  11.0   8.4   9.1  12.0  13.3   7.8   3.7
20476  9  11.6  11.9  15.5  13.7  17.5  12.5   9.5   7.8   3.2
20476 10   8.2   7.2  15.6  20.7  23.7  10.2   7.6   6.7   2.5
20476 11   5.0   8.0  15.7  22.0  28.6  11.6   5.7   3.3   3.8
20476 12   4.8   5.2   9.0  21.2  35.5  15.8   5.5   2.9   3.7
20476 13   9.3  13.4  11.6  15.8  22.7  13.2   8.3   5.7   4.0
20667  1  11.9   8.0  13.5  17.2  24.0  10.6   9.2   5.5   3.2
