20069  1   6.2   5.9   6.1   6.8   8.2   6.6   6.7   6.5
20069  2   6.6   5.8   5.7   6.7   7.3   6.0   7.0   6.9
20069  3   5.9   5.6   5.7   6.7   7.3   5.7   6.9   7.0
20069  4   6.0   5.8   5.8   6.7   6.1   5.1   5.9   6.6
20069  5   5.6   5.5   5.5   5.9   5.9   4.6   5.4   6.2
20069  6   6.2   6.0   6.4   5.5   5.8   5.3   6.0   6.4
20069  7   5.9   6.0   5.9   5.5   5.6   5.0   6.3   6.9
20069  8   6.0   6.2   5.8   5.1   4.9   4.7   5.7   6.6
20069  9   6.6   6.3   6.5   7.0   6.6   5.8   6.1   6.9
20069 10   6.9   6.3   6.7   8.2   8.5   7.1   6.9   6.7
20069 11   6.2   5.7   6.2   7.5   7.7   7.1   7.1   6.5
20069 12   6.6   6.1   6.3   7.4   8.2   6.2   6.4   6.1
20087  1   6.1   5.3   5.2   6.9   6.7   5.5   4.3   5.6
20087  2   6.5   4.9   5.1   6.7   6.1   5.3   4.6   5.3
20087  3   6.0   5.0   5.4   6.8   5.8   5.3   4.5   5.3
20087  4   6.2   5.5   5.6   7.1   5.6   4.6   4.1   5.3
20087  5   5.3   5.1   4.7   5.8   5.2   4.2   4.0   5.1
20087  6   5.4   5.3   5.2   5.7   5.3   4.8   4.2   5.0
20087  7   5.4   4.9   5.5   6.1   5.0   4.6   4.0   5.1
20087  8   5.5   4.9   5.3   5.5   5.0   5.0   4.2   4.6
20087  9   6.5   5.6   5.3   6.8   5.9   5.0   5.1   6.2
20087 10   6.2   6.0   5.8   7.4   7.2   6.7   5.4   6.4
20087 11   5.8   5.6   5.2   7.1   6.3   6.4   5.2   5.2
20087 12   6.4   5.4   5.4   7.2   6.7   6.3   4.3   4.8
20292  1   4.9   6.7   5.0   3.7   4.7   8.3   8.3   4.6
20292  2   4.0   6.6   5.4   3.4   4.6   8.1   8.7   6.5
20292  3   5.5   6.9   4.4   3.2   4.7   7.9   8.3   4.9
20292  4   4.5   7.0   5.5   4.5   4.9   7.2   7.3   4.3
20292  5   4.1   6.7   5.9   3.8   4.2   5.9   6.0   3.6
20292  6   3.7   6.2   6.1   4.5   3.9   6.0   6.6   4.1
20292  7   4.2   5.3   5.0   4.1   4.8   7.1   7.2   4.2
20292  8   3.8   5.8   5.1   4.3   4.5   6.7   6.7   4.1
20292  9   5.6   6.4   5.7   4.3   4.4   6.4   7.1   5.2
20292 10   6.1   7.4   6.5   4.8   4.5   6.7   7.1   6.1
20292 11   5.5   6.5   5.4   3.7   4.8   6.9   7.6   6.4
20292 12   5.5   6.8   5.5   3.7   4.8   7.6   7.7   4.4
20476  1   7.1   6.8   4.6   6.8   8.3   9.8   6.4   6.0
20476  2   7.3   6.2   4.8   6.1   7.5   9.1   7.1   6.2
20476  3   6.8   6.1   4.3   5.9   7.3   8.3   5.4   5.6
20476  4   6.2   5.7   4.8   6.4   6.9   7.3   5.5   5.5
20476  5   5.7   5.8   4.4   5.2   6.3   6.1   5.1   5.1
20476  6   5.8   6.0   5.3   5.8   6.4   6.4   5.3   4.9
20476  7   5.0   5.2   5.6   6.0   6.0   6.1   4.7   4.6
20476  8   5.3   5.6   5.2   5.5   6.3   6.2   5.1   4.8
20476  9   6.2   6.2   5.0   5.7   6.7   6.9   6.4   6.5
20476 10   6.7   6.8   5.1   6.1   7.2   8.1   7.3   7.3
20476 11   6.5   6.2   4.4   5.9   7.6   8.4   7.0   5.8
20476 12   7.4   7.2   5.0   6.5   8.0   9.6   6.7   5.7
20667  1   6.0   5.4   5.2   6.4   6.4   6.5   5.7   5.7
20667  2   5.2   5.1   5.2   5.9   6.1   6.2   6.1   5.1
20667  3   5.4   5.5   5.8   6.4   6.3   5.9   5.7   4.7
20667  4   6.0   5.8   5.7   6.0   5.7   5.2   5.4   5.2
20667  5   6.0   5.8   6.2   6.6   5.7   5.1   5.2   5.6
20667  6   5.8   5.8   6.0   5.4   5.1   4.9   4.7   4.9
20667  7   5.8   5.8   5.6   5.7   5.3   4.5   4.1   4.5
20667  8   5.8   6.1   5.5   5.1   5.3   5.1   4.9   5.1
20667  9   6.2   5.7   5.4   5.8   5.7   6.1   5.9   5.8
20667 10   6.6   6.3   5.5   6.2   6.5   6.6   7.0   7.2
20667 11   6.1   6.0   6.2   6.7   6.4   6.8   7.2   5.9
20667 12   6.5   5.9   6.0   6.6   6.7   6.8   5.6   5.5
20674  1   7.8   5.8   4.8   4.9   9.0   7.9   6.4   6.8
20674  2   7.8   5.7   4.4   4.3   8.4   7.7   7.0   7.0
20674  3   6.8   6.0   4.6   4.7   7.8   7.3   6.3   6.9
20674  4   6.8   6.4   5.0   4.9   7.5   6.5   6.2   6.3
20674  5   7.0   6.8   5.3   5.1   7.1   5.9   5.5   5.7
20674  6   6.5   6.6   5.6   5.5   6.5   5.8   5.6   5.9
20674  7   6.2   6.0   4.7   4.7   5.7   5.2   5.2   5.8
20674  8   6.3   6.5   4.9   4.5   6.0   5.6   5.3   5.5
20674  9   7.2   6.7   5.1   5.0   7.2   6.8   5.4   5.6
20674 10   7.2   7.2   5.4   5.4   7.4   7.3   6.2   6.6
20674 11   7.0   6.7   5.0   5.1   7.8   7.0   6.2   5.8
20674 12   8.1   6.6   5.1   6.2   8.9   7.4   6.0   5.9
20744  1   9.7   7.3  13.7   9.4   8.9   9.3   8.6   8.6
20744  2  10.6   8.3  13.8   8.7   8.5   9.7   8.6   9.0
20744  3  10.0   6.3  14.0   8.4   7.8   8.4   8.0   7.6
20744  4   7.0   6.4  13.5   7.3   6.9   7.6   6.7   6.9
20744  5   6.6   5.8  12.0   7.7   5.9   6.1   5.4   5.8
20744  6   6.3   5.6  12.4  10.0   5.9   5.7   4.4   5.2
20744  7   6.0   5.0  11.7   8.6   5.7   5.3   4.4   4.6
20744  8   6.2   5.6  10.4   8.1   5.5   5.6   5.1   4.9
20744  9   7.0   6.0  10.3   7.7   6.7   6.5   6.2   6.2
20744 10   8.6   6.8   9.9   6.7   7.5   8.3   8.2   8.7
20744 11   9.3   7.4  11.5   7.5   7.9   8.3   8.5   8.7
20744 12   9.8   7.8  12.9   8.6   8.4   9.0   7.9   9.0
20891  1   3.6   3.4   3.3   4.3   4.0   5.4   7.4   5.0
20891  2   3.5   3.7   3.4   4.1   4.0   5.5   7.1   5.0
20891  3   4.0   3.9   3.9   4.8   4.5   5.5   6.2   4.7
20891  4   4.3   4.2   4.6   5.1   5.2   5.5   5.5   4.2
20891  5   4.1   4.5   5.0   4.6   4.4   5.2   5.1   3.9
20891  6   4.2   4.8   5.1   4.6   4.8   5.4   5.1   4.1
20891  7   4.0   4.6   4.9   4.4   4.5   4.7   5.1   4.3
20891  8   4.2   4.8   4.7   4.2   4.4   4.7   5.0   3.8
20891  9   4.0   4.4   4.2   4.2   4.3   5.1   5.1   4.2
20891 10   3.8   3.7   3.9   4.5   4.2   5.3   5.8   4.4
20891 11   3.4   3.7   3.5   4.3   3.9   5.0   6.6   4.3
20891 12   3.6   3.6   3.5   4.2   4.1   5.4   7.4   4.0
20982  1   2.5   3.7   2.9   2.5   2.7   3.2   6.7   4.7
20982  2   2.5   3.4   3.0   2.4   2.8   3.4   6.8   4.8
20982  3   2.8   3.4   3.5   2.7   3.0   3.8   6.6   4.5
20982  4   3.6   4.4   4.1   3.3   3.2   4.1   6.6   5.2
20982  5   3.7   4.2   4.4   3.2   3.0   4.0   6.2   4.7
20982  6   4.0   4.5   5.0   3.4   3.0   3.7   5.7   4.9
20982  7   3.9   4.3   4.5   3.3   2.5   3.5   5.3   4.8
20982  8   3.9   4.0   4.5   3.1   2.6   3.4   4.9   4.1
20982  9   3.6   4.1   4.0   3.0   2.7   3.5   5.4   4.3
20982 10   3.2   4.7   3.5   2.7   2.7   3.9   5.8   4.6
20982 11   2.9   4.0   3.2   2.5   2.5   3.3   6.1   4.2
20982 12   2.7   4.4   3.0   2.6   2.7   3.2   6.5   4.4
21432  1   5.4   4.6   4.7   5.1   6.3   7.2   6.2   6.4
21432  2   5.5   5.5   4.9   5.1   6.6   7.3   5.8   5.3
21432  3   4.8   4.8   4.4   5.5   6.5   7.3   6.4   5.8
21432  4   4.1   4.4   5.0   6.8   7.0   6.6   5.5   5.6
21432  5   5.0   5.4   5.9   6.9   6.4   6.3   5.4   5.4
21432  6   5.0   4.9   6.2   7.7   7.1   7.3   5.9   5.5
21432  7   4.7   5.3   6.7   8.0   8.0   7.1   5.5   5.1
21432  8   5.0   5.3   6.3   7.7   7.0   6.3   5.7   5.4
21432  9   6.9   6.2   5.2   6.1   6.4   6.3   6.6   7.1
21432 10   6.1   5.7   5.0   5.6   6.3   6.6   6.9   6.7
