20292     .      .      .      .      .      .      .      .      .      .      .      .      .      .     0.8    0.2     .      .      .      .      .      .      .      . 
20476     .      .      .      .      .      .      .      .      .      .      .     1.3    2.6    7.6    6.4    1.0    4.5    8.6     .      .      .      .      .      . 
20667     .      .      .      .      .      .      .      .      .      .      .     0.6    1.6    2.9    9.0    4.8    0.6    1.0    1.1     .      .      .      .      . 
20674     .      .      .      .      .      .      .      .      .      .     0.8    0.8    2.4    6.2   17.5   19.5    9.4    6.9    1.2     .      .      .      .      . 
20744     .      .      .      .      .      .      .      .      .     0.4    0.7    3.2    9.8   22.0   32.9   28.4    7.0    3.3    2.5     .      .      .      .      . 
20891     .      .      .      .      .      .      .      .     0.5    2.1   11.2   52.3  132.9  219.9  309.9  258.5  157.0  115.5   14.2     .      .      .      .      . 
20982     .      .      .      .      .      .      .      .     0.8    3.8   23.5   67.4  146.1  236.4  341.1  312.7  214.1  239.0   61.2     .      .      .      .      . 
21802     .      .      .      .      .      .      .      .     0.3    3.4   14.8   61.4  111.2  161.5  241.6  167.4  137.6   49.3   12.7     .      .      .      .      . 
21908     .      .      .      .      .      .      .      .     5.5   20.7   54.4  154.2  236.7  355.4  448.4  388.4  317.7   95.9   34.5     .      .      .      .      . 
21921     .      .      .      .      .      .      .      .     2.4    7.9   29.3  106.4  189.7  260.2  311.0  322.8  229.7  113.2   30.7    6.2     .      .      .      . 
21931     .      .      .      .      .      .      .     0.1    1.7    4.9   23.2   80.9  108.8  176.5  212.6  204.7  196.4   52.7    9.8     .      .      .      .      . 
21946     .      .      .      .      .      .      .      .     1.3    3.6   16.4   57.5   78.8  123.0  121.6   99.7   94.0   38.1    5.0     .      .      .      .      . 
22113     .      .      .      .     0.1    0.1    0.3    3.0   10.9   24.8   88.2  126.5  194.9  320.1  444.2  456.6  415.9  273.5  271.1  108.2   52.9   13.4     .      . 
22165     .      .      .      .      .      .      .     0.1    0.5    2.7    8.1   18.0   32.6   57.4   98.1   81.1   46.6   35.0   33.5    4.5     .      .      .      . 
22217     .      .      .      .      .      .     0.3    4.1   12.3   40.0  132.8  243.0  378.8  511.2  674.0  742.6  689.1  536.6  371.2  214.4   23.3   14.3     .      . 
22235     .      .      .      .      .      .     0.6    3.0   10.6   29.9  105.5  160.3  250.9  351.6  491.8  452.2  386.3  234.3  196.7   74.8   25.9     .      .      . 
22471     .      .      .      .     0.4    0.6    3.5    9.8   24.6   60.2  125.3  237.1  346.5  506.4  612.3  552.9  484.3  348.7  373.7  166.3  114.0   21.8     .      . 
22520     .      .      .      .      .      .     2.5    7.6   19.8   67.0  142.0  241.2  380.7  490.0  680.0  749.7  821.6  745.6  527.2  289.2   93.0   13.6   11.2     . 
22550     .      .      .      .     0.7    1.7    7.8   24.4   53.6  119.1  236.2  367.9  517.1  687.7  871.4  871.8 1000.4  811.0  490.4  310.6  122.8   30.6   10.7     . 
22619     .      .      .      .     0.2    1.2    3.9   20.9   59.9  140.4  285.4  411.0  568.0  718.2  922.1  982.5 1098.4  927.2  648.8  410.4  176.3   74.3     .      . 
22641     .      .      .      .     1.1    2.6    6.2   32.0   65.5  153.5  291.9  420.0  594.6  734.7  940.9 1033.5 1142.2  819.1  739.6  440.9  169.3   37.5   20.0     . 
22676     .      .      .      .     1.4    2.0    7.3   31.1   82.8  147.0  280.7  449.3  558.6  747.9  917.6  893.7  855.2  624.6  357.8  302.3  147.4   53.2     .      . 
22768     .      .      .      .     2.4    7.4   32.2   57.4  129.9  227.0  386.2  571.4  738.5  914.0 1075.9 1213.5 1281.6 1066.5  607.4  489.9  163.0   93.4   14.2     . 
22802     .      .      .      .     0.2    1.9   12.9   37.0  106.7  211.9  365.0  523.7  691.3  828.3 1049.7 1214.5 1325.9 1192.5 1036.8  559.0  301.5  195.4   24.7     . 
22820     .      .      .      .     0.9    3.2   12.6   38.5   98.6  198.2  355.4  501.5  668.6  798.3 1013.9 1137.1 1243.8 1045.7  881.5  439.3  245.9  133.4   65.8     . 
22837     .      .      .     0.2    1.8    6.1   27.0   70.2  134.1  237.9  390.4  575.4  749.9  906.7 1108.2 1232.0 1358.6 1213.5  942.5  514.8  290.6  206.2   27.1     . 
23022     .      .      .      .      .      .      .      .     0.3    0.5    2.1    8.4   17.3   34.2   37.6   45.3   28.2   20.5   11.2    2.5    1.8     .      .      . 
23032     .      .      .      .      .      .      .      .      .     0.9    1.6    9.5   17.1   39.2   55.5   68.6   31.1   29.0    4.5     .      .      .      .      . 
23058     .      .      .      .      .      .      .      .      .      .     7.0   26.5   94.1  185.6  280.1  253.1  160.9  126.5   47.7     .      .      .      .      . 
23074     .      .      .      .      .      .      .      .     0.5    0.1   17.3   65.6  157.4  253.9  365.2  416.2  253.6  248.5  111.5   10.9     .      .      .      . 
23205     .      .      .      .      .      .      .     1.4    5.2   15.6   48.2  118.2  185.6  277.9  356.8  364.8  313.2  197.3  149.8   29.9   34.8     .      .      . 
23242     .      .      .      .      .      .      .      .     0.3     .     4.1   21.6   76.3  156.8  244.5  264.0  227.6  151.7   59.6    7.2    9.5     .      .      . 
23256     .      .      .      .      .      .      .      .     1.9    1.5   30.0   94.2  206.1  321.9  415.0  421.8  382.7  265.3  131.6   10.4     .      .      .      . 
23274     .      .      .      .      .      .      .      .     4.2   13.5   65.8  159.5  297.0  426.5  593.3  613.9  498.3  433.8  228.2   61.3     .      .      .      . 
23324     .      .      .      .      .      .      .     1.4    6.9   21.7   68.4  159.7  272.9  384.6  514.9  524.4  446.4  269.4  145.8   31.6   25.2    9.1     .      . 
23330     .      .      .      .      .      .     0.2    0.1    4.3   13.9   48.2  142.9  246.1  374.0  507.0  507.8  471.2  308.5  165.6   37.4    8.4     .      .      . 
23383     .      .      .      .      .      .      .      .     1.3   11.2   38.4  111.0  225.1  356.5  463.2  506.1  319.1  234.2   73.6   12.7     .      .      .      . 
23405     .      .      .      .     0.7    1.1    2.5   12.9   27.5   62.7  134.1  258.4  366.9  513.6  614.2  621.7  545.6  429.1  269.8  141.4   63.6     .      .      . 
23445     .      .      .      .     0.2    0.2    0.5    3.0    5.1   38.4   87.9  204.3  348.8  492.4  628.3  654.3  610.2  405.0  191.7   81.3   45.7     .      .      . 
23463     .      .      .      .      .      .     0.2    2.7   12.2   38.6  101.3  196.7  349.0  455.3  610.1  604.0  505.7  321.7  189.7   73.1   21.4     .      .      . 
23472     .      .      .      .      .      .      .     3.0   10.8   36.2  104.9  207.4  397.9  544.8  723.9  770.8  699.7  517.8  330.7  127.7   23.2     .      .      . 
23552     .      .      .      .      .      .     0.1    1.2   10.1   39.7  101.5  225.8  394.3  541.4  704.2  730.5  673.3  518.2  266.4  133.0   35.4     .      .      . 
23631     .      .      .      .     0.7    0.4    2.8    5.9   27.5   75.8  177.4  338.2  484.5  644.7  791.8  783.2  851.5  681.1  284.8  158.0   55.7     .      .      . 
23662     .      .      .      .     0.3    0.4    0.6    2.4   17.0   67.9  143.7  271.2  452.6  600.6  782.4  780.2  734.8  567.9  312.7  238.5     .      .      .      . 
23678     .      .      .      .     0.1    0.6    1.2    5.7   25.1   78.4  186.3  325.2  498.3  691.9  827.8  964.2  954.7  760.1  457.3  239.4   14.3     .      .      . 
23711     .      .      .     0.1    1.1    3.3   12.5   26.5   56.6  132.1  276.3  415.3  564.9  709.0  874.5  893.9  887.3  673.1  333.9  234.6   57.4   38.0     .      . 
23724     .      .      .      .     1.5    2.3    8.7   16.1   61.0  140.7  289.9  446.6  597.4  753.3  935.3  935.8  971.8  815.3  324.4  220.2   83.2   62.4     .      . 
23734     .      .      .      .     0.6    0.6    5.0    9.6   43.0  113.2  243.4  405.7  566.3  751.9  876.9  888.2 1000.5  787.3  285.5  233.6   80.7   18.9     .      . 
23867     .      .      .     0.1    0.7    0.7    4.4   16.6   58.6  147.5  288.5  446.9  657.9  828.4 1017.2 1104.5 1103.1  864.6  513.9  268.8  155.5   21.8     .      . 
23884     .      .      .      .     0.1    0.5    0.9    9.3   40.9  124.2  258.7  413.1  602.0  780.9  986.0 1081.8 1126.7  907.4  482.2  265.4   35.0     .      .      . 
23891     .      .      .      .      .      .      .     4.9   28.3   96.5  204.0  356.6  534.2  719.9  893.3  904.0  934.9  482.8  154.9   48.2     .      .      .      . 
23914     .      .      .      .     1.6    9.3   22.9   53.2  116.9  225.9  399.9  563.3  736.0  900.8 1031.2 1074.8 1186.1  917.1  604.0  358.4  180.4   56.1     .      . 
23921     .      .      .     0.3    1.5    6.6   15.5   43.3  107.1  204.3  392.7  533.9  704.2  883.1 1062.9 1150.1 1240.3  909.4  513.0  309.9  152.9   44.0     .      . 
23933     .      .      .      .     1.3    2.8   11.4   26.2   70.2  173.9  330.1  508.8  692.9  871.9 1064.4 1131.4 1246.7 1062.6  539.7  318.6  201.4   39.2     .      . 
23955     .      .      .     0.2    1.2    1.1    6.1   20.4   70.4  167.8  326.2  483.1  672.7  863.6 1043.5 1149.7 1179.1  979.3  612.4  319.1  221.9   42.0     .      . 
23966     .      .      .      .     0.4    0.8    3.3   15.9   54.1  141.6  284.3  434.8  636.2  792.7  984.0 1026.7 1032.8  736.3  380.0  191.2   94.5   26.4     .      . 
23986     .      .      .      .      .      .     1.1    8.9   30.3   91.5  163.6  287.7  451.0  587.3  699.6  751.5  693.4  432.4  187.0  121.6     .      .      .      . 
