20292     .      .      .      .      .      .      .      .      .      .      .     0.1    0.0    0.4    1.1    0.6    0.7    0.2    0.3     .      .      .      .      . 
20476     .      .      .      .      .      .      .      .      .     0.1    0.0    2.3    5.5   11.7   14.8   18.9   26.4   14.7    4.7    1.3     .      .      .      . 
20667     .      .      .      .      .      .      .      .      .      .      .     1.0    2.9   10.2   25.2   35.4   30.8   23.1   14.0    8.2     .      .      .      . 
20674     .      .      .      .      .      .      .      .      .     0.0    0.9    2.4    6.5   15.5   35.0   40.0   49.9   39.3   18.7   10.3     .      .      .      . 
20744     .      .      .      .      .      .      .     0.0    0.1    0.4    2.8    9.6   27.4   54.0   87.8  112.3   92.5   99.8   58.9   32.7   12.1   16.3     .      . 
20891     .      .      .      .      .      .      .      .     0.6    2.9   19.4   69.1  136.6  223.1  307.0  351.0  358.3  314.3  164.0   42.2   12.1     .      .      . 
20982     .      .      .      .      .      .     0.0    0.0    1.7    6.3   29.7   82.8  159.0  240.8  332.5  400.2  386.5  371.6  210.6   88.3    8.4     .      .      . 
21432     .      .      .      .      .      .      .      .      .      .     0.1    1.3    3.0    4.1    5.2    5.5    6.5    4.5     .      .      .      .      .      . 
21802     .      .      .      .      .      .      .     0.0    0.5    5.0   24.6   70.1  129.0  199.8  278.5  290.3  299.3  250.8  140.6   36.0    7.3     .      .      . 
21908     .      .      .      .      .      .     0.1    0.7    7.8   30.3   77.1  148.9  236.9  338.0  432.0  440.1  463.5  378.1  224.0   84.8   21.2     .      .      . 
21921     .      .      .      .      .      .     0.0    0.3    3.6   13.8   52.2  119.8  190.1  261.6  336.4  411.3  412.6  392.1  198.7   52.9    4.0     .      .      . 
21931     .      .      .      .      .      .      .     0.2    2.2   11.7   36.8   91.7  147.2  201.6  255.8  297.4  310.7  256.4   92.4   39.8     .      .      .      . 
21946     .      .      .      .      .      .      .     0.2    1.5    8.5   29.2   70.1  137.9  174.4  211.4  209.4  223.2  114.7   62.5     .      .      .      .      . 
21982     .      .      .      .      .      .      .      .      .      .     0.2    0.1    0.8    1.0    1.8    2.6    4.5    3.3    4.1    3.6     .      .      .      . 
22113     .      .      .     0.0    0.3    1.0    2.7    8.4   19.3   50.8  104.9  172.6  244.6  325.7  414.8  489.7  553.5  588.4  573.6  417.6  305.6  186.9  107.5   31.9
22165     .      .      .      .      .     0.0    0.0    0.5    0.7    3.4   14.7   36.7   72.1  114.1  164.7  205.0  239.8  269.9  227.0  196.5  137.3   84.4   27.6   19.2
22217     .      .      .      .     0.1    0.3    2.3   10.7   29.4   70.0  138.9  221.9  313.2  413.1  522.6  612.1  687.8  747.6  712.2  534.6  379.8  272.9   95.1   20.1
22235     .      .      .      .     0.0    0.3    1.4    6.2   18.5   50.0  111.0  181.7  257.7  346.1  445.1  520.1  576.5  559.6  509.8  390.2  213.9  137.6   37.3   20.4
22471     .      .      .     0.0    0.5    1.7    4.5   18.7   35.0   81.3  150.5  237.9  327.9  427.9  535.7  625.3  692.4  721.3  649.1  499.9  318.4  251.6   87.4   43.3
22520     .      .     0.0    0.0    0.2    1.2    6.6   18.4   39.0   86.5  155.6  233.8  318.9  414.1  520.6  613.0  696.1  774.1  795.5  704.0  474.2  372.0  140.2   72.9
22550     .     0.0    0.0    0.1    1.0    3.7   13.6   38.6   80.4  143.4  230.7  330.1  436.0  550.4  674.9  777.1  864.3  942.9  923.4  819.6  545.2  333.0  111.5   52.6
22619     .     0.0    0.1    0.0    0.6    3.5   13.9   37.5   92.4  158.8  239.7  333.2  438.8  553.1  680.7  789.6  879.2  961.8 1021.8  885.2  598.4  580.6  168.6  139.1
22641     .     0.0    0.0    0.2    2.0    5.2   17.3   47.0   99.4  168.7  259.8  362.9  471.3  590.9  720.2  827.5  919.2 1004.3 1007.5  885.2  655.6  521.0  161.9   67.6
