20069 1   3   4   5   3   4   4   4   7   8   7   5   7
20069 2   5   4   4   4   4   4   9   7   8   8   5   4
20069 3   5   4   4   4   5   5   7   8   6   5   5   6
20087 1   3   3   4   2   2   3   5   7   8   5   3   3
20087 2   3   3   3   3   3   4   8   6   7   5   3   3
20087 3   5   4   3   4   3   6   9   9   6   3   3   3
20292 1   3   4   7   4   4   5  10   9  11   8   3   6
20292 2   6   5   4   4   4   7   9   9   6   7   4   3
20292 3   5   7   4   4   6   8  14  12   8   6   3   4
20667 1   4   5   5   4   5   5   6  10  10   8   7  10
20667 2   6   5   4   3   5   7   7   9   7  10   7   7
20667 3   6   4   4   4   5   6   5  13   8   8   8   5
20674 1   8  10   8   6   7   7  10  13  19  11   7  12
20674 2  14   9   6   7   7  10  11  15  11  12   7  10
20674 3  12   8   8   5   6  13  14  17  12  10   9   9
20744 1  14  11  13   7   7   7  11  10  17  13  10  12
20744 2  12  10   7   8   6   7  13  10  14  11   9  10
20744 3  14   7   7   5   7   9  11  11  13  11   6  15
20891 1   3   4   5   4   5   6  17  13  11   9   6   7
20891 2   4   4   5   6   6  15  14  13  11  11   5   6
20891 3   4   4   4   4   5  10  11  13  10   7   7   4
20982 1   6   5   6   5   9   7  16  11  14  14   8   7
20982 2   6   6   5   6   7  15  15  15  12  11   7   9
20982 3   6   4   5   6   8  15  15  18  12   9   9   8
21432 1   2   2   2   2   3   4  10   7   6   6   3   2
21432 2   2   2   3   3   3   6   9   8   5   4   3   2
21432 3   3   2   2   3   3   8  10   8   7   5   2   3
21802 1   3   3   3   3   4   5  13   9   6   7   4   4
21802 2   3   2   2   3   5   7   9  10   7   6   4   3
21802 3   3   3   3   4   4  10   8   9   7   5   4   2
21908 1   2   3   3   4   5   8  17  15   9   9   4   4
21908 2   2   2   3   4   8  14  12  14  11   8   5   3
21908 3   3   3   4   5   7  16  15  11  11   7   4   3
21921 1   5   6   5   5   6   7  18  18  12  14   9   7
21921 2   5   5   5   5   7  17  18  21  13  14   7   7
21921 3   5   5   5   4  11  13  18  17  16  13   7   7
21931 1   3   4   3   2   3   6  15  15  12   7   5   4
21931 2   3   3   2   2   4  12  13  12   7   7   5   3
21931 3   3   3   2   2   7  11  19  14   9   5   4   4
21946 1   5   5   3   3   3   5   9   9   7   7   6   3
21946 2   3   4   2   2   3  10  13  12   7   7   5   3
21946 3   5   3   3   3   6  14  14  14   9   6   4   5
21982 1   3   3   2   2   2   4   6   8   7   4   5   3
21982 2   3   3   2   2   2   4   5  11   7   4   5   2
21982 3   2   2   2   2   2   5  10  11   5   4   2   3
22113 1   9   8   7   8   7  15  20  26  18  15  15  12
22113 2  10   7   6   8  10  20  24  19  18  13  13  11
22113 3  10   7   7   8  13  22  21  23  16  17  13  11
22165 1  17  12   9   8   7  10  10  13  14  16  14  13
22165 2  13   9  11   7   7  11  11  14  15  14  15  13
22165 3  12   7   8   7   8  10  10  18  17  20  12  14
22217 1  11  11  10   9  10  18  24  19  18  18  19  12
22217 2  13   9   9   9  11  20  24  16  18  13  14  12
22217 3  14   8  11   9  19  14  21  22  16  19  13  12
22235 1  10   9   9  11  11  17  21  19  16  17  15  13
22235 2  10   8  10  10  11  20  19  22  17  13  15  11
22235 3  13   7  11  10  18  18  24  27  13  18  12  10
22471 1  10  10   9  11   9  16  26  24  22  19  14  15
22471 2   9   8   9   8  14  19  15  20  20  18  14  13
22471 3  11   7   9   9  14  16  20  32  19  21  14  14
22520 1   8   7   7   9  11  20  20  18  19  20  12  12
22520 2   7   6   7   9  10  18  15  20  22  17  14   9
22520 3  10   4   9   9  20  17  17  25  13  15  15   8
22641 1  13  13  11  11  10  15  19  25  23  22  17  15
22641 2  12   9   9   9  12  22  24  24  23  24  18  15
22641 3  13   8   9  10  16  18  22  28  20  23  20  14
22676 1  11  10   8  10  12  18  22  23  18  18  14  14
22676 2  10   8   7  12  15  20  21  22  18  19  14  13
22676 3  13   8   9  11  21  19  27  30  19  18  16  13
22768 1  11  10   8  11  10  19  30  24  15  16  13  12
22768 2   9   7   7  11  16  23  19  27  17  16  14  12
22768 3  12   8  10  13  20  24  23  31  18  16  13  12
22802 1  13  14  10  14   9  15  18  28  22  19  22  21
22802 2  15  10   8  10   9  18  20  26  29  20  23  18
22802 3  13   8  17   8  17  21  19  25  18  23  19  18
22837 1  14  13   9  13  14  16  23  29  23  25  21  17
22837 2  14   9   8  12  13  22  21  29  21  25  21  18
22837 3  15   9  13  11  19  30  28  29  23  28  19  19
23022 1  12  10   8   5   6  12  11  12  19  17  13  14
23022 2  12  10   7   8   9   9  19  16  13  11  12  12
23022 3  10   8   7   6   7  13  18  19  15  15  12  13
23032 1   8   6   5   5   5  11   9  12  14  10   7   7
23032 2   7   7   5   6   6   7  13  11  10  10   8   8
23032 3   7   5   5   5   7   7  13  20  12  10   8   7
23058 1   4   4   4   4   6   9  10  13  14  11   5   5
23058 2   5   4   4   5   4  10  14  16  11   8   6   5
23058 3   5   4   4   4   7  10  13  20  12   8   5   5
23074 1  13  12  13  10  12  10  15  15  19  19  14  14
23074 2  13  13  11  11   8  15  17  19  12  19  16  20
23074 3  15  14  11  10  10  13  12  23  17  18  15  17
23205 1  10   8   8  10   9  15  18  18  20  15  13  13
23205 2   8   8   8   8  12  13  14  21  16  15  15  10
23205 3   8   7   8  10  13  14  20  26  16  17  11  11
23242 1   7   7   7   8   6  10   7  11  14  12   8  10
23242 2   9   7   8   8   9  12  13  15  10  12  10  11
23242 3   9   6   6   7  11   9  11  22  14  12   7   8
23256 1   8   8  10  10  10  16  15  17  17  14  10  11
23256 2  11  10   8   9   8  18  15  20  10  15  12  14
23256 3  11   9   9   7  12  13  16  25  16  15   9  11
23274 1  10   8  10   9   9  14  17  14  21  19  13  12
23274 2   9   9   8  10   7  21  17  22  16  22  14  15
23274 3  10   8  10   9  11  19  17  23  17  19  15  13
