20069   2.2   3.8   3.6   3.5   1.4   0.8   1.0   0.6   1.5   3.7   4.4   4.6
20087   2.1   3.5   3.0   3.1   1.2   1.0   1.2   0.7   1.6   3.8   4.1   4.1
20476   2.0   4.1   3.2   3.3   1.2   1.5   1.8   1.5   1.9   3.6   4.3   3.7
20667   4.0   3.5   1.7   3.3   1.6   1.0   1.6   1.6   1.2   2.7   4.4   4.3
20674   3.0   3.8   3.0   3.8   1.7   1.9   1.3   1.4   1.9   3.3   4.4   3.7
20891   3.3   4.3   3.4   3.0   1.8   2.3   1.8   1.3   1.8   2.9   3.8   4.0
20982   4.7   4.8   4.0   3.9   2.2   2.9   1.9   1.8   1.9   3.6   5.1   4.8
21802   3.0   4.7   3.1   2.6   1.5   2.6   2.3   1.4   1.6   3.1   4.1   5.2
21908   3.9   2.9   3.4   2.6   2.3   3.4   2.0   1.3   1.5   3.2   4.1   4.7
21921   3.2   2.8   3.5   1.7   1.8   2.9   2.8   1.5   1.2   2.9   3.6   5.1
21931   2.3   3.3   3.9   2.3   2.1   1.9   2.3   1.9   1.2   1.9   2.9   4.3
21946   2.4   3.8   3.3   1.9   2.1   2.0   2.2   2.2   1.5   2.0   2.5   3.3
22165   3.6   3.9   2.1   2.2   1.5   1.7   1.8   1.2   1.2   1.7   2.0   1.9
22217   4.0   4.9   2.6   1.7   1.6   1.8   2.0   1.5   1.2   2.4   3.0   4.3
22235   4.5   4.8   3.0   2.0   2.1   3.1   2.2   1.3   1.5   2.4   3.4   4.3
22471   5.1   5.3   2.6   2.2   2.2   2.2   2.7   1.3   1.7   2.3   3.6   3.4
22520   4.0   4.3   2.5   2.0   1.7   2.4   1.7   1.5   1.4   1.9   2.6   3.3
22550   4.4   5.3   2.4   2.0   2.4   2.2   2.3   1.3   1.7   1.9   3.6   3.3
22619   4.6   4.8   2.4   2.2   1.9   2.2   2.0   1.5   1.4   1.8   2.7   3.4
22641   4.7   5.1   2.4   2.1   2.2   2.1   2.2   1.2   1.7   1.9   3.2   3.5
22676   4.8   5.9   2.3   2.3   2.2   2.4   2.4   1.2   1.7   1.9   3.9   3.7
22768   4.3   5.0   2.2   2.6   2.2   2.2   2.2   1.3   1.6   1.8   3.6   3.4
22802   5.1   4.5   2.4   2.1   1.5   2.3   2.4   1.7   1.6   1.9   2.6   3.6
22820   4.5   4.7   2.1   2.1   2.0   2.3   2.0   1.6   1.6   1.8   2.7   3.6
22837   4.5   5.2   2.3   2.3   1.8   2.4   2.2   1.2   1.7   1.7   3.0   3.4
23022   4.6   5.2   3.6   4.0   1.7   1.6   2.3   2.0   1.3   2.2   4.0   2.7
23032   4.8   5.5   3.8   4.5   2.1   1.8   2.3   1.8   1.5   2.8   4.9   3.4
23058   5.4   4.7   3.8   4.0   1.7   2.5   2.2   1.9   1.3   3.5   5.1   4.7
23074   4.0   4.8   4.4   3.6   1.1   3.6   2.1   2.0   2.2   3.2   5.0   4.9
23205   5.4   6.4   3.2   3.7   2.8   2.6   2.8   1.9   1.5   2.7   4.4   4.1
23242   4.3   5.1   3.5   4.9   1.7   2.0   2.1   1.8   1.5   2.8   5.4   3.2
23256   4.4   4.9   3.4   3.3   1.6   2.9   2.4   2.1   1.6   2.8   6.2   3.8
23274   4.7   5.2   4.1   3.3   1.4   3.3   2.1   1.9   2.0   2.8   5.3   5.2
23324   4.9   5.8   3.2   4.2   3.3   2.9   2.7   1.7   1.5   2.7   4.8   4.3
23330   4.1   4.3   3.2   4.3   3.0   2.4   2.3   1.8   1.4   2.4   4.3   3.1
23383   4.8   5.5   4.4   3.0   1.5   2.9   2.0   1.4   1.7   1.8   5.3   5.3
23405   4.7   5.6   2.7   2.4   2.5   2.2   2.7   1.6   1.5   2.1   3.8   3.9
23445   4.6   5.4   3.7   4.4   2.8   2.9   2.5   2.0   1.6   2.4   5.1   4.0
23463   5.6   4.4   4.7   3.7   1.7   3.1   2.6   1.4   2.0   2.9   6.9   6.1
23472   4.8   4.7   3.7   3.3   1.7   3.4   2.1   2.0   1.9   2.1   5.1   4.8
23552   4.9   4.0   3.8   3.6   2.5   3.2   2.2   1.8   1.8   2.2   5.1   4.2
23631   3.7   5.1   3.0   3.6   2.7   2.6   2.4   1.7   1.5   2.2   4.0   3.8
23662   5.1   4.6   3.7   3.6   2.4   3.3   2.1   2.0   1.7   2.2   5.6   4.8
23678   5.1   4.1   3.5   2.7   2.3   3.9   1.9   1.8   1.6   1.5   5.1   4.9
23711   4.3   5.1   2.1   2.6   2.2   2.2   2.4   1.7   1.4   1.8   3.7   3.6
23724   3.1   5.0   2.3   3.6   2.2   3.1   2.7   1.7   1.4   2.1   3.7   3.7
23734   2.8   4.7   2.6   3.0   2.5   2.2   2.2   1.6   1.2   2.0   3.9   3.9
23867   4.3   4.4   3.8   3.0   2.4   3.1   2.0   2.1   1.7   1.6   4.3   4.1
23884   5.3   4.9   3.9   2.0   2.5   3.3   2.0   1.8   1.6   1.5   4.8   4.8
23891   4.6   4.9   4.6   2.0   1.9   2.8   2.2   1.8   1.6   1.6   5.1   5.0
23914   3.4   4.5   1.7   2.5   2.5   2.4   2.8   1.9   1.6   1.7   3.1   3.6
23921   3.1   4.3   1.9   3.3   2.1   2.6   2.6   1.8   1.4   1.7   3.7   3.6
23933   3.4   4.3   3.3   3.8   1.9   2.7   2.6   1.9   1.4   2.0   4.3   3.8
23955   4.1   4.3   3.8   3.3   2.1   2.7   2.3   1.8   1.6   1.5   4.1   4.0
23966   5.2   4.3   4.0   2.7   2.2   2.7   2.2   1.7   1.2   1.4   5.3   5.9
24125   3.5   3.4   3.7   2.6   2.5   3.4   2.4   1.5   1.7   2.9   4.2   4.3
24136   2.8   2.4   3.6   2.5   2.2   2.5   2.1   1.0   1.3   3.2   4.2   6.4
24143   3.6   3.0   4.0   1.7   2.2   2.7   2.3   1.4   1.2   2.7   4.3   4.0
24266   2.6   6.4   5.2   2.6   2.3   3.0   3.0   1.9   1.9   2.0   3.5   4.5
24329   3.8   2.9   4.0   2.3   2.1   2.4   2.2   1.5   1.4   2.8   4.3   4.5
24343   3.9   3.2   3.7   1.5   2.2   2.1   2.2   1.7   1.2   2.4   3.9   3.6
24382   3.7   3.3   2.6   3.2   2.7   2.2   3.0   2.2   1.9   2.6   3.3   3.4
24507   4.0   4.3   4.3   3.1   1.2   2.8   1.7   1.8   1.5   1.6   4.8   4.2
24606   4.9   5.8   4.7   1.5   2.3   2.9   2.3   1.7   1.5   2.1   4.9   5.5
24641   5.1   3.5   4.2   2.3   2.6   2.2   1.8   1.7   1.1   2.4   4.1   4.0
24661   3.5   3.1   3.5   1.9   2.1   1.4   1.8   1.3   1.6   2.3   4.6   3.2
24671   4.1   2.6   2.9   1.9   2.0   2.4   2.0   1.5   1.7   2.3   3.6   4.5
24688   5.0   4.6   4.3   2.9   2.3   1.9   2.6   1.4   1.9   3.4   4.2   3.8
24713   7.3   6.9   5.4   2.3   2.3   2.5   2.2   1.8   1.3   2.2   5.9   7.8
24738   5.3   4.1   4.4   2.3   1.8   1.4   1.8   1.6   1.1   2.1   4.5   5.1
24790   3.6   5.1   2.3   3.1   1.6   1.8   1.6   1.5   1.7   3.5   3.8   4.4
24817   7.5   5.9   5.4   2.6   2.2   2.5   2.0   1.7   1.4   2.0   5.4   7.2
24908   5.1   5.0   4.3   1.9   2.3   2.7   2.1   1.7   1.3   1.4   4.7   5.1
24959   3.8   2.5   3.5   2.1   1.4   2.1   1.6   1.8   1.0   2.6   2.7   2.7
24966   5.2   3.4   3.8   1.8   1.6   2.1   1.8   1.5   1.2   2.5   3.1   3.4
24967   5.1   3.8   3.2   2.1   1.6   2.0   1.9   1.6   1.2   2.0   3.0   3.8
25138   6.2   5.7   4.8   2.7   1.9   1.9   2.4   2.6   1.7   2.3   4.3   3.8
25206   3.2   4.3   2.9   2.8   2.0   1.4   2.4   2.1   1.4   2.0   3.3   3.6
25248   8.1   7.2   5.3   2.9   3.1   2.2   1.9   2.3   2.2   3.4   6.3   6.0
25325   3.0   5.5   4.2   2.5   2.1   2.1   2.1   1.8   1.0   2.0   3.5   3.1
25356   4.8   5.8   5.2   3.4   2.4   2.2   2.1   2.2   2.0   3.0   4.3   4.6
25378   3.8   4.7   4.2   2.1   1.7   1.6   1.5   1.5   1.5   1.7   2.7   3.3
25400   2.7   4.4   2.7   3.0   2.4   1.9   3.1   2.1   1.8   2.0   2.5   4.3
25428   3.6   5.8   4.9   2.7   1.9   1.7   1.6   2.2   1.4   2.5   4.3   3.6
25503   3.2   4.4   3.0   3.0   2.6   1.4   2.3   1.8   1.8   2.8   3.5   3.8
25538   4.8   6.4   4.4   2.7   1.3   2.5   1.4   2.1   1.4   2.3   4.3   5.1
25551   5.7   6.9   5.9   2.2   2.1   2.1   2.2   2.1   1.7   2.2   4.6   5.3
25563   3.9   5.8   4.9   2.5   2.2   1.9   1.9   1.5   1.5   1.8   3.5   4.3
25594   4.1   4.6   4.4   3.0   1.7   1.8   2.2   2.3   1.8   1.4   2.6   4.3
25705   4.1   4.6   3.0   2.7   2.5   2.0   1.9   1.9   1.8   3.1   3.3   4.4
25745   4.8   5.4   5.3   2.1   1.8   1.6   1.3   1.5   1.2   1.9   3.9   5.3
25927   2.9   4.0   3.4   2.4   2.1   2.4   1.5   1.2   1.2   2.2   2.7   2.7
25932   2.9   3.7   3.7   2.2   1.6   1.1   1.3   1.0   1.2   1.6   2.4   2.6
25954   3.0   3.9   3.9   1.8   1.7   1.5   1.4   1.4   1.2   2.1   3.0   3.4
25956   2.9   4.0   4.1   1.9   0.7   1.6   1.7   1.6   1.3   1.9   2.9   3.8
26063   3.8   4.2   2.1   2.0   2.2   2.7   2.2   1.9   1.7   1.9   2.6   3.0
26157   4.0   4.5   2.5   2.2   1.9   2.2   1.8   1.9   1.5   1.7   2.5   2.7
26275   3.6   4.8   2.3   1.9   1.9   2.6   2.2   1.9   1.6   1.7   2.9   3.0
26359   3.6   4.5   2.1   2.1   2.0   2.0   1.9   1.6   1.5   1.6   2.7   2.5
26781   3.2   4.5   2.2   2.0   1.7   1.7   2.5   1.8   1.6   1.4   2.8   2.8
26997   3.3   4.4   2.5   2.0   2.0   2.7   2.5   1.6   1.7   1.1   3.0   2.7
27037   3.6   4.6   1.9   2.0   2.3   2.7   2.6   1.4   1.6   1.6   3.4   3.4
27051   3.7   4.6   1.9   2.1   2.0   2.3   2.1   1.3   1.5   1.5   3.0   3.5
27333   3.2   4.1   1.6   2.2   1.8   2.4   2.6   1.0   1.7   1.5   3.0   3.3
27459   3.5   4.2   1.9   2.1   1.7   2.6   1.8   0.9   1.8   1.4   2.7   2.0
27595   3.1   4.1   2.2   2.7   2.4   2.7   2.3   1.6   1.9   1.3   2.8   3.4
27612   3.2   4.4   2.4   2.1   1.7   2.6   1.9   1.2   1.4   1.3   2.9   3.0
27648   3.2   4.2   2.3   2.0   2.1   2.9   2.6   1.4   1.5   1.1   3.0   3.1
27675   3.4   4.1   2.2   2.0   2.6   2.9   2.5   1.2   1.8   1.4   3.0   3.4
27707   3.2   4.4   2.6   2.1   1.6   2.6   2.6   1.4   1.6   1.3   2.8   2.7
27823   3.1   4.2   2.6   2.4   2.1   3.3   2.2   1.3   1.8   1.1   3.0   2.8
27857   3.3   4.8   3.1   2.2   2.6   3.2   2.5   1.7   2.0   1.2   3.1   3.3
27995   3.1   4.3   3.1   3.3   2.6   2.8   2.4   1.3   1.9   1.3   3.0   3.5
28009   3.9   4.6   2.3   2.8   2.1   1.9   2.2   1.2   1.4   1.6   3.3   3.5
28064   2.7   4.2   2.9   3.3   2.2   2.3   2.5   2.2   1.2   1.7   3.6   3.7
28138   3.1   4.3   1.9   2.4   2.4   2.5   2.5   1.8   1.5   1.5   3.6   3.8
28224   3.1   4.2   2.3   3.0   2.1   2.6   2.7   1.9   1.6   1.5   3.2   3.4
28255   2.3   4.3   2.3   3.4   2.0   2.4   2.4   2.0   1.4   1.5   4.0   3.6
28275   2.5   4.0   3.0   3.5   2.5   2.4   2.3   2.0   1.3   1.6   3.8   3.8
28418   3.3   3.8   2.1   3.2   2.3   2.7   2.6   1.5   1.7   1.2   3.0   3.2
28434   3.5   3.9   3.0   3.4   2.3   3.1   3.0   2.0   1.4   1.3   3.6   4.2
28493   3.1   3.8   3.3   3.0   2.4   2.5   2.7   1.6   1.4   1.3   3.9   3.9
