20069  1.37  1.24  0.86  0.06   .     .     .     .     .     .    0.01  0.43
20087  1.97  1.69  1.32  0.05   .     .     .     .     .     .    0.07  0.50
20292  2.52  2.27  1.12  0.03   .     .     .     .     .     .    0.04  0.50
20476  3.06  3.28  2.14  0.22   .     .     .     .     .     .    0.17  1.54
20667  1.49  1.68  0.59  0.01   .     .     .     .     .     .    0.03  0.36
20674  1.38  1.49  0.42   .     .     .     .     .     .     .    0.04  0.37
20744   .     .    0.01   .     .     .     .     .     .     .     .     .  
20891 11.68  9.54  4.83  0.23   .     .     .     .     .     .    2.84  7.66
20982 11.20  9.53  4.52  0.16   .     .     .     .     .    0.06  3.67  8.00
21432  2.37  2.41  0.87  0.05   .     .     .     .     .    0.01  0.01  0.38
21802 14.81 12.10  6.49  0.27   .     .     .     .     .    0.03  4.30 10.90
21908 19.44 15.04  8.03  0.55   .     .     .     .     .    0.16  8.95 17.04
21921 16.56 11.97  4.61  0.17   .     .     .     .     .    0.04  5.92 13.83
21931 14.04 10.54  4.16  0.19   .     .     .     .     .     .    2.33  9.60
21946 10.99  8.68  2.23  0.08   .     .     .     .     .     .    1.07  7.61
21982  0.12  0.39  0.12   .     .     .     .     .     .     .     .    0.11
22217  0.03  0.02   .     .     .     .     .     .     .     .     .     .  
22235  0.33  0.22  0.05   .     .     .     .     .     .     .     .    0.13
22471  0.35  0.12   .     .     .     .     .     .     .     .     .    0.18
22520  0.02   .     .     .     .     .     .     .     .     .     .     .  
22550  0.11  0.02   .     .     .     .     .     .     .     .     .    0.04
22619  0.02  0.02   .     .     .     .     .     .     .     .     .     .  
22641  0.10  0.01   .     .     .     .     .     .     .     .     .    0.03
22676  1.75  0.96  0.13   .     .     .     .     .     .     .    0.07  0.45
22768  0.32  0.12  0.01   .     .     .     .     .     .     .    0.04  0.06
22802  0.03  0.01   .     .     .     .     .     .     .     .     .     .  
22820  0.08   .     .     .     .     .     .     .     .     .     .     .  
22837  0.20  0.10  0.01   .     .     .     .     .     .     .     .    0.04
23022  0.10  0.19  0.03   .     .     .     .     .     .     .     .     .  
23032  1.12  1.23  0.37   .     .     .     .     .     .     .     .    0.28
23058  5.98  4.43  1.47  0.07   .     .     .     .     .     .    0.19  2.21
23074  7.44  5.62  2.87  0.09   .     .     .     .     .     .    1.46  5.12
23205  1.04  0.82  0.18   .     .     .     .     .     .     .    0.01  0.36
23242  2.76  3.13  0.81   .     .     .     .     .     .     .    0.03  0.86
23256  5.39  4.47  1.34  0.04   .     .     .     .     .     .    0.65  3.06
23274  8.19  6.10  2.03  0.08   .     .     .     .     .     .    2.06  6.30
23324  2.37  1.53  0.58  0.01   .     .     .     .     .     .    0.27  1.33
23330  2.90  1.72  0.44   .     .     .     .     .     .     .    0.17  1.35
23383 16.70 12.79  5.18  0.22   .     .     .     .     .    0.03  5.44 13.72
