20069   4.2   3.6   3.9   3.5   3.2   3.4   4.7   5.8   6.3   5.7   4.4   5.0   4.5
20087   3.6   3.2   3.0   2.8   2.3   3.9   5.5   6.6   6.2   4.4   3.1   3.0   4.0
20292   3.5   4.0   4.7   3.9   3.9   4.3   6.8   7.4   7.9   6.7   3.7   4.0   5.1
20476   5.2   5.2   5.0   3.9   2.7   4.3   5.5   6.8   6.9   5.7   4.5   5.6   5.1
20674   8.5   7.6   7.4   6.0   4.9   6.1   7.4   8.6  11.6  10.6   7.4   8.6   7.9
20744   8.8   8.8   7.8   6.1   6.4   6.6   7.2   8.2  10.3   9.8   7.9   9.2   8.1
20982   5.5   5.3   5.5   5.3   5.4   8.2   7.6   9.6   9.4   9.9   7.3   7.2   7.2
21432   1.9   1.7   2.1   1.8   2.7   4.9   6.8   6.0   5.9   4.6   2.2   1.6   3.5
21908   2.3   2.4   3.5   4.0   5.2   7.1   7.5   7.8   7.6   8.3   4.9   4.0   5.4
21921   5.6   5.8   5.6   4.3   5.3   7.5   9.0   9.4   9.4  11.9   9.3   8.2   7.6
21931   2.7   3.5   2.8   2.5   4.7   6.3   7.9   7.5   7.9   6.3   4.4   3.7   5.0
21946   4.6   3.9   2.9   2.0   3.2   5.9   6.2   7.0   6.6   7.4   5.4   3.7   4.9
21982   2.8   2.2   1.9   1.9   1.8   3.5   5.1   7.1   4.7   3.8   4.2   2.5   3.5
22113   9.0   7.1   6.2   7.2   7.7  10.0  10.1  11.2  10.5  11.2  10.1  10.1   9.2
22165  12.0   9.8   8.4   6.8   6.5   8.1   6.7   9.0  10.5  14.8  13.2  13.4   9.9
22217  10.3   8.0   8.4   7.6   8.3  10.1   9.6   9.5   9.7  10.1  10.9  10.1   9.4
22235   8.8   7.9   9.0   7.7   8.3  10.4   9.4  10.8  10.1  11.0  10.1   9.9   9.5
22471   9.6   8.5   8.0   7.0   8.8   9.2   9.0  11.4  12.2  13.6  11.1  11.9  10.0
22520   8.0   5.6   6.7   6.4   7.8   8.8   8.5  10.0  10.1  11.5  10.6   8.5   8.5
22550  10.6   8.7   8.2   7.4   8.7  10.2   9.2  10.5  11.7  13.9  13.5  12.8  10.5
22619   8.6   7.6   8.2   7.6   7.5  10.1   9.6  10.8   9.9  11.7  11.0  10.3   9.4
22641  10.0   8.1   8.2   6.8   8.2   8.8   8.8  10.1  11.9  14.1  13.0  12.2  10.0
22676  11.1   8.8   7.7   8.1   9.2   9.2   9.7  11.4  11.6  13.2  12.4  12.1  10.4
22768  10.8   7.9   7.4   7.7   9.2   9.9   9.4  11.0  10.4  11.6  10.8  11.9   9.8
22802  10.4   8.2   8.9   7.2   6.8   9.2   8.9  10.3  10.6  11.2  12.6  12.7   9.8
22820   9.5   7.9   8.6   7.5   7.6  10.0  10.5  11.3  11.3  11.6  12.0  12.1  10.0
22837  11.7   9.1   9.0   8.1   8.4   9.4  10.1  11.9  11.5  13.5  13.8  13.8  10.9
