20476     .      .      .      .      .      .      .      .      .      .      .     0.2    0.4    1.7    1.4    0.1    0.6    1.4     .      .      .      .      .      . 
20667     .      .      .      .      .      .      .      .      .      .      .     0.1    0.6    0.6    2.2    1.2    0.1    0.2    0.3     .      .      .      .      . 
20674     .      .      .      .      .      .      .      .      .      .     0.1    0.2    0.6    1.5    4.5    4.9    2.4    1.5    0.2     .      .      .      .      . 
20744     .      .      .      .      .      .      .      .      .     0.1    0.1    0.5    2.4    5.3    7.9    6.0    1.5    0.6    0.4     .      .      .      .      . 
20891     .      .      .      .      .      .      .      .     0.1    0.3    3.0   14.7   41.0   70.6   99.5   77.9   49.0   36.0    3.9     .      .      .      .      . 
20982     .      .      .      .      .      .      .      .     0.3    1.0    6.6   20.2   46.3   77.4  114.2   96.8   69.1   75.4   17.1     .      .      .      .      . 
21802     .      .      .      .      .      .      .      .     0.0    0.6    3.9   17.2   32.5   50.9   73.0   51.7   41.4   16.6    3.1     .      .      .      .      . 
21908     .      .      .      .      .      .      .      .     1.4    5.9   16.2   49.6   80.1  125.5  156.4  133.5  106.0   32.2   11.5     .      .      .      .      . 
21921     .      .      .      .      .      .      .      .     0.6    1.4    8.5   30.9   57.9   82.1   97.6   97.2   73.5   35.6    9.7    1.9     .      .      .      . 
21931     .      .      .      .      .      .      .     0.0    0.5    1.0    6.2   23.5   32.9   54.9   66.4   65.6   63.2   16.6    3.0     .      .      .      .      . 
21946     .      .      .      .      .      .      .      .     0.3    0.7    4.4   16.9   25.2   39.7   37.8   31.8   29.5   11.3    1.1     .      .      .      .      . 
22113     .      .      .      .     0.0    0.0    0.0    0.5    2.5    5.4   23.3   35.5   58.5  100.0  136.8  140.8  128.2   78.8   78.1   30.7   16.4    3.2     .      . 
22165     .      .      .      .      .      .      .     0.0    0.0    0.6    1.8    4.5    8.5   15.0   26.8   22.4   10.9    7.4    8.0    1.1     .      .      .      . 
22217     .      .      .      .      .      .     0.0    0.7    2.5    9.2   32.9   65.5  108.9  155.7  211.6  234.1  212.7  159.5  107.9   62.2    7.0    4.3     .      . 
22235     .      .      .      .      .      .     0.1    0.7    2.7    7.9   29.8   47.3   77.2  114.4  159.5  147.9  123.1   70.3   57.8   21.1    8.0     .      .      . 
22471     .      .      .      .     0.0    0.1    0.7    2.4    6.1   16.4   35.3   76.7  117.4  176.9  219.1  201.2  166.5  115.7  123.9   55.5   41.7    7.2     .      . 
22520     .      .      .      .      .      .     0.5    1.9    4.6   16.9   37.2   68.1  109.5  146.2  210.2  233.5  253.8  224.8  156.1   84.1   26.9    3.6    2.6     . 
22550     .      .      .      .     0.1    0.4    1.5    6.3   13.5   33.2   72.1  121.0  179.1  249.9  323.5  326.6  366.0  288.4  170.6  105.8   42.2    9.9    3.4     . 
22619     .      .      .      .     0.0    0.1    0.5    4.9   14.6   36.3   77.3  123.1  179.9  242.0  321.7  349.1  379.9  315.7  226.0  138.9   61.2   24.1     .      . 
22641     .      .      .      .     0.2    0.7    1.2    8.6   16.5   44.1   90.6  139.9  208.0  269.9  353.3  390.8  418.8  292.1  263.8  153.0   61.5   12.6    5.6     . 
22676     .      .      .      .     0.3    0.5    1.5    9.3   21.7   42.2   85.1  151.2  200.1  280.9  348.3  343.2  317.2  223.9  129.7  102.5   58.6   19.1     .      . 
22768     .      .      .      .     0.5    1.5    7.9   16.0   36.5   67.2  124.2  201.0  273.6  352.9  425.3  482.6  501.9  406.5  227.5  176.2   61.9   33.7    4.8     . 
