20069  0  82  81  81  84  89  92  95  95  92  86  84  82
20069  3  82  82  81  84  88  92  95  95  92  86  84  82
20069  6  82  82  82  84  87  91  94  95  92  86  84  82
20069  9  82  82  82  84  86  90  94  94  91  86  84  83
20069 12  82  82  82  83  86  90  94  94  91  86  84  82
20069 15  82  82  82  84  87  90  94  94  91  86  84  82
20069 18  82  81  81  84  88  91  95  95  91  86  84  82
20069 21  82  82  81  84  89  92  95  95  92  86  84  82
20087  0  81  81  81  83  87  91  95  95  92  86  83  82
20087  3  81  81  81  83  86  91  94  95  92  86  83  82
20087  6  81  81  81  83  85  90  94  94  91  86  83  82
20087  9  81  81  81  82  85  90  94  94  91  86  83  82
20087 12  82  81  82  83  85  89  94  94  91  86  83  82
20087 15  81  81  81  83  86  90  94  94  91  86  83  82
20087 18  81  81  81  83  87  91  95  95  92  86  83  82
20087 21  81  81  81  83  87  92  95  95  92  86  83  82
20292  0  83  83  82  84  87  91  94  95  91  87  84  83
20292  3  83  83  82  83  86  90  92  94  91  87  84  83
20292  6  83  83  82  83  86  89  92  93  90  87  85  83
20292  9  83  83  82  83  85  89  92  93  90  87  85  83
20292 12  83  83  82  83  86  89  92  93  91  87  85  83
20292 15  83  83  82  84  86  90  93  94  91  86  84  83
20292 18  83  83  82  84  87  91  94  95  91  87  84  83
20292 21  83  83  82  84  88  91  94  95  91  87  84  83
20476  0  81  81  80  82  87  91  93  94  91  86  84  83
20476  3  81  81  81  82  86  90  92  93  91  86  84  83
20476  6  81  81  81  82  85  89  91  91  90  87  84  83
20476  9  81  81  81  81  84  88  90  90  89  86  84  83
20476 12  81  80  81  82  84  88  90  90  89  86  84  83
20476 15  81  80  81  82  85  89  91  92  90  86  84  83
20476 18  81  80  81  82  87  91  92  93  91  86  84  83
20476 21  81  80  81  82  87  91  93  94  91  86  84  83
20667  0  83  82  83  85  89  93  94  94  92  88  87  85
20667  3  83  82  83  84  88  92  92  93  92  88  87  85
20667  6  83  82  83  84  87  91  90  90  91  88  87  85
20667  9  83  82  83  84  86  89  87  88  89  88  87  85
20667 12  83  82  84  84  85  89  87  88  88  88  87  85
20667 15  83  82  84  84  85  90  88  88  89  88  87  85
20667 18  83  82  84  85  87  92  91  91  91  88  87  85
20667 21  83  82  83  85  89  93  93  93  92  88  87  85
20674  0  84  83  85  85  89  92  93  93  90  87  86  84
20674  3  84  83  85  85  88  92  92  92  90  87  86  85
20674  6  84  84  85  85  87  90  90  90  88  87  86  85
20674  9  84  84  85  84  86  89  88  88  87  87  86  84
20674 12  84  84  85  84  85  89  88  87  87  87  86  84
20674 15  84  83  85  85  86  90  89  89  88  87  86  84
20674 18  84  83  85  85  87  91  91  91  89  87  86  84
20674 21  84  83  85  85  88  92  93  92  90  87  86  84
20744  0  78  77  78  77  81  84  85  87  86  83  80  78
20744  3  77  77  78  77  80  83  85  86  86  83  80  78
20744  6  77  77  78  76  79  82  83  84  85  82  79  78
20744  9  77  77  77  75  77  80  81  82  83  81  80  78
20744 12  78  77  76  74  77  80  80  80  82  81  80  78
20744 15  78  77  77  75  78  80  80  81  83  82  79  78
20744 18  78  77  78  77  79  82  82  84  85  82  79  78
20744 21  78  77  78  77  81  83  84  85  86  82  80  79
20891  0  76  78  79  81  84  78  77  86  89  85  81  77
20891  3  76  78  78  79  79  73  71  79  85  85  81  77
20891  6  76  78  77  75  75  68  64  72  78  83  80  77
20891  9  76  78  76  73  74  66  61  68  75  82  80  77
20891 12  76  78  76  73  75  67  61  69  77  83  81  77
20891 15  76  78  78  77  78  71  67  76  83  85  81  77
20891 18  76  78  79  80  83  77  74  84  87  85  81  77
20891 21  77  78  79  82  85  80  79  88  89  85  81  77
20982  0  77  77  78  80  82  80  82  90  90  84  80  78
20982  3  77  77  77  77  78  75  76  84  88  84  80  78
20982  6  77  77  75  72  72  70  69  75  81  82  80  78
20982  9  77  77  72  67  68  66  63  69  75  81  80  78
20982 12  77  77  72  68  69  66  63  68  75  82  80  78
20982 15  77  77  75  72  73  70  67  75  81  83  80  78
20982 18  77  77  77  77  79  77  76  84  87  84  80  78
20982 21  77  77  77  79  83  81  83  89  89  84  80  78
21432  0  81  81  82  83  87  90  90  92  90  87  84  81
21432  3  81  81  82  83  86  89  89  90  89  87  84  82
21432  6  82  81  82  83  85  88  88  89  89  87  84  82
21432  9  82  81  82  83  86  89  89  89  89  88  84  82
21432 12  81  81  82  84  87  90  90  91  90  88  84  82
21432 15  82  81  82  84  88  91  92  93  90  88  84  82
21432 18  81  81  82  84  88  91  93  93  91  88  84  82
21432 21  81  81  82  84  88  91  92  93  90  87  84  82
21802  0  73  74  75  78  83  78  80  88  89  84  78  75
21802  3  73  74  74  75  79  72  71  80  84  83  78  74
21802  6  73  73  72  72  76  68  64  71  77  82  78  75
21802  9  73  73  71  71  76  66  61  67  75  82  78  74
21802 12  73  73  73  73  78  68  63  71  79  83  78  74
21802 15  73  74  75  76  82  74  71  80  85  84  78  74
21802 18  73  74  75  78  84  80  81  88  88  84  78  74
21802 21  73  74  75  79  85  82  84  91  89  84  78  75
21908  0  72  73  74  75  74  69  74  85  87  83  76  73
21908  3  72  73  71  67  67  61  64  75  80  81  76  73
21908  6  72  73  67  59  61  56  57  66  72  78  76  73
