20069  0   2.1   2.0   2.1   2.2   6.1   7.1   7.2   7.4   7.7   4.8   2.9   2.4   4.5
20069  3   2.1   2.2   2.2   2.1   6.1   7.2   7.3   7.4   7.9   5.2   2.9   2.4   4.6
20069  6   2.1   2.2   2.0   2.0   5.8   7.2   7.3   7.4   7.7   5.6   3.0   2.6   4.6
20069  9   2.2   2.2   1.7   1.9   6.2   7.4   7.5   7.5   7.7   5.6   3.1   2.8   4.7
20069 12   2.2   2.0   1.6   2.0   6.0   7.3   7.3   7.6   7.8   5.4   3.2   2.8   4.6
20069 15   2.1   2.2   1.7   2.0   6.2   7.5   7.5   7.7   7.9   5.6   3.2   2.6   4.7
20069 18   1.9   2.0   1.9   2.1   6.2   7.5   7.5   7.5   7.7   5.2   3.0   2.6   4.6
20069 21   2.0   2.1   2.0   2.2   6.2   7.5   7.4   7.6   7.8   5.0   2.9   2.3   4.6
20087  0   1.8   1.7   1.7   2.1   5.1   6.6   6.3   6.7   7.2   4.6   2.7   2.2   4.1
20087  3   1.8   2.0   1.7   1.8   5.3   6.7   6.6   6.9   7.4   5.0   2.7   2.2   4.2
20087  6   1.9   1.9   1.5   1.8   4.9   6.3   6.3   6.5   6.8   4.8   2.8   2.3   4.0
20087  9   1.9   1.9   1.4   1.8   5.0   6.6   6.5   6.8   7.2   4.7   2.8   2.3   4.1
20087 12   2.0   1.8   1.5   1.8   5.0   6.3   6.4   6.3   6.8   4.5   2.8   2.1   3.9
20087 15   1.8   1.7   1.5   2.0   5.4   6.8   6.8   6.9   7.2   4.7   2.6   2.2   4.1
20087 18   1.8   1.7   1.5   2.1   5.2   6.6   6.7   6.7   7.1   4.5   2.7   2.2   4.1
20087 21   1.8   1.9   1.6   2.2   5.4   6.8   6.8   7.0   7.5   4.5   2.5   2.2   4.2
20292  0   1.9   2.1   2.0   2.8   6.2   7.3   7.1   7.9   7.8   6.2   3.2   2.3   4.7
20292  3   2.0   2.1   1.8   2.3   5.8   7.1   7.0   7.8   7.9   6.3   3.5   2.4   4.7
20292  6   2.0   1.9   1.7   2.1   5.7   6.8   7.0   7.4   7.6   5.9   3.7   2.3   4.5
20292  9   1.9   1.7   1.6   2.1   5.5   6.6   6.6   7.4   7.6   5.9   3.5   2.3   4.4
20292 12   2.0   1.7   1.7   2.3   5.6   6.8   6.7   7.5   7.9   6.0   3.4   2.2   4.5
20292 15   2.0   1.9   1.7   2.6   5.9   6.9   6.7   7.5   7.8   6.1   3.3   2.2   4.6
20292 18   2.0   1.9   1.9   3.0   6.2   7.2   7.0   7.9   7.8   6.0   3.1   2.1   4.7
20292 21   2.0   1.9   1.9   3.0   6.4   7.3   7.0   8.0   7.9   6.2   3.2   2.3   4.8
20476  0   1.3   1.2   1.5   2.0   5.3   6.8   6.2   6.7   7.2   4.9   2.6   1.7   4.0
20476  3   1.3   1.5   1.5   1.9   5.3   6.8   6.1   6.6   7.2   5.2   2.9   1.8   4.0
20476  6   1.4   1.5   1.4   1.7   5.1   6.7   6.3   6.6   7.2   5.2   3.1   2.0   4.0
20476  9   1.5   1.2   1.3   1.6   4.9   6.6   6.0   6.5   7.0   5.0   3.1   1.9   3.9
20476 12   1.4   1.2   1.3   1.6   5.0   6.7   5.8   6.4   7.1   4.9   2.8   2.0   3.9
20476 15   1.3   1.1   1.3   1.8   5.0   6.7   5.9   6.4   7.1   4.9   2.7   1.9   3.8
20476 18   1.2   1.0   1.2   1.7   5.1   6.8   6.1   6.3   7.0   4.9   2.5   1.7   3.8
20476 21   1.2   1.0   1.2   1.9   5.3   6.8   6.0   6.6   7.1   4.9   2.5   1.8   3.9
20667  0   2.2   2.0   2.3   2.5   5.7   6.1   5.0   6.5   7.1   6.2   3.6   2.8   4.3
20667  3   2.2   2.0   2.0   2.4   6.0   6.2   5.3   6.5   7.4   6.2   3.6   2.7   4.4
20667  6   2.4   2.2   2.1   2.6   5.6   6.4   5.1   6.7   7.2   6.4   3.7   2.8   4.4
20667  9   2.3   2.1   1.7   2.3   5.7   6.4   4.9   6.6   7.2   6.5   3.8   2.8   4.4
20667 12   2.3   2.0   1.8   2.4   5.8   6.2   4.8   6.6   7.2   6.2   3.7   2.9   4.3
20667 15   2.2   1.8   1.7   2.4   6.1   6.0   4.6   6.3   7.3   6.4   3.7   2.8   4.3
20667 18   2.3   1.9   2.2   2.5   5.9   6.1   4.9   6.5   7.2   6.2   3.6   2.7   4.3
20667 21   2.3   1.9   2.0   2.4   6.0   6.0   4.9   6.5   6.9   6.2   3.5   2.6   4.3
20674  0   2.7   2.7   2.9   3.4   6.9   7.6   6.4   7.1   7.9   6.7   4.2   3.5   5.2
20674  3   2.7   3.1   3.0   3.3   6.8   7.6   6.5   7.2   7.9   6.8   4.2   3.4   5.2
20674  6   2.9   2.8   2.5   3.2   6.5   7.4   6.5   7.2   7.8   6.6   4.4   3.4   5.1
20674  9   2.9   2.4   2.2   3.1   6.6   7.4   6.2   7.1   7.7   6.4   4.4   3.4   5.0
20674 12   2.8   2.2   2.3   3.2   6.6   7.3   6.0   6.9   7.7   6.5   4.3   3.4   4.9
20674 15   2.7   2.4   2.4   3.4   6.7   7.4   6.0   6.8   7.8   6.7   4.1   3.5   5.0
20674 18   2.7   2.5   2.6   3.5   6.9   7.5   6.3   6.8   7.8   6.7   4.2   3.4   5.1
20674 21   2.7   2.6   2.7   3.5   7.1   7.6   6.3   7.1   7.8   6.6   4.1   3.5   5.1
20744  0   3.8   3.6   3.8   4.1   5.8   6.3   5.8   6.3   6.4   5.2   4.8   4.3   5.0
20744  3   3.8   3.7   4.1   4.1   6.0   6.3   5.8   6.4   6.5   5.3   4.7   4.3   5.1
20744  6   3.9   4.0   3.9   3.7   5.8   6.1   5.7   6.3   6.4   5.6   4.7   4.4   5.0
20744  9   4.0   3.8   3.6   3.6   5.7   6.0   5.5   6.2   6.3   5.6   5.2   4.6   5.0
20744 12   4.0   3.4   3.6   3.6   5.5   5.8   5.2   5.8   6.3   5.8   5.1   4.5   4.9
20744 15   4.0   3.5   3.8   3.7   5.6   5.9   5.2   5.9   6.6   5.8   5.1   4.5   5.0
20744 18   3.8   3.6   3.9   3.9   5.6   6.0   5.5   6.1   6.6   5.5   4.8   4.4   5.0
20744 21   3.7   3.4   3.9   3.8   5.8   6.2   5.6   6.3   6.5   5.3   4.8   4.3   5.0
20891  0   1.1   1.1   1.1   1.5   3.8   4.8   3.5   4.3   5.1   3.8   2.0   1.2   2.8
20891  3   1.1   1.1   1.1   1.3   3.6   4.7   4.0   4.8   5.4   3.8   1.9   1.2   2.8
20891  6   1.2   1.0   0.9   1.2   3.5   4.8   4.2   4.9   5.4   3.5   2.0   1.2   2.8
20891  9   1.3   1.0   0.9   1.3   3.3   4.5   4.1   4.9   5.4   3.6   2.0   1.3   2.8
20891 12   1.2   1.0   0.9   1.4   3.4   4.2   3.8   4.5   5.2   3.8   2.0   1.2   2.7
20891 15   1.2   1.1   1.0   1.6   3.5   4.2   3.3   4.1   4.9   3.8   2.0   1.2   2.7
