20069  71.8  85.5  48.1  51.7  41.2  51.7 100.3  44.6  63.4  55.5  71.8  76.3
20087  59.4  63.4  51.7  44.6  48.1  34.9  41.2  38.0  38.0  55.5 261.8  55.5
20292  63.4  71.8  55.5  55.5  38.0  48.1  44.6  55.5  55.5  55.5  48.1  63.4
20476  85.5  76.3  90.3  55.5  55.5 237.5  41.2  80.8 105.6  55.5  71.8  76.3
20667  48.1  44.6  55.5  48.1  44.6  41.2  38.0  38.0  67.6  51.7  55.5  59.4
20674  71.8 105.6  59.4  76.3  55.5  67.6  44.6  55.5  80.8  55.5  59.4  71.8
20744 145.7 145.7 229.6 145.7 171.6 100.3 116.4  95.3 122.0 100.3 110.9 164.9
20891  51.7  41.2  41.2  41.2  41.2  44.6  41.2  34.9  41.2  31.9  38.0  67.6
20982 122.0  76.3  59.4  63.4  59.4  63.4  38.0  31.9  59.4  55.5  59.4  71.8
21432  48.1  41.2  55.5  48.1  48.1  55.5  55.5 270.2  55.5  44.6  51.7  63.4
21802  41.2 116.4 100.3  38.0  71.8  48.1  55.5  48.1  59.4  55.5  59.4  85.5
21908  21.4  31.9  29.1  26.4  26.4  31.9  34.9  19.1  14.8  41.2  16.9  41.2
21921  29.1  44.6  34.9  51.7  29.1  31.9  59.4  51.7  38.0  55.5  31.9  34.9
21931  34.9  38.0  80.8  34.9  48.1  51.7  59.4  38.0  51.7  44.6  48.1  38.0
21946  51.7  38.0  34.9  41.2  41.2  41.2  29.1  34.9  23.8  34.9  48.1  34.9
21982 100.3  80.8 100.3  59.4  44.6  41.2  55.5  51.7  67.6  63.4  80.8  63.4
22113  71.8  76.3  85.5  48.1  44.6  48.1  51.7  41.2  59.4  71.8  51.7  59.4
22165  85.5  76.3  76.3  59.4  51.7  59.4  41.2 100.3 214.3  55.5  95.3  59.4
22217  26.4  31.9  34.9  34.9  23.8  29.1  29.1  23.8  29.1  51.7  31.9  29.1
22235  34.9  34.9  38.0  29.1  34.9  34.9  29.1  29.1  23.8  38.0  31.9  34.9
22471  38.0  38.0  51.7  38.0  38.0  44.6  38.0  44.6  31.9  26.4  38.0  44.6
22520  44.6  44.6  76.3  31.9  51.7  51.7  41.2  41.2  48.1  76.3  38.0  44.6
22550  26.4  34.9  44.6  51.7  41.2  80.8  23.8  34.9  41.2  48.1  31.9  41.2
22619  48.1  51.7  38.0  26.4  48.1  34.9  31.9  38.0  34.9  44.6  38.0  38.0
22641  38.0  38.0  31.9  29.1  29.1  59.4  26.4  31.9  41.2  34.9  31.9  44.6
22676  31.9  34.9  26.4  23.8  31.9  44.6  44.6  31.9  23.8  31.9  26.4  31.9
22768  23.8  34.9  29.1  38.0  41.2  34.9  38.0  23.8  29.1  31.9  29.1  38.0
22802  44.6  38.0  31.9  31.9  31.9  26.4  29.1  26.4  31.9  31.9  31.9  31.9
22820  41.2  31.9  29.1  31.9  23.8  23.8  38.0  31.9  44.6  26.4  26.4  34.9
22837  26.4  26.4  29.1  51.7  26.4  51.7  48.1  29.1  38.0  34.9  31.9  41.2
23022  67.6  85.5  71.8  55.5  51.7  44.6  55.5  44.6  76.3  76.3 116.4  76.3
23032  76.3  55.5  76.3  51.7  51.7  51.7  59.4  55.5  55.5  63.4  76.3  51.7
23058  59.4  67.6  44.6  55.5  85.5  55.5  48.1  38.0  55.5  48.1  48.1  55.5
23074  51.7  44.6  55.5  71.8  71.8  59.4  44.6  38.0  41.2  48.1  55.5  44.6
23205  38.0  71.8  44.6  41.2  44.6  55.5  31.9  26.4  38.0  51.7 237.5  34.9
23242  55.5  55.5  51.7  55.5  67.6  51.7  44.6  34.9  48.1  48.1  44.6  48.1
23256  55.5  51.7  51.7  76.3 127.7  38.0  41.2  38.0  38.0  51.7  44.6  51.7
23274  23.8  38.0  38.0  38.0  31.9  41.2  51.7  31.9  41.2  26.4  26.4  34.9
23324  31.9  51.7  38.0  34.9  71.8  41.2  38.0  23.8  44.6  31.9  51.7  34.9
23330  41.2  55.5  41.2  44.6  48.1  48.1  38.0  29.1  41.2  41.2  48.1  48.1
23383  23.8  44.6  21.4  26.4 105.6  51.7  16.9  26.4  21.4  23.8  23.8  29.1
23405  48.1  34.9  31.9  44.6  48.1  44.6  34.9  29.1  29.1  34.9  26.4  31.9
23445  31.9  31.9  34.9  34.9  38.0  34.9  34.9  31.9  31.9  23.8  26.4  26.4
23463  12.9  21.4  26.4  34.9  26.4  26.4  34.9  16.9  16.9  16.9  26.4  14.8
23472  26.4  29.1  38.0  51.7  34.9  29.1  48.1  29.1  34.9  31.9  26.4  26.4
23552  26.4  51.7  38.0  44.6  26.4  31.9  29.1  23.8  41.2  23.8  29.1  34.9
23631  38.0  34.9  48.1  48.1  51.7  76.3  41.2  31.9  41.2  41.2  38.0  29.1
23662  26.4  26.4  26.4  38.0  26.4  44.6  31.9  23.8  26.4  21.4  26.4  19.1
23678  21.4  26.4  23.8  34.9  26.4  29.1  19.1  21.4  19.1  26.4  21.4  23.8
23711  38.0  31.9  23.8  41.2  29.1  31.9  26.4  23.8  26.4  26.4  23.8  23.8
23724  16.9  26.4  34.9  23.8  26.4  31.9  21.4  23.8  26.4  21.4  16.9  21.4
23734  38.0  23.8  44.6  38.0  51.7  34.9  44.6  26.4  34.9  26.4  38.0  21.4
23867  38.0  21.4  31.9  31.9 105.6  41.2  29.1  21.4  26.4  41.2  31.9  26.4
23884  19.1  29.1  16.9  31.9  21.4  23.8  48.1  12.9  19.1  19.1  12.9  26.4
23891  41.2  26.4  29.1  44.6  38.0  29.1  41.2  26.4  26.4  48.1  26.4  23.8
23914  26.4  21.4  23.8  26.4  41.2  51.7  38.0  44.6  21.4  26.4  23.8  80.8
23921  51.7  26.4  23.8  29.1  76.3  38.0  26.4  21.4  23.8  21.4  29.1  26.4
23933  21.4  21.4  23.8  38.0  26.4  26.4  38.0  26.4  26.4  31.9  21.4  23.8
23955  26.4  29.1  51.7  44.6  41.2  44.6  44.6  41.2  34.9  34.9  26.4  26.4
23966  12.9  19.1  12.9  19.1  14.8  12.9  16.9   9.5  12.9  12.9  21.4  12.9
23986  41.2  38.0  29.1  51.7  44.6  38.0  41.2  38.0  31.9  51.7  55.5  41.2
24125  21.4  34.9  31.9  26.4  29.1  23.8  41.2  38.0  21.4  26.4  29.1  34.9
24136  19.1  23.8  23.8  51.7  38.0  41.2  29.1  34.9  26.4  29.1  26.4  29.1
24143  29.1  38.0  38.0  51.7  26.4  51.7  34.9  26.4  48.1  41.2  38.0  59.4
24266  11.1  11.1  21.4  19.1  31.9  29.1  31.9  19.1  21.4  26.4  23.8  14.8
24329  21.4  12.9  19.1  41.2  31.9  26.4  26.4  31.9  38.0  21.4  21.4  21.4
24343  51.7  55.5  59.4  67.6  51.7  51.7  59.4  48.1  41.2  63.4  38.0  67.6
24382  14.8  16.9  23.8  23.8  26.4  23.8  26.4  26.4  31.9  26.4  23.8  26.4
24507  31.9  21.4  31.9  71.8  44.6  26.4  38.0  44.6  41.2  31.9  34.9  29.1
24606  38.0  21.4  29.1  59.4  55.5  44.6  41.2  38.0  29.1  38.0  34.9  31.9
24641  16.9  26.4  12.9  51.7  31.9  29.1  41.2  21.4  16.9  31.9  21.4  19.1
24661  55.5  41.2  34.9  51.7  38.0 100.3  51.7  38.0  51.7  48.1  38.0  85.5
24671  23.8  19.1  23.8  26.4  31.9  59.4  26.4  29.1  31.9  23.8  26.4  31.9
24688  12.9   6.6  19.1  26.4  41.2  41.2  29.1  21.4  19.1  21.4  14.8  12.9
24713  16.9  23.8  21.4  26.4  29.1  38.0  19.1  16.9  21.4  23.8  23.8  16.9
24738  12.9  19.1  23.8  38.0  34.9  29.1  26.4  23.8  26.4  38.0  59.4  16.9
24790  31.9  23.8  26.4  26.4  21.4  23.8  51.7  19.1  21.4  23.8  31.9  29.1
24817  21.4  21.4  19.1  26.4  26.4  26.4  21.4  23.8  19.1  34.9  26.4  16.9
24908  31.9  55.5  19.1  29.1  31.9  31.9  48.1  21.4  19.1  26.4  21.4  31.9
24959  14.8  14.8  21.4  31.9  29.1  29.1  26.4  26.4  19.1  34.9  14.8  19.1
24966   8.0   9.5  21.4  23.8  23.8  31.9  19.1  23.8  19.1  26.4  12.9  12.9
24967   8.0  16.9  38.0  34.9  31.9  59.4  23.8  16.9  19.1  51.7  14.8  19.1
25062  71.8  71.8  63.4  34.9  38.0  41.2  34.9  31.9  38.0  38.0  59.4  67.6
25138  31.9  26.4  31.9  31.9  38.0  34.9  31.9  29.1  23.8  34.9  31.9  44.6
25173  63.4  76.3  44.6  41.2  38.0  41.2  44.6  51.7  44.6  55.5  76.3  76.3
25206  14.8  12.9  16.9  19.1  34.9  14.8  23.8  14.8  12.9  38.0  12.9  12.9
25248  29.1  38.0  34.9  21.4  21.4  23.8  21.4  23.8  26.4  26.4  26.4  34.9
25282  59.4  59.4  51.7  55.5  44.6  34.9  51.7  41.2  51.7  95.3  80.8  76.3
25325  16.9  16.9  19.1  21.4  21.4  31.9  38.0  21.4  21.4  21.4  29.1  21.4
25356  23.8  38.0  38.0  23.8  23.8  26.4  21.4  26.4  26.4  38.0  55.5  29.1
25378 152.0 139.6  95.3  76.3  95.3  41.2  38.0  51.7  51.7  90.3 164.9  80.8
25399  90.3  95.3  80.8  85.5  55.5  55.5  59.4  76.3  63.4  80.8 116.4 116.4
25400  23.8  21.4  19.1  26.4  34.9  48.1  23.8  26.4  19.1  23.8  19.1  26.4
25428  23.8  31.9  21.4  38.0  31.9  38.0  26.4  34.9  38.0  26.4  21.4  21.4
25503  26.4  12.9  12.9  23.8  23.8  23.8  29.1  38.0  16.9  12.9  26.4  11.1
25538  26.4  38.0  48.1  38.0  31.9  41.2  23.8  23.8  21.4  21.4  29.1  51.7
25551  26.4  26.4  31.9  29.1  29.1  23.8  19.1  14.8  21.4  23.8  51.7  31.9
25563 164.9 133.6 116.4 127.7 152.0  76.3  48.1  63.4  76.3  95.3 185.3 192.4
25594  95.3  85.5  67.6  71.8  63.4  26.4  38.0  48.1  48.1  63.4  80.8  76.3
25677 105.6 116.4 105.6 122.0  76.3  67.6  59.4  80.8  76.3 105.6 127.7 127.7
25705  12.9 110.9  12.9  16.9  21.4  38.0  21.4  38.0  14.8  19.1  12.9  21.4
25745  85.5  67.6  67.6  95.3  44.6  31.9  26.4  29.1  44.6  51.7  67.6 105.6
25927 105.6 105.6 152.0 122.0  67.6  41.2  55.5  76.3  80.8 105.6  76.3 105.6
25932 122.0 100.3 105.6 105.6  71.8  51.7  51.7  51.7  85.5  95.3 105.6 105.6
25954  85.5  48.1  44.6  38.0  31.9  26.4  26.4  26.4  38.0  38.0  44.6  67.6
25956  76.3  67.6  85.5 100.3  85.5  41.2  48.1  38.0  44.6  55.5  71.8  80.8
26063  29.1  23.8  21.4  38.0  23.8  26.4  38.0  16.9  38.0  26.4  29.1  21.4
26157  38.0  34.9  34.9  38.0  31.9  29.1  41.2  55.5  38.0  29.1  44.6  38.0
26275  26.4  34.9  21.4  29.1  44.6  26.4  21.4  29.1  23.8  26.4  34.9  31.9
26359  41.2  29.1  23.8  19.1  26.4  26.4  19.1  34.9 122.0  26.4  34.9  26.4
26781  38.0  34.9  26.4  29.1  26.4  23.8  26.4  41.2  38.0  26.4  34.9  38.0
26997  41.2  41.2  31.9  38.0  31.9  34.9  26.4  38.0  26.4  29.1  26.4  34.9
27037  23.8  29.1  38.0  48.1  38.0  38.0  44.6  26.4  41.2  59.4  29.1  29.1
27051  21.4  26.4  34.9  31.9  34.9  31.9  38.0  23.8  26.4  59.4  41.2  26.4
27333  41.2  23.8  38.0  31.9  51.7  51.7  31.9  31.9  26.4  44.6  31.9  38.0
27459  26.4  23.8  31.9  26.4  29.1  29.1  44.6  29.1  21.4  29.1  26.4  51.7
27595  26.4  41.2  38.0  31.9  26.4  26.4  31.9  26.4  29.1  31.9  31.9  38.0
27612  21.4  26.4  21.4  29.1  26.4  21.4  51.7  29.1  34.9  23.8  29.1  31.9
27648  29.1  26.4  26.4  26.4  23.8  26.4  41.2  21.4  26.4  26.4  26.4  26.4
27675  41.2  67.6  55.5  38.0  44.6 105.6  26.4  51.7  48.1  41.2  55.5  34.9
27707  34.9  31.9  34.9  34.9  31.9  41.2  31.9  59.4  38.0  31.9  29.1  38.0
27823  38.0  38.0  31.9  26.4  41.2  51.7  26.4  38.0  29.1  41.2  34.9  76.3
27857  31.9  31.9  29.1  29.1 122.0  31.9  38.0  41.2  34.9  34.9  26.4  41.2
27995  31.9  31.9  26.4  29.1  31.9  29.1  26.4  26.4  23.8  38.0  38.0  34.9
28009  23.8  31.9  21.4  34.9  38.0  38.0  26.4  31.9  21.4  41.2  26.4  31.9
28064  31.9  29.1  38.0  26.4  41.2  38.0  31.9  26.4  34.9  29.1  26.4  26.4
28138  26.4  26.4  21.4  26.4  31.9  29.1  21.4  26.4  26.4  26.4  26.4  31.9
28224  31.9  38.0  26.4  38.0  38.0  38.0  31.9  26.4  26.4  23.8  31.9  38.0
28255  29.1  26.4  26.4  41.2  51.7  41.2  41.2  26.4  38.0  26.4  29.1  29.1
28275  31.9  38.0  44.6  31.9  38.0  29.1  26.4  26.4  29.1  29.1  26.4  41.2
28418  26.4  29.1  31.9  31.9  59.4  55.5  44.6  31.9  26.4  44.6  31.9  26.4
28434  21.4  26.4  21.4  41.2  41.2  31.9  21.4  19.1  23.8  31.9  21.4  21.4
28493  26.4  38.0  31.9  41.2  51.7  31.9  29.1  29.1  23.8  26.4  31.9  31.9
28552  31.9  38.0  38.0  38.0  76.3  44.6  29.1  31.9  26.4  29.1  26.4  29.1
28573  34.9  41.2  38.0  38.0  48.1  41.2  55.5  31.9  31.9  38.0  26.4  34.9
28666  34.9  48.1  38.0  41.2  48.1  26.4  34.9  38.0  34.9  26.4  34.9  51.7
28698  29.1  21.4  26.4  41.2  26.4 145.7  26.4  29.1  21.4  44.6  26.4  26.4
28704  38.0  38.0  41.2  38.0  38.0  51.7 139.6  26.4  51.7  41.2  55.5  59.4
28722  26.4  34.9  38.0  44.6  38.0  85.5  34.9  38.0  26.4  31.9  26.4  38.0
28748  38.0  38.0  38.0  67.6  71.8  44.6  51.7  38.0  51.7  38.0  31.9  38.0
29111  26.4  34.9  38.0  51.7  41.2  38.0  29.1  31.9  26.4  31.9  31.9  34.9
29231  21.4  51.7  26.4  41.2  38.0  26.4  31.9  26.4  31.9  31.9  44.6  55.5
29263  34.9  51.7  44.6  34.9  76.3  34.9  38.0  38.0  29.1  41.2  44.6  38.0
29282  51.7  51.7  38.0  51.7  41.2  41.2  51.7  38.0  44.6  38.0  34.9  41.2
29313  31.9  59.4  41.2  67.6  41.2  48.1  26.4  41.2  38.0  41.2  59.4  51.7
29328  31.9  34.9  38.0  55.5  80.8  34.9  29.1  48.1  31.9  26.4  44.6  51.7
29379  26.4  51.7  59.4  34.9  38.0  31.9  26.4  26.4  38.0  29.1  48.1  34.9
29570  44.6  34.9  38.0  34.9  31.9  23.8  34.9  34.9  34.9  41.2  55.5  38.0
