20069  1966 2013
20087  1966 2012
20292  1966 2013
20476  1966 2012
20667  1966 2014
20674  1966 2014
20744  1966 2013
20891  1966 2014
20982  1966 2014
21432  1966 2014
21802  1966 2014
21908  1966 2014
21921  1966 2014
21931  1966 2014
21946  1966 2014
21982  1966 2014
22113  1966 2014
22165  1966 2014
22217  1966 2014
22235  1966 2014
22471  1966 2014
22520  1966 2014
22550  1966 2014
22619  1966 2014
22641  1966 2014
22676  1966 2014
22768  1966 2014
22802  1966 2014
22820  1966 2014
22837  1966 2014
23022  1966 2014
23032  1966 2014
23058  1966 2014
23074  1966 2012
23205  1966 2014
23242  1966 2014
23256  1966 2014
23274  1966 2014
23324  1966 2014
23330  1966 2014
23383  1966 2014
23405  1966 2014
23445  1966 2014
23463  1966 2014
23472  1966 2014
23552  1966 2014
23631  1966 2014
23662  1966 2014
23678  1966 2014
23711  1966 2014
23724  1966 2014
23734  1966 2014
23867  1966 2014
23884  1966 2014
23891  1966 2014
23914  1966 2014
23921  1966 2014
23933  1966 2014
23955  1966 2014
23966  1966 2014
23986  1966 2014
24125  1966 2014
24136  1966 2014
24143  1966 2014
24266  1966 2014
24329  1966 2014
24343  1966 2014
24382  1966 2014
24507  1966 2014
24606  1966 2014
24641  1966 2014
24661  1966 2014
24671  1966 2014
24688  1966 2014
24713  1966 2014
24738  1966 2014
24790  1966 2014
24817  1966 2014
24908  1966 2014
24959  1966 2014
24966  1966 2014
24967  1966 2014
25062  1966 2014
25138  1966 2014
25173  1966 2013
25206  1966 2014
25248  1966 2014
25282  1966 2014
25325  1966 2013
25356  1966 2014
25378  1966 2014
25399  1966 2014
25400  1966 2014
25428  1966 2014
25503  1966 2014
25538  1966 2014
25551  1966 2014
25563  1966 2014
25594  1966 2013
25677  1966 2013
25705  1966 2014
25745  1966 2014
25927  1966 2014
25932  1966 2013
25954  1966 2012
25956  1966 2014
26063  1966 2014
26157  1966 2014
26275  1966 2014
26359  1966 2014
26781  1966 2014
26997  1966 2014
27037  1966 2014
27051  1966 2014
27333  1966 2014
27459  1966 2014
27595  1966 2014
27612  1966 2014
27648  1966 2014
27675  1966 2014
27707  1966 2014
27823  1966 2014
27857  1966 2014
27995  1966 2014
28009  1966 2014
28064  1966 2014
28138  1966 2014
28224  1966 2014
28255  1966 2014
28275  1966 2014
28418  1966 2014
28434  1966 2014
28493  1966 2014
28552  1966 2014
28573  1966 2014
28666  1966 2014
28698  1966 2014
28704  1966 2014
28722  1966 2014
28748  1966 2014
29111  1966 2014
29231  1966 2014
29263  1966 2014
29282  1966 2014
29313  1966 2014
29328  1966 2014
29379  1966 2014
29570  1966 2014
29594  1966 2014
29612  1966 2014
29645  1966 2014
29752  1966 2014
29789  1966 2014
29866  1966 2014
29939  1966 2014
30054  1966 2014
30089  1966 2014
30230  1966 2014
30252  1966 2014
30309  1966 2014
30372  1966 2014
30385  1966 2014
30393  1966 2014
30433  1966 2014
30521  1966 2014
30554  1966 2014
30612  1966 2014
30636  1966 2014
30650  1966 2014
30673  1966 2014
30710  1966 2014
30758  1966 2014
30777  1966 2014
30844  1966 2014
30879  1966 2014
30925  1966 2014
30935  1966 2014
30949  1966 2014
30965  1966 2014
31004  1966 2014
31088  1966 2014
31137  1966 2014
31168  1966 2014
31174  1966 2014
31253  1966 2014
31329  1966 2014
31369  1966 2014
31416  1966 2014
31439  1966 2014
31478  1966 2014
31707  1966 2014
31770  1966 2014
31829  1966 2010
31960  1966 2013
31961  1966 2013
31989  1966 2013
32027  1966 2014
32061  1966 2014
32076  1966 2014
32098  1966 2014
32099  1966 2014
32150  1966 2014
32165  1966 2014
32213  1966 2014
32252  1966 2014
32287  1966 2014
32389  1966 2014
32477  1966 2014
32509  1966 2014
32562  1966 2014
32618  1966 2014
34110  1966 2014
34123  1966 2014
34152  1966 2014
34163  1966 2014
34186  1966 2014
34579  1966 2014
34720  1966 2014
34740  1966 2014
34866  1966 2014
34880  1966 2014
34927  1966 2014
34949  1966 2014
35011  1966 2014
36038  1966 2014
36064  1966 2014
36096  1966 2014
36229  1966 2014
36259  1966 2014
36307  1966 2014
37001  1966 2014
37061  1966 2014
37107  1966 2014
37126  1966 2014
37228  1966 2014
37470  1966 2014
37472  1966 2014
37663  1966 2014
31152  1966 2014
