22217   3.0   2.3   1.9   1.6   1.4   2.5   4.9   7.0   7.6   6.8   5.2   3.9   4.0
22235   2.1   1.7   1.5   1.3   1.1   1.5   4.0   6.2   6.5   5.5   3.9   2.8   3.2
22471   3.2   2.7   2.3   1.4   1.0   1.5   2.8   4.4   5.3   5.4   4.7   3.8   3.2
22550   4.6   4.0   3.5   3.1   2.8   3.3   4.7   6.4   7.3   7.3   6.5   5.5   4.9
22641   4.8   4.3   3.9   3.5   3.3   4.0   5.3   6.6   7.4   7.3   6.5   5.6   5.2
22676   3.9   3.1   2.5   2.2   2.1   3.4   5.7   7.7   8.5   8.0   6.5   5.1   4.9
22768   4.5   3.9   3.5   3.0   3.3   5.1   7.2   8.8   9.1   8.2   6.6   5.4   5.7
22820   4.6   3.8   3.1   2.6   2.5   3.8   6.0   7.9   9.0   8.8   7.5   5.9   5.5
22837   5.3   4.6   4.0   3.6   3.8   5.0   6.6   8.2   8.9   8.5   7.5   6.3   6.0
23205   2.2   1.7   1.3   1.1   1.0   1.2   3.0   5.0   5.5   4.9   3.7   2.8   2.8
23274   0.4   0.3   0.2   0.2   0.2   0.2   0.2   0.7   1.4   1.3   1.2   0.7   0.4
23324   2.1   1.7   1.3   1.0   0.9   0.9   2.5   4.7   5.5   4.9   3.8   2.9   2.7
23405   3.4   2.9   2.5   2.2   2.0   2.3   3.8   5.5   6.3   6.2   5.1   4.2   3.9
23463   2.0   1.5   1.3   1.1   0.9   0.8   1.1   2.9   4.2   4.2   3.3   2.6   2.2
23472   2.8   2.4   2.0   1.7   1.4   1.2   1.2   2.4   3.7   4.3   4.0   3.4   2.6
23631   3.4   2.8   2.4   2.0   1.8   1.9   3.3   5.4   6.6   6.4   5.3   4.3   3.9
23662   2.7   2.1   1.8   1.5   1.3   1.7   4.1   6.3   6.8   5.8   4.4   3.4   3.5
23678   3.7   3.1   2.8   2.5   2.2   2.2   2.9   4.3   5.2   5.5   5.1   4.2   3.6
23711   4.4   3.8   3.5   3.1   2.8   3.5   5.3   6.8   7.6   7.2   6.3   5.2
23867   3.7   3.0   2.6   2.3   2.1   3.2   6.2   8.3   8.7   7.7   6.0   4.6   4.9
23884   3.8   3.1   2.6   2.2   1.8   2.8   6.1   9.0   9.7   8.3   6.3   4.8   5.0
23891   2.7   2.2   1.7   1.4   1.2   1.4   2.9   4.9   6.3   5.6   4.5   3.4   3.2
23921   3.7   2.8   2.1   1.7   1.6   2.2   4.6   7.0   8.0   7.5   6.2   4.8   4.3
23955   4.3   3.7   3.2   2.8   2.5   2.6   4.0   5.6   6.6   6.6   5.9   5.1   4.4
23986   2.6   2.1   1.7   1.4   1.2   1.9   4.4   6.5   6.9   5.8   4.3   3.3   3.5
24266  -8.3 -10.5 -12.1 -12.6 -10.9  -8.3  -5.9  -4.2  -3.3  -2.9  -3.4  -5.5  -7.4
24606  -0.3  -0.4  -0.8  -1.2  -1.2  -0.9  -0.7  -0.5  -0.4  -0.3  -0.3  -0.3  -0.6
24641  -0.0  -0.6  -2.1  -2.9  -1.1  -0.2   0.1   1.2   2.5   2.0   0.8   0.2  -0.0
24738   0.0  -0.3  -0.8  -1.0  -1.0  -0.8  -0.6   0.1   1.1   1.4   1.0   0.4  -0.1
24817   1.3   0.9   0.6   0.4   0.3   0.2   0.4   1.3   3.0   3.5   2.9   1.9
24908   1.9   1.3   0.9   0.5   0.3   0.2   0.2   1.3   3.1   3.9   3.5   2.7   1.8
24959  -0.6  -0.6  -0.7  -0.8  -0.9  -0.9  -0.9  -0.9  -0.8  -0.7  -0.7  -0.7  -0.8
24966  -0.5  -0.5  -0.6                                      -0.6        -0.5
25400  -0.0  -0.0  -0.0  -0.1  -0.1  -0.1  -0.1  -0.1  -0.1  -0.1  -0.0   0.0  -0.1
25551   2.7   2.2   1.8   1.4   1.1   1.7   2.2   3.8   4.7   4.6   3.8   3.2   2.7
25705   1.3   1.0   0.7   0.5   0.4   0.3   0.3   1.0   2.1   2.6   2.3   1.7   1.2
26063   7.8   7.2   6.6   6.0   5.7   6.2   7.1   8.2   9.1   9.5   9.3   8.7   7.6
26359   6.4   5.5   4.9   4.5   5.3   6.9   8.6  10.0  10.6  10.2   9.1   7.6   7.4
26781   6.6   5.7   5.0   4.6   5.0   6.5   8.1   9.7  10.3  10.0   9.0   7.8   7.3
27037   5.8   5.0   4.4   4.0   4.1   5.2   6.8   8.4   9.2   9.0   8.1   6.8   6.4
27051   5.1   4.4   3.8   3.5   3.7   5.2   6.9   8.5   9.1   8.7   7.3   6.0   6.0
27333   5.8   4.9   4.3   3.7   4.0   5.8   7.9   9.7  10.4  10.0   8.7   7.1   6.9
27648   6.2   5.3   4.7   4.1   4.5   6.2   8.1   9.7  10.5  10.2   9.0   7.5   7.2
27675   6.7   5.9   5.2   4.6   4.6   5.5   6.8   8.1   9.0   9.2   8.7   7.7   6.8
27707   6.2   5.4   4.8   4.3   4.9   6.6   8.3   9.8  10.4  10.1   8.9   7.4   7.2
27823   6.3   5.3   4.6   4.0   4.4   6.0   7.8   9.4  10.2  10.0   9.0   7.6   7.0
27857   6.7   5.6   5.0   4.6   5.4   7.3   9.3  10.9  11.4  11.1   9.8   8.2   7.9
27995   7.5   6.5   5.7   5.2   5.5   7.1   9.0  10.6  11.5  11.4  10.4   9.0   8.3
28064   5.0   4.3   3.7   3.3   3.0   3.2   4.5   6.2   7.2   7.4   6.8   5.9   5.0
28224   5.9   5.2   4.7   4.1   3.9   4.7   6.0   7.4   8.2   8.4   7.8   6.8   6.1
28275   4.7   3.9   3.3   2.8   2.5   3.3   5.3   7.2   8.3   8.2   7.2   5.9   5.2
28418   6.3   5.5   4.9   4.3   4.0   5.0   6.5   8.0   9.0   9.1   8.5   7.3   6.6
28434   5.8   5.0   4.4   3.9   3.6   4.2   5.5   7.0   8.0   8.2   7.7   6.8   5.9
28493   5.2   4.4   3.9   3.4   3.1   3.8   5.4   7.1   8.1   8.1   7.3   6.2   5.5
28666   5.1   4.1   3.3   2.8   2.7   3.7   5.4   7.1   8.1   8.3   7.5   6.3   5.4
28698   4.9   4.0   3.4   2.9   2.9   4.2   6.0   7.6   8.5   8.3   7.3   6.1   5.5
28704   6.7   5.9   5.3   4.7   4.6   5.3   6.5   7.9   8.7   8.9   8.4   7.6   6.7
29111   4.4   3.7   3.2   2.7   2.6   4.0   6.3   8.3   9.0   8.4   6.9   5.4   5.4
29231   4.4   3.7   3.1   2.7   2.6   3.9   6.6   9.0   9.7   9.0   7.3   5.6   5.6
29263   5.0   4.4   4.0   3.6   3.3   3.3   4.1   5.6   6.6   6.9   6.4   5.7   4.9
29282   3.4   2.9   2.4   2.1   1.8   1.8   2.5   4.0   5.1   5.4   5.0   4.2   3.4
29313   4.6   3.9   3.3   2.8   2.5   2.7   4.0   5.8   6.9   7.1   6.5   5.5   4.6
29328   4.8   4.1   3.6   3.1   2.8   3.2   4.6   6.1   7.2   7.3   6.8   5.8   5.0
29570   3.9   3.1   2.6   2.1   1.9   2.1   3.5   5.3   6.5   6.6   5.8   4.8   4.1
29594   4.2   3.6   3.1   2.8   2.6   2.6   3.4   4.7   5.8   6.2   5.8   5.1   4.1
29645   5.6   4.9   4.3   3.8   3.5   4.1   5.3   6.9   7.9   8.0   7.5   6.5   5.7
29866   4.5   3.3   2.3   1.9   2.2   3.7   6.1   8.1   9.0   8.8   7.6   6.0   5.3
29939   6.0   5.1   4.3   3.7   3.7   4.8   6.5   8.2   9.2   9.3   8.6   7.3   6.5
30054   3.1   2.4   1.9   1.6   1.3   1.4   2.6   4.7   6.1   6.0   5.1   4.0   3.4
30230   2.4   1.7   1.2   0.9   0.8   1.1   3.8   6.9   7.8   6.8   5.0   3.5   3.5
30252   2.4   1.8   1.4   1.2   1.0   1.0   1.6   4.0   6.0   5.9   4.6   3.3   2.8
30309   3.8   3.0   2.5   2.3   2.9   5.8   8.7  10.6  10.6   9.0   6.8   5.1   6.1
30433   2.3   1.5   0.9   0.6   0.5   0.6   1.6   4.0   5.9   6.0   4.8   3.4   2.7
30521   2.3   1.5   1.0   0.6   0.5   0.6   2.4   5.3   6.7   6.3   4.8   3.4   3.0
30612   2.8   1.8   1.0   0.6   0.4   0.6   1.6   3.7   5.1   5.7   5.2   4.0   2.7
30636   3.8   2.8   2.0   1.4   1.4   2.8   5.7   8.1   9.2   8.6   6.9   5.2   4.8
30710   4.4   3.7   3.2   2.8   2.5   2.5   3.1   4.2   5.4   5.9   5.8   5.1   4.0
30758   1.2   0.1  -1.1  -1.2  -0.6  -0.2   1.5   5.0   6.6   6.3   4.6   2.7   2.1
30777   0.5  -0.2  -1.3  -1.5  -0.9  -0.5  -0.1   1.5   3.2   3.4   2.4   1.3   0.6
30879  -0.1  -0.1  -0.5  -0.8  -0.7  -0.5  -0.4  -0.3  -0.1   0.2   0.2   0.1  -0.3
30925
30935   1.8   0.8   0.1  -0.2  -0.1   0.0   1.0   3.2   4.7   5.0   4.3   3.1   2.0
30949   0.7  -0.7  -1.8  -1.5  -0.7  -0.2   1.4   4.5   6.2   6.1   4.4   2.3   1.8
31088   0.1  -0.7  -1.5  -1.6  -0.1   0.1   0.1   1.3   2.6   2.5   1.4   0.6   0.4
31168   1.8   1.3   0.9   0.6   0.5   0.7   1.9   4.1   5.6   5.0   3.6   2.5   2.4
31253   1.5   0.7   0.2  -0.0  -0.0         0.5   3.1   5.8   5.7   3.9   2.4
31416   2.9   1.9   1.2   0.7   0.5   0.6   1.8   4.7   6.8   7.1   5.8   4.3   3.1
31439   3.7   2.7   2.0   1.5   1.3   1.6   3.9   7.0   8.8   8.7   7.0   5.1   4.4
31707   4.7   3.4   2.3   1.8   1.7   1.7   4.0   7.7   9.8   9.9   8.6   6.5
31770   5.1   4.1   3.3   2.7   2.6   3.2   4.8   6.5   7.8   8.3   7.7   6.5   5.2
31961   7.3   6.0   5.0   4.3   4.1   4.8   6.4   8.1   9.5  10.2   9.9   8.8   7.1
32061   5.3   4.5   3.9   3.4   3.0   3.1   4.3   5.8   6.9   7.5   7.1   6.2   5.1
32150   7.2   6.4   5.8   5.4   5.1   5.5   6.4   7.6   8.7   9.2   9.0   8.2   7.0
32165   8.3   7.6   6.9   6.1   5.5   5.4   5.9   6.8   7.9   8.9   9.3   9.0   7.3
32389   3.8   3.5   3.3   3.0   2.4   2.2   2.3   2.6   3.3   3.9   4.1   4.0   3.2
32562   5.1   4.4   3.9   3.3   2.7   2.8   3.8   5.2   6.5   7.1   6.9   6.0   4.8
32618   4.7   4.3   3.9   3.6   3.2   3.2   3.5   4.0   4.7   5.1   5.3   5.1   4.2
34110   7.7   6.8   6.0   5.4   5.9   7.2   8.9  10.2  11.0  11.0  10.2   8.9   8.3
34123   7.7   6.7   6.0   5.3   5.8   7.3   8.9  10.3  11.0  11.1  10.3   9.1   8.2
34163   6.7   5.4   4.4   3.9   4.8   7.1   9.4  11.3  12.2  11.9  10.4   8.6   8.0
34186   8.3   7.0   6.0   5.4   5.7   7.2   9.1  10.9  12.1  12.2  11.4   9.9   8.8
34720  11.7  10.2   9.0   8.6   9.4  11.1  12.9  14.6  15.6  15.8  14.9  13.4  12.1
34740  11.6  10.4   9.4   9.0   9.5  10.6  12.0  13.4  14.3  14.6  14.0  12.9  11.8
36038   6.8   6.0   5.5   4.8   4.8   5.9   7.4   8.9   9.8   9.8   9.0   7.8   7.2
36096   4.9   4.3   3.9   3.5   3.3   3.1   3.2   4.2   5.5   6.2   6.0   5.5   4.5
36229   4.5   3.6   3.0   2.7   2.4   2.9   4.7   6.5   7.6   7.7   6.8   5.5   4.8
36259  -0.1  -1.7  -3.5  -3.4  -2.0  -0.9  -0.1   1.9   3.5   3.7   2.4   0.7   0.1
36307   1.6  -0.1              -1.8   0.2   2.9   5.7   7.2   7.3   6.3   4.2
37061  12.7  11.2  10.1   9.6  10.3  11.9  13.9  15.7  16.9  17.1  16.2  14.6  13.3
37470  14.8  13.3  12.3  12.0  12.6  13.9  15.6  17.3  18.4  18.6  17.9  16.5  15.3
37663  11.3   9.9   8.9   8.7   9.4  10.7  12.4  14.3  15.4  15.3  14.5  13.0  12.0
