20069 Í    5.3   5.4   3.8   4.7  17.4  21.5  22.3  22.8  23.2  14.5   7.8   7.6
20069 Î   15.6  15.9  17.0  17.0  28.8  30.4  30.4  31.4  32.4  27.3  18.5  17.3
20087 Í    4.7   4.0   2.8   3.3  13.0  17.5  18.0  18.3  19.2  11.9   6.6   5.5
20087 Î   16.2  16.4  16.2  16.4  23.7  26.6  27.2  28.5  29.3  24.7  17.8  17.4
20292 Í    3.6   2.8   2.3   3.7  12.4  15.0  16.2  17.6  18.3  13.1   7.0   4.5
20292 Î   17.3  17.4  15.4  15.1  20.8  21.2  20.6  21.8  24.1  24.0  19.6  17.4
20476 Í    3.7   3.0   3.1   3.9  13.9  19.1  17.5  17.8  20.0  12.9   8.2   5.4
20476 Î   13.7  13.3  13.3  13.5  21.7  25.3  23.3  24.6  26.8  22.6  17.1  14.9
20667 Í    6.5   5.6   5.1   6.7  17.0  19.5  13.9  18.8  19.7  15.9  11.1   8.8
20667 Î   14.3  13.2  13.6  14.4  21.9  22.6  18.0  22.7  23.8  21.0  18.0  16.8
20674 Í    6.4   4.8   4.6   6.4  17.2  20.8  17.1  18.8  19.8  16.5  10.8   8.2
20674 Î   16.4  16.5  17.3  17.5  24.2  26.0  22.7  25.0  26.2  24.5  20.2  17.4
20744 Í   10.4   9.3   9.3   8.0  14.4  15.5  14.0  14.0  12.7  11.4  12.8  11.3
20744 Î   16.5  16.1  15.9  13.3  18.1  19.7  18.2  17.8  18.2  16.8  18.3  16.4
20891 Í    1.1   0.9   0.7   1.2   5.6   9.0   6.4   8.8  11.8   7.5   3.1   1.6
20891 Î   13.6  13.9  13.7  13.7  16.4  17.0  14.8  18.1  21.8  20.6  17.2  15.6
20982 Í    2.4   2.0   2.1   3.1   8.0  11.6  10.3  12.1  14.1   9.5   5.4   3.8
20982 Î   17.7  17.3  16.6  16.7  17.9  19.0  16.9  19.2  22.5  22.6  20.4  18.4
21432 Í    1.3   1.2   1.1   3.4  13.3  17.2  16.0  17.9  18.2  12.3   5.0   2.0
21432 Î   14.4  15.1  14.6  15.7  23.8  24.1  23.0  24.5  26.9  25.5  17.6  14.2
21802 Í    0.3   0.1   0.1   1.5   8.8   9.0   7.6  11.3  13.9   8.7   2.5   0.3
21802 Î   15.6  15.9  15.1  15.5  19.9  15.5  14.2  17.5  21.1  22.5  17.8  16.0
