20069  1   0   0   0   0   0   0  13  27  91
20069  2   0   0   0   0   1   2  14  27  91
20069  3   0   0   0   0   1   2  13  27  93
20069  4   0   0   0   0   1   2  11  25  92
20069  5   0   0   0   0   0   1  12  39  96
20069  6   0   0   0   0   1   1  13  31  97
20069  7   0   0   0   2   2   2  20  34  96
20069  8   0   0   0   2   2   2  21  37  98
20069  9   0   0   1   2   3   4  21  40  99
20069 10   0   0   0   0   1   3  17  39  98
20069 11   0   0   0   0   0   1  13  28  93
20069 12   0   0   0   0   0   0  13  27  93
20087  1   0   0   0   0   0   0   9  27  97
20087  2   0   0   0   1   1   3  12  30  97
20087  3   0   0   0   1   2   4  13  32  98
20087  4   0   0   0   1   2   3  10  26  97
20087  5   0   0   0   0   1   2  10  31  98
20087  6   0   0   0   1   2   3  11  29  97
20087  7   0   0   1   3   4   6  18  36  96
20087  8   0   0   1   4   5   6  19  37  98
20087  9   0   0   1   3   4   6  19  42  98
20087 10   0   0   0   1   1   3  14  40  98
20087 11   0   0   0   0   0   1   9  29  98
20087 12   0   0   0   0   0   0  11  29  99
20292  1   1   1   1   1   2   3  19  31  98
20292  2   1   1   1   2   3   5  20  37  99
20292  3   1   1   1   2   2   3  17  31  98
20292  4   0   0   0   1   2   3  14  28  99
20292  5   0   0   0   0   0   1  11  35  99
20292  6   0   0   1   1   1   2  12  24  99
20292  7   0   0   1   2   2   3  14  25  99
20292  8   0   0   1   2   2   3  15  28  99
20292  9   0   0   0   1   2   3  13  34 100
20292 10   0   0   0   1   1   2  15  43 100
20292 11   0   0   0   1   1   2  17  39  99
20292 12   0   0   1   1   1   2  20  36  98
20476  1   1   1   2   3   4   6  18  29  92
20476  2   1   1   2   2   3   3  16  27  93
20476  3   1   1   1   2   3   4  16  26  95
20476  4   0   0   1   2   3   4  16  25  95
20476  5   0   0   1   1   1   2  15  30  96
20476  6   0   0   1   2   2   3  15  25  95
20476  7   0   0   1   4   4   6  21  29  95
20476  8   0   0   1   4   4   6  20  30  96
20476  9   0   0   0   1   1   2  14  27  94
20476 10   0   0   0   1   1   2  15  30  95
20476 11   0   0   0   1   2   3  15  26  92
20476 12   1   1   1   2   3   4  16  27  93
20667  1   0   0   1   3   4   6  21  39  99
20667  2   1   1   1   3   3   6  19  38 100
20667  3   1   1   2   3   4   7  20  37 100
20667  4   0   0   2   4   5   8  19  35  99
20667  5   0   0   2   3   4   7  19  38  99
20667  6   0   0   3   6   7   9  19  34  98
20667  7   1   1   4   6   7   9  16  28  97
20667  8   1   1   3   5   5   7  16  33  99
20667  9   0   0   1   3   3   5  16  34 100
20667 10   0   0   1   2   3   6  22  42 100
20667 11   0   0   1   3   4   7  23  41 100
20667 12   1   1   2   3   4   6  20  41 100
20674  1   1   1   2   4   6   9  27  44  95
20674  2   1   1   1   2   4   6  23  40  94
20674  3   0   0   1   2   3   5  18  37  94
20674  4   0   0   1   1   3   4  15  30  92
20674  5   0   0   0   1   2   3  13  37  93
20674  6   0   0   2   3   4   4  13  29  92
20674  7   0   0   3   4   5   5  14  26  93
20674  8   0   0   2   4   4   5  14  28  94
20674  9   0   0   1   2   2   3  12  32  95
20674 10   0   0   0   1   2   3  16  43  94
20674 11   0   0   0   1   3   5  21  43  94
20674 12   0   0   1   2   3   5  23  43  94
20744  1   1   1   1   2   2   3  20  43  93
20744  2   1   1   2   3   3   6  25  48  96
20744  3   1   1   2   3   4   5  23  48  96
20744  4   0   0   2   2   3   5  20  39  96
20744  5   0   0   1   2   2   3  17  32  96
20744  6   0   0   2   2   3   4  17  28  95
20744  7   0   0   2   3   3   4  18  30  94
20744  8   0   0   1   2   2   3  14  29  96
20744  9   0   0   1   1   1   2  12  29  94
20744 10   0   0   0   1   1   1  15  32  91
20744 11   0   0   0   1   1   1  19  38  91
20744 12   1   1   1   1   1   2  19  41  92
20891  1   1   1   3   7  12  23  35  51 100
20891  2   1   1   4   8  14  26  37  63 100
20891  3   0   0   1   3   6  14  22  60 100
20891  4   0   0   0   1   2   7  12  65 100
20891  5   0   0   0   1   2   8  13  77 100
20891  6   0   0   0   1   1   4   7  70 100
20891  7   0   0   0   0   0   2   4  66 100
20891  8   0   0   0   1   1   3   7  68 100
20891  9   0   0   1   1   2   7  12  58 100
20891 10   0   0   0   0   2   8  16  54 100
20891 11   0   0   1   1   2   7  18  43 100
20891 12   1   1   2   4   7  16  30  44 100
20982  1   0   0   0   1   5  11  48  98  99
20982  2   0   0   1   2   4  11  41  91  98
20982  3   0   0   0   1   2   7  27  83  97
20982  4   0   0   0   1   2   7  22  79  95
20982  5   0   0   0   1   2   6  20  72  90
20982  6   0   0   0   1   1   4  12  53  65
20982  7   0   0   0   0   1   2   8  50  63
20982  8   0   0   1   1   2   3  11  63  77
20982  9   0   0   1   2   3   6  20  73  85
20982 10   0   0   0   1   3   9  33  84  91
20982 11   0   0   0   1   3   8  39  91  96
20982 12   0   0   0   2   5  13  46  98  99
21432  1   0   0   0   0   1   1  12  29 100
21432  2   0   0   0   1   1   2  15  31 100
21432  3   0   0   0   1   2   3  15  31 100
21432  4   0   0   0   1   2   3  17  33 100
21432  5   0   0   0   1   1   2  18  42 100
21432  6   0   0   0   1   2   3  16  34 100
21432  7   0   0   0   2   4   5  21  36 100
21432  8   0   0   0   2   3   4  20  37  99
21432  9   0   0   0   1   1   2  15  38 100
21432 10   0   0   0   0   1   1  17  44 100
21432 11   0   0   0   0   1   1  13  32 100
21432 12   0   0   0   0   1   1  12  28 100
21802  1   0   0   0   0   1   2  10  24  37
21802  2   0   0   1   1   2   3  11  21  36
21802  3   0   0   0   0   1   3   8  16  28
21802  4   0   0   0   1   2   4   9  15  24
21802  5   0   0   0   1   2   4   9  16  29
21802  6   0   0   0   0   1   1   3   6  13
21802  7   0   0   0   0   0   1   2   5  12
21802  8   0   0   0   1   1   2   5  11  20
21802  9   0   0   0   0   1   2   6  12  21
21802 10   0   0   0   0   1   2   8  20  33
21802 11   0   0   0   0   0   1   8  19  28
21802 12   0   0   0   1   2   2  10  23  35
21908  1   0   0   0   0   0   0   2   5  15
21908  2   0   0   0   0   0   0   1   4  14
21908  3   0   0   0   0   0   0   0   2  13
21908  4   0   0   0   0   0   0   0   3  13
21908  5   0   0   0   0   0   0   1   3  14
21908  6   0   0   0   0   0   0   0   2   8
21908  7   0   0   0   0   0   0   0   2   8
21908  8   0   0   0   1   1   1   2   4  12
21908  9   0   0   0   0   0   1   1   4  15
21908 10   0   0   0   0   0   0   1   6  24
21908 11   0   0   0   0   0   0   1   5  22
21908 12   0   0   0   0   0   0   2   5  16
21921  1   0   0   0   0   1   2  31  54  80
21921  2   0   0   0   0   1   2  22  44  72
21921  3   0   0   0   0   1   2  14  27  53
21921  4   0   0   0   0   1   2   8  14  36
21921  5   0   0   0   0   0   1   8  15  33
21921  6   0   0   0   0   0   1   3   9  27
21921  7   0   0   0   0   0   0   2   9  28
21921  8   0   0   0   0   0   0   4  13  39
21921  9   0   0   0   0   0   1   9  20  50
21921 10   0   0   0   0   1   3  22  39  67
21921 11   0   0   0   0   0   1  23  43  71
21921 12   0   0   0   0   0   2  29  52  79
21931  1   0   0   0   0   0   0   6  27  86
21931  2   0   0   0   0   0   1   6  26  88
21931  3   0   0   0   0   0   1   5  18  85
21931  4   0   0   0   0   0   1   5  15  85
21931  5   0   0   0   1   1   2   7  18  84
21931  6   0   0   0   0   1   1   4  13  82
21931  7   0   0   0   0   0   0   4  13  82
21931  8   0   0   0   1   1   1   6  16  87
21931  9   0   0   0   1   1   1   7  18  89
21931 10   0   0   0   0   0   1   9  28  89
21931 11   0   0   0   0   0   1   8  28  87
21931 12   0   0   0   0   0   1   6  25  85
21946  1   0   0   0   0   1   3  16  28  57
21946  2   0   0   0   0   2   4  17  28  55
21946  3   0   0   0   0   1   3   9  18  43
21946  4   0   0   0   1   2   3   7  15  38
21946  5   0   0   0   2   3   5  11  18  43
21946  6   0   0   0   1   1   2   5  11  29
21946  7   0   0   0   0   1   1   4  10  26
21946  8   0   0   0   1   1   2   7  15  35
21946  9   0   0   0   1   2   3   9  19  45
21946 10   0   0   0   1   1   3  11  27  55
21946 11   0   0   0   1   2   5  13  27  54
21946 12   0   0   0   1   2   4  15  26  53
21982  1   0   0   0   0   0   0  16  24  64
21982  2   0   0   0   0   1   1  16  24  71
21982  3   0   0   0   0   0   0  10  18  80
21982  4   0   0   0   0   0   0  12  21  89
21982  5   0   0   0   0   0   0  15  26 100
21982  6   0   0   0   0   0   0  12  21 100
21982  7   0   0   0   0   0   0  12  21  99
21982  8   0   0   0   0   0   0  14  26  97
21982  9   0   0   0   0   0   0  13  25  87
21982 10   0   0   0   0   0   0  16  27  81
21982 11   0   0   0   0   0   0  18  27  74
21982 12   0   0   0   0   0   0  15  23  58
22113  1   0   0   0   0   1   2  14  31  57
22113  2   0   0   0   0   1   4  15  32  59
22113  3   0   0   0   0   1   2  12  26  52
22113  4   0   0   0   0   1   2  10  21  48
22113  5   0   0   0   0   1   1   7  18  52
22113  6   0   0   0   0   0   0   5  14  48
22113  7   0   0   0   0   0   0   6  16  50
22113  8   0   0   0   0   0   1   7  17  52
22113  9   0   0   0   0   0   1   6  17  48
22113 10   0   0   0   0   1   2   8  19  48
22113 11   0   0   0   0   1   2  12  26  54
22113 12   0   0   0   0   1   2  12  28  52
22165  1   0   0   1   2   2   3  29  50  96
22165  2   0   0   0   1   1   2  26  49  97
22165  3   0   0   0   1   1   1  23  45  98
22165  4   0   0   1   1   2   2  17  38  97
22165  5   0   0   1   2   2   3  16  35  97
22165  6   0   0   1   2   2   2  12  31  95
22165  7   0   0   1   2   2   2  12  33  97
22165  8   0   0   1   1   1   1  12  35  96
22165  9   0   0   0   1   1   1  11  33  96
22165 10   0   0   0   0   0   0  16  38  96
22165 11   0   0   0   0   0   1  20  45  97
22165 12   0   0   1   1   1   2  27  50  98
22217  1   0   0   0   0   0   1  11  34  56
22217  2   0   0   0   0   1   2  10  32  54
22217  3   0   0   0   0   1   2   9  26  47
22217  4   0   0   0   1   1   2   6  17  36
22217  5   0   0   0   1   1   2   4  12  31
22217  6   0   0   0   0   0   1   2   7  27
22217  7   0   0   0   0   0   1   3   9  31
22217  8   0   0   0   0   0   1   2  12  34
22217  9   0   0   0   1   1   2   5  19  43
22217 10   0   0   0   0   1   2   7  25  46
22217 11   0   0   0   0   0   2  10  32  56
22217 12   0   0   0   0   0   1  10  32  53
22235  1   0   0   0   0   0   0  11  29  88
22235  2   0   0   0   0   0   0  10  26  84
22235  3   0   0   0   0   0   0  10  24  82
22235  4   0   0   0   0   0   0   6  15  75
22235  5   0   0   0   0   0   0   4  14  74
22235  6   0   0   0   0   0   0   2  10  70
22235  7   0   0   0   0   0   0   2  10  74
22235  8   0   0   0   0   0   0   3  13  80
22235  9   0   0   0   0   0   0   4  17  83
22235 10   0   0   0   0   0   0   8  22  83
22235 11   0   0   0   0   0   0  10  26  87
22235 12   0   0   0   0   0   0  11  28  89
