20069 1   0.0   0.0   0.9   1.5   2.3   5.1   8.7   8.1   4.5   2.1   1.0   0.2
20069 2  2012  1985  2011  1990  1960  1977  1979  1961  2008  2012  2012  1991
20069 3  1947     .  1985     .     .     .     .     .     .     .     .     .
20087 1  -1.0  -1.0   0.4   1.0   3.2   8.8  12.7  10.6   4.9   1.6   0.8   0.2
20087 2  2006  1985  2011  1990  1993  1943  1985  1962  1956  2009  2001  1993
20087 3     .     .    .     .     .     .     .     .     .     .     .     .
20292 1   0.3  -0.5   0.0   6.3   8.2  12.3  24.0  21.6  13.4   5.4   0.0  -0.6
20292 2  1942  1945  1991  2011  1943  1942  1948  1982  1936  2009  2001  2011
20292 3     .     .     .     .     .     .     .     .     .     .     .     .
20476 1  -0.1  -1.0   0.0   3.6   6.8  19.6  27.7  20.9  15.3   8.3   0.0   0.2
20476 2  2012  1986  1995  2011  2011  1984  1979  1983  2008  2009  2002  1993
20476 3     .     .     .     .     .     .     .     .     .     .  1985     .
20667 1   1.0   1.4   2.1   4.8   3.8  19.1  27.1  23.9  15.3   8.5   2.2   1.1
20667 2  1934  1984  1993  1947  1954  1938  1954  1945  2008  1947  1944  1943
20667 3     .     .     .     .     .     .     .     .     .     .     .     .
20674 1  -0.3  -0.6   0.0   3.0  10.4  22.2  26.8  26.9  18.1   8.2   1.9   0.3
20674 2  2012  2012  1995  2011  1941  1943  1965  1945  2008  2009  1956  1938
20674 3     .  1986     .     .     .     .     .     .     .     .     .     .
20744 1   2.6   1.7   1.8   7.8  17.6  22.2  28.3  23.8  16.5   9.7   4.8   2.6
20744 2  1981  1984  1989  1990  1995  2011  1989  1964  2001  1944  1929  1929
20744 3     .     .     .     .     .     .  1954     .  1984     .     .     .
20891 1  -2.4   0.0   3.8   8.8  20.4  32.9  36.7  29.9  24.2  11.9   2.2   0.0
20891 2  1955  1995  2008  2011  2011  2014  1979  1965  1980  1943  1938  1993
20891 3     .     .     .    .     .     .     .     .     .     .     .     .
20982 1  -1.0   4.1  15.1  10.7  23.7  32.9  35.6  30.4  23.4  13.2   6.1   0.0
20982 2  1987  1995  1985  1997  2011  2002  1979  1940  1945  2009  1938  1999
20982 3     .     .     .     .     .     .     .     .     .     .     .  1988
21432 1  -7.2  -3.3  -4.0   0.3   6.2  20.7  25.1  20.2  11.8   1.8  -2.5  -3.1
21432 2  1957  1956  1990  1967  1943  1936  1991  1983  1971  1947  1974  1938
21432 3     .     .     .     .     .     .     .     .     .     .     .     .
21802 1  -4.6  -2.0  45.9   9.8  20.6  34.0  35.6  31.3  24.2   9.6   0.3  -2.0
21802 2  1942  1999  2000  2011  2013  1936  1979  1965  1980  1947  1938  1993
21802 3     .     .     .     .     .     .     .     .     .     .     .     .
21908 1  -0.4  -0.2   4.4  14.8  25.4  35.0  34.4  32.0  25.4  16.8   5.4   0.0
21908 2  2008  1940  2011  2011  2011  1959  1979  1965  1980  1962  1975  1993
21908 3     .     .     .     .     .     .     .     .     .     .     .     .
21921 1  -6.8  -8.0   8.8   9.2  25.7  31.8  34.3  31.0  22.1   8.8  -1.4  -4.4
21921 2  2009  1990  1968  2011  2013  1935  1937  1983  1980  1932  1975  1983
21921 3     .  1972     .     .     .     .     .     .     .     .     .     .
21931 1  -8.0  -2.2  -0.1   8.3  26.6  33.2  35.3  30.7  22.6   6.3   0.5  -7.1
21931 2  1993  1940  1975  2011  1981  1959  1992  1983  1980  1972  2012  1975
21931 3     .     .     .     .     .     .     .     .     .     .     .     .
21946 1  -8.0 -11.1  -3.4   4.9  22.8  30.0  31.6  29.3  20.6   6.1   0.0  -8.0
21946 2  1994  1968  1975  1997  1981  1964  1952  1952  1980  1958  1991  2000
21946 3     .     .     .     .     .     .     .     .     .     .     .     .
21982 1   1.5  -0.2   0.2   2.5   9.6  17.4  18.2  16.7  11.9   5.3   1.8   2.0
21982 2  1962  2006  1971  2009  1927  1927  1927  1936  1988  1959  1996  2007
21982 3     .     .     .     .     .     .     .     .     .     .     .     .
22113 1   7.0   6.6   9.0  16.9  29.4  30.8  32.9  29.1  24.2  15.0   9.6   7.2
22113 2  1949  2004  1948  2002  2013  1939  1972  1945  1938  2005  1975  1997
22113 3     .     .     .     .     .     .     .     .     .     .     .     .
22165 1   4.0   2.9   2.4   8.7  19.7  26.2  30.5  27.5  20.4  12.2   7.1   8.2
22165 2  1965  1921  1968  1936  1995  1921  1943  1941  1925  1974  1961  1920
22165 3     .     .     .     .     .     .     .     .     .     .     .     .
22217 1   7.5   8.0  12.2  18.9  27.2  31.4  31.6  29.8  22.1  14.7  11.4   8.0
22217 2  1971  1972  2007  1921  1984  1974  1945  2003  1968  2005  1975  2007
22217 3     .     .     .     .     .     .     .     .     .     .     .     .
22235 1   4.6   5.1   9.3  17.1  27.9  31.7  33.9  31.7  24.1  13.7   8.4   6.4
22235 2  1964  2004  2007  2001  2013  1974  1972  1972  1938  2005  1957  1997
22235 3     .     .     .     .     .     .     .     .     .  2000     .     .
22471 1   5.0   4.8   9.3  22.8  29.9  32.1  35.0  32.6  26.2  17.3   9.5   4.0
22471 2  1929  1976  1920  2001  2000  1947  1972  1930  1992  1974  1957  2006
22471 3     .     .     .     .     .     .     .     .     .     .     .     .
22520 1   8.7   6.5  12.0  19.6  29.2  31.1  32.6  31.8  25.6  16.6  11.4   6.9
22520 2  1971  1976  2007  1921  2014  1988  2010  2003  1992  2005  2005  2006
22520 3     .     .     .     .     .     .     .     .     .  2000     .     .
22550 1   5.0   5.2  12.1  25.3  31.7  33.0  34.4  32.5  27.2  18.3  10.1   5.8
22550 2  1971  1998  2007  2001  2014  2013  1972  1920  1963  1974  1957  2006
22550 3     .     .     .     .     .     .     .     .     .     .     .     .
