20069   0   2 107 275 179 138 120  78  29  10   0   0
20087   0   2 114 289 265 179 161 120  52  13   0   0
20292   0   6 136 278 234 155 186 106  48  16   0   0
20667   0  18 130 225 161 182 247 130  50  20   0   0
20674   0  24 137 244 186 145 214 132  65  29   2   0
20744   0  23 104 204 179 185 230 157  74  38   2   0
20891   0  26 160 269 289 272 314 197  96  54   4   0
20982   0  27 138 233 247 238 278 168  91  44   2   0
21432   0   6 146 282 206 169 190 107  41  14   0   0
21802   0  11 150 237 224 246 300 173  72  34   0   0
21908   0  32 171 251 260 278 316 193  89  48   3   0
21921   0  33 181 290 325 340 347 233 117  58   4   0
21931   0  51 196 290 272 303 298 186 103  65   5   0
21946   1  35 184 291 281 282 285 170  87  52   5   0
21982   1  57 190 267 192 236 235 120  78  49   7   0
22113   3  38 116 189 185 230 248 163  96  53   8   0
22165   3  25  87 170 168 204 224 132  93  40   7   0
22217   8  49 110 192 239 268 277 194 103  58  17   2
22235   8  50 112 189 204 245 262 169 101  56  17   1
22471   5  48 119 192 229 277 289 182 117  59  14   0
22520  18  63 121 207 263 290 298 212 134  66  24   4
22550  10  49 111 188 252 294 302 202 115  60  16   1
22619  20  65 125 193 263 272 278 211 129  63  21   6
22641  16  52 115 184 268 301 307 218 125  61  17   5
22768  23  61 122 181 253 289 295 200 105  53  23   8
22802  32  70 126 191 285 287 300 218 131  73  28  18
22820  24  64 124 183 264 278 285 214 128  66  24   9
22837  24  58 119 186 266 285 284 213 124  60  25   9
23022   0  38 123 202 166 197 252 129  68  37   5   0
23032   0  35 124 204 161 212 279 151  75  37   4   0
23074   2  27 134 232 250 244 317 194  99  45   6   0
23205   2  43 120 198 191 251 266 151  95  52  11   0
23242   2  44 132 209 189 227 287 180  87  50  12   0
23274   2  44 151 229 262 278 321 210  99  51  17   0
23324   4  53 125 200 201 263 283 160  90  40  12   0
23330   4  44 139 207 234 272 299 183  96  57  14   0
23383   2  41 141 211 259 252 293 172  80  36  11   0
23405   5  48 108 186 224 278 286 165  92  44  12   4
23472  11  58 152 220 245 271 321 203 101  55  27   5
23552   7  58 153 199 214 246 291 187  98  50  20   1
23631  18  75 168 220 256 290 307 209 124  81  36   6
23662  10  67 155 212 228 262 304 203 100  53  24   2
23678   8  57 144 192 222 273 294 213 100  46  22   2
23711  15  55 120 179 244 278 277 184  95  41  22   6
23724  34  85 155 188 253 291 284 206 110  88  45  18
23734  28  84 152 195 239 274 282 193 115  67  40   7
23867  31  93 170 212 246 290 317 224 118  69  43  16
23884  24  75 153 196 229 276 305 208 103  57  33   9
23891  28  89 165 210 238 273 294 193 110  66  45  11
23914  32  69 140 196 269 299 298 212 113  53  32  12
23921  58  99 167 192 254 286 278 203 125  92  60  35
23933  24  94 176 213 261 302 305 214 133  78  42   7
23955  45 105 178 217 257 290 310 222 129  76  57  27
